Rk,Team,Date,PTS,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
331,ATL,2023-11-14,126,@,DET,W 126-120,240,45,87,.517,33,54,.611,12,33,.364,24,26,.923,126,47,90,.522,37,61,.607,10,29,.345,16,23,.696,120
332,PHI,2023-11-14,126,,IND,L 126-132,240,43,86,.500,37,64,.578,6,22,.273,34,35,.971,126,48,93,.516,35,56,.625,13,37,.351,23,33,.697,132
333,IND,2023-11-12,126,@,PHI,L 126-137,240,47,90,.522,31,51,.608,16,39,.410,16,19,.842,126,53,105,.505,39,72,.542,14,33,.424,17,20,.850,137
334,LAC,2023-11-10,126,@,DAL,L 126-144,240,43,88,.489,35,61,.574,8,27,.296,32,36,.889,126,51,98,.520,32,56,.571,19,42,.452,23,26,.885,144
335,IND,2023-11-09,126,,MIL,W 126-124,240,44,92,.478,24,44,.545,20,48,.417,18,20,.900,126,46,87,.529,37,60,.617,9,27,.333,23,26,.885,124
336,NYK,2023-11-08,126,,SAS,W 126-105,240,46,100,.460,27,58,.466,19,42,.452,15,22,.682,126,44,90,.489,35,56,.625,9,34,.265,8,13,.615,105
337,OKC,2023-11-06,126,,ATL,W 126-117,240,45,94,.479,31,59,.525,14,35,.400,22,23,.957,126,38,102,.373,24,60,.400,14,42,.333,27,32,.844,117
338,BOS,2023-10-30,126,@,WAS,W 126-107,240,51,102,.500,32,49,.653,19,53,.358,5,7,.714,126,39,87,.448,28,51,.549,11,36,.306,18,26,.692,107
339,PHI,2023-10-29,126,,POR,W 126-98,240,40,82,.488,29,54,.537,11,28,.393,35,40,.875,126,36,94,.383,29,63,.460,7,31,.226,19,22,.864,98
340,PHO,2023-10-28,126,,UTA,W 126-104,240,45,85,.529,35,48,.729,10,37,.270,26,28,.929,126,40,91,.440,28,54,.519,12,37,.324,12,14,.857,104
341,SAS,2023-10-27,126,,HOU,W 126-122 (OT),265,46,94,.489,33,52,.635,13,42,.310,21,28,.750,126,52,100,.520,44,68,.647,8,32,.250,10,20,.500,122
342,NYK,2023-10-27,126,@,ATL,W 126-120,240,43,90,.478,23,46,.500,20,44,.455,20,28,.714,126,42,87,.483,30,55,.545,12,32,.375,24,30,.800,120
343,DAL,2023-10-25,126,@,SAS,W 126-119,240,47,99,.475,32,52,.615,15,47,.319,17,23,.739,126,46,89,.517,35,54,.648,11,35,.314,16,22,.727,119
344,BOS,2024-02-07,125,,ATL,W 125-117,240,49,93,.527,32,44,.727,17,49,.347,10,11,.909,125,43,102,.422,30,61,.492,13,41,.317,18,20,.900,117
345,DET,2024-02-02,125,,LAC,L 125-136,240,45,89,.506,28,49,.571,17,40,.425,18,24,.750,125,53,89,.596,39,60,.650,14,29,.483,16,19,.842,136
346,LAC,2024-01-31,125,@,WAS,W 125-109,240,47,100,.470,35,70,.500,12,30,.400,19,22,.864,125,45,97,.464,36,68,.529,9,29,.310,10,15,.667,109
347,TOR,2024-01-28,125,@,ATL,L 125-126,240,41,89,.461,26,58,.448,15,31,.484,28,32,.875,125,44,95,.463,38,68,.559,6,27,.222,32,40,.800,126
348,NYK,2024-01-27,125,,MIA,W 125-109,240,45,87,.517,28,54,.519,17,33,.515,18,26,.692,125,41,88,.466,27,51,.529,14,37,.378,13,16,.813,109
349,MIN,2024-01-22,125,,CHO,L 125-128,240,44,84,.524,26,43,.605,18,41,.439,19,25,.760,125,50,88,.568,36,51,.706,14,37,.378,14,18,.778,128
350,LAC,2024-01-21,125,,BRK,W 125-114,240,42,83,.506,29,57,.509,13,26,.500,28,33,.848,125,44,90,.489,30,51,.588,14,39,.359,12,16,.750,114
351,CHI,2024-01-20,125,,MEM,W 125-96,240,47,91,.516,33,58,.569,14,33,.424,17,21,.810,125,32,75,.427,19,33,.576,13,42,.310,19,23,.826,96
352,DAL,2024-01-15,125,,NOP,W 125-120,240,39,85,.459,21,42,.500,18,43,.419,29,35,.829,125,41,81,.506,34,58,.586,7,23,.304,31,41,.756,120
353,LAL,2024-01-13,125,@,UTA,L 125-132,240,46,92,.500,33,63,.524,13,29,.448,20,24,.833,125,42,93,.452,30,56,.536,12,37,.324,36,39,.923,132
354,DEN,2024-01-12,125,,NOP,W 125-113,240,50,90,.556,36,57,.632,14,33,.424,11,15,.733,125,42,89,.472,29,56,.518,13,33,.394,16,22,.727,113
355,MIL,2024-01-04,125,@,SAS,W 125-121,240,49,92,.533,37,58,.638,12,34,.353,15,19,.789,125,46,95,.484,32,55,.582,14,40,.350,15,17,.882,121
356,MEM,2023-12-23,125,@,ATL,W 125-119,240,50,97,.515,39,64,.609,11,33,.333,14,22,.636,125,45,96,.469,32,53,.604,13,43,.302,16,20,.800,119
357,UTA,2023-12-18,125,,BRK,W 125-108,240,45,91,.495,31,57,.544,14,34,.412,21,24,.875,125,39,90,.433,23,51,.451,16,39,.410,14,20,.700,108
358,SAC,2023-12-16,125,,UTA,W 125-104,240,46,85,.541,24,40,.600,22,45,.489,11,15,.733,125,38,86,.442,26,49,.531,12,37,.324,16,21,.762,104
359,ATL,2023-12-15,125,@,TOR,W 125-104,240,52,101,.515,36,60,.600,16,41,.390,5,6,.833,125,40,77,.519,30,46,.652,10,31,.323,14,25,.560,104
360,LAL,2023-12-12,125,@,DAL,L 125-127,240,49,91,.538,34,62,.548,15,29,.517,12,18,.667,125,44,89,.494,23,46,.500,21,43,.488,18,21,.857,127
361,PHI,2023-12-08,125,,ATL,W 125-114,240,42,87,.483,31,57,.544,11,30,.367,30,37,.811,125,41,104,.394,28,65,.431,13,39,.333,19,21,.905,114
362,DAL,2023-12-08,125,@,POR,W 125-112,240,47,91,.516,35,52,.673,12,39,.308,19,22,.864,125,39,105,.371,21,52,.404,18,53,.340,16,18,.889,112
363,WAS,2023-12-01,125,@,ORL,L 125-130,240,45,89,.506,32,61,.525,13,28,.464,22,31,.710,125,46,89,.517,34,58,.586,12,31,.387,26,33,.788,130
364,BOS,2023-12-01,125,,PHI,W 125-119,240,39,77,.506,23,44,.523,16,33,.485,31,36,.861,125,43,94,.457,27,59,.458,16,35,.457,17,23,.739,119
365,DAL,2023-11-18,125,@,MIL,L 125-132,240,51,103,.495,35,56,.625,16,47,.340,7,10,.700,125,49,94,.521,32,49,.653,17,45,.378,17,20,.850,132
366,SAC,2023-11-15,125,@,LAL,W 125-110,240,48,96,.500,32,52,.615,16,44,.364,13,17,.765,125,42,83,.506,31,54,.574,11,29,.379,15,19,.789,110
367,BRK,2023-11-06,125,,MIL,L 125-129,240,49,101,.485,33,56,.589,16,45,.356,11,13,.846,125,46,96,.479,30,48,.625,16,48,.333,21,24,.875,129
368,CHO,2023-11-04,125,@,IND,W 125-124,240,47,88,.534,39,68,.574,8,20,.400,23,23,1.000,125,45,93,.484,23,48,.479,22,45,.489,12,16,.750,124
369,DEN,2023-11-03,125,,DAL,W 125-114,240,49,93,.527,36,63,.571,13,30,.433,14,19,.737,125,41,86,.477,24,44,.545,17,42,.405,15,17,.882,114
370,NOP,2023-11-02,125,,DET,W 125-116,240,39,80,.488,25,48,.521,14,32,.438,33,35,.943,125,41,94,.436,28,56,.500,13,38,.342,21,26,.808,116
371,LAC,2023-11-01,125,@,LAL,L 125-130 (OT),265,47,99,.475,33,65,.508,14,34,.412,17,27,.630,125,46,90,.511,35,58,.603,11,32,.344,27,36,.750,130
372,DAL,2023-10-30,125,@,MEM,W 125-110,240,42,84,.500,19,37,.514,23,47,.489,18,24,.750,125,42,92,.457,28,55,.509,14,37,.378,12,20,.600,110
373,IND,2023-10-28,125,@,CLE,W 125-113,240,48,98,.490,33,60,.550,15,38,.395,14,17,.824,125,43,99,.434,31,68,.456,12,31,.387,15,24,.625,113
374,DAL,2023-10-27,125,,BRK,W 125-120,240,44,91,.484,29,55,.527,15,36,.417,22,28,.786,125,45,92,.489,24,49,.490,21,43,.488,9,10,.900,120
375,UTA,2024-02-06,124,,OKC,W 124-117,240,46,89,.517,32,54,.593,14,35,.400,18,20,.900,124,43,90,.478,24,53,.453,19,37,.514,12,18,.667,117
376,LAL,2024-02-05,124,@,CHO,W 124-118,240,50,89,.562,42,55,.764,8,34,.235,16,19,.842,124,47,96,.490,34,64,.531,13,32,.406,11,14,.786,118
377,UTA,2024-02-01,124,,PHI,L 124-127,240,45,87,.517,33,51,.647,12,36,.333,22,25,.880,124,47,94,.500,33,62,.532,14,32,.438,19,21,.905,127
378,IND,2024-01-30,124,@,BOS,L 124-129,240,50,108,.463,38,69,.551,12,39,.308,12,15,.800,124,47,87,.540,30,51,.588,17,36,.472,18,22,.818,129
379,UTA,2024-01-23,124,@,NOP,L 124-153,240,43,92,.467,31,56,.554,12,36,.333,26,32,.813,124,60,104,.577,37,58,.638,23,46,.500,10,15,.667,153
380,PHI,2024-01-19,124,@,ORL,W 124-109,240,42,87,.483,29,57,.509,13,30,.433,27,29,.931,124,37,78,.474,27,55,.491,10,23,.435,25,27,.926,109
381,CHO,2024-01-19,124,,SAS,W 124-120,240,47,84,.560,31,55,.564,16,29,.552,14,16,.875,124,47,84,.560,32,52,.615,15,32,.469,11,17,.647,120
382,MIN,2024-01-17,124,@,DET,W 124-117,240,47,93,.505,32,63,.508,15,30,.500,15,21,.714,124,46,89,.517,34,58,.586,12,31,.387,13,19,.684,117
383,PHI,2024-01-15,124,,HOU,W 124-115,240,40,83,.482,25,52,.481,15,31,.484,29,34,.853,124,44,88,.500,36,61,.590,8,27,.296,19,32,.594,115
384,NYK,2024-01-11,124,@,DAL,L 124-128,240,44,89,.494,30,47,.638,14,42,.333,22,28,.786,124,44,88,.500,27,47,.574,17,41,.415,23,30,.767,128
385,CHI,2024-01-10,124,,HOU,W 124-119 (OT),265,42,95,.442,23,48,.479,19,47,.404,21,25,.840,124,48,101,.475,37,56,.661,11,45,.244,12,20,.600,119
386,UTA,2024-01-10,124,,DEN,W 124-111,240,46,83,.554,33,50,.660,13,33,.394,19,23,.826,124,37,81,.457,24,48,.500,13,33,.394,24,28,.857,111
387,BRK,2024-01-05,124,,OKC,W 124-115,240,41,91,.451,27,52,.519,14,39,.359,28,33,.848,124,45,84,.536,36,53,.679,9,31,.290,16,24,.667,115
388,TOR,2024-01-01,124,,CLE,W 124-121,240,42,87,.483,31,57,.544,11,30,.367,29,40,.725,124,43,89,.483,31,53,.585,12,36,.333,23,26,.885,121
389,OKC,2023-12-31,124,,BRK,W 124-108,240,45,83,.542,27,50,.540,18,33,.545,16,20,.800,124,38,100,.380,26,54,.481,12,46,.261,20,31,.645,108
390,CHI,2023-12-20,124,,LAL,W 124-108,240,48,88,.545,30,54,.556,18,34,.529,10,11,.909,124,42,94,.447,30,57,.526,12,37,.324,12,15,.800,108
391,CLE,2023-12-20,124,,UTA,W 124-116,240,45,96,.469,22,45,.489,23,51,.451,11,16,.688,124,40,78,.513,27,48,.563,13,30,.433,23,28,.821,116
392,DET,2023-12-18,124,@,ATL,L 124-130,240,48,94,.511,39,72,.542,9,22,.409,19,27,.704,124,46,85,.541,30,49,.612,16,36,.444,22,27,.815,130
393,GSW,2023-12-16,124,,BRK,W 124-120,240,44,91,.484,27,59,.458,17,32,.531,19,20,.950,124,45,93,.484,28,50,.560,17,43,.395,13,15,.867,120
394,PHI,2023-12-15,124,,DET,W 124-92,240,41,98,.418,27,61,.443,14,37,.378,28,31,.903,124,35,81,.432,31,60,.517,4,21,.190,18,23,.783,92
395,CHI,2023-12-14,124,@,MIA,W 124-116,240,45,93,.484,31,57,.544,14,36,.389,20,30,.667,124,37,80,.463,22,46,.478,15,34,.441,27,35,.771,116
396,DEN,2023-12-14,124,,BRK,W 124-101,240,47,99,.475,35,63,.556,12,36,.333,18,21,.857,124,39,95,.411,31,65,.477,8,30,.267,15,20,.750,101
397,BRK,2023-12-08,124,,WAS,W 124-97,240,50,104,.481,40,71,.563,10,33,.303,14,18,.778,124,38,91,.418,32,58,.552,6,33,.182,15,21,.714,97
398,CHI,2023-12-02,124,,NOP,W 124-118,240,48,88,.545,31,48,.646,17,40,.425,11,15,.733,124,41,82,.500,33,57,.579,8,25,.320,28,35,.800,118
399,NOP,2023-11-29,124,,PHI,W 124-114,240,42,78,.538,32,48,.667,10,30,.333,30,34,.882,124,42,81,.519,28,47,.596,14,34,.412,16,18,.889,114
400,HOU,2023-11-29,124,@,DEN,L 124-134,240,47,86,.547,31,45,.689,16,41,.390,14,19,.737,124,48,95,.505,29,52,.558,19,43,.442,19,26,.731,134
401,SAC,2023-11-28,124,,GSW,W 124-123,240,41,91,.451,26,47,.553,15,44,.341,27,42,.643,124,40,83,.482,23,42,.548,17,41,.415,26,30,.867,123
402,MIA,2023-11-28,124,,MIL,L 124-131,240,48,94,.511,34,64,.531,14,30,.467,14,21,.667,124,47,88,.534,34,53,.642,13,35,.371,24,27,.889,131
403,BOS,2023-11-28,124,,CHI,W 124-97,240,47,90,.522,26,41,.634,21,49,.429,9,12,.750,124,39,90,.433,30,62,.484,9,28,.321,10,18,.556,97
404,SAC,2023-11-24,124,@,MIN,W 124-111,240,49,100,.490,32,65,.492,17,35,.486,9,11,.818,124,36,82,.439,24,49,.490,12,33,.364,27,29,.931,111
405,ORL,2023-11-22,124,,DEN,W 124-119,240,44,81,.543,34,52,.654,10,29,.345,26,30,.867,124,44,93,.473,29,58,.500,15,35,.429,16,21,.762,119
406,LAC,2023-11-20,124,@,SAS,W 124-99,240,45,95,.474,33,59,.559,12,36,.333,22,25,.880,124,39,90,.433,29,52,.558,10,38,.263,11,14,.786,99
407,BRK,2023-11-14,124,,ORL,W 124-104,240,46,85,.541,27,46,.587,19,39,.487,13,20,.650,124,36,82,.439,20,36,.556,16,46,.348,16,21,.762,104
408,NOP,2023-11-12,124,,DAL,L 124-136,240,47,92,.511,30,56,.536,17,36,.472,13,22,.591,124,50,102,.490,30,49,.612,20,53,.377,16,21,.762,136
409,CHO,2023-11-10,124,@,WAS,W 124-117,240,50,110,.455,44,82,.537,6,28,.214,18,28,.643,124,43,88,.489,29,50,.580,14,38,.368,17,20,.850,117
410,MIL,2023-11-09,124,@,IND,L 124-126,240,46,87,.529,37,60,.617,9,27,.333,23,26,.885,124,44,92,.478,24,44,.545,20,48,.417,18,20,.900,126
411,DAL,2023-11-05,124,,CHO,W 124-118,240,43,91,.473,29,49,.592,14,42,.333,24,32,.750,124,49,99,.495,41,69,.594,8,30,.267,12,21,.571,118
412,IND,2023-11-04,124,,CHO,L 124-125,240,45,93,.484,23,48,.479,22,45,.489,12,16,.750,124,47,88,.534,39,68,.574,8,20,.400,23,23,1.000,125
413,BOS,2023-11-04,124,@,BRK,W 124-114,240,43,90,.478,28,45,.622,15,45,.333,23,27,.852,124,43,100,.430,26,48,.542,17,52,.327,11,17,.647,114
414,OKC,2023-10-30,124,,DET,W 124-112,240,44,83,.530,31,54,.574,13,29,.448,23,28,.821,124,39,91,.429,24,63,.381,15,28,.536,19,24,.792,112
415,OKC,2023-10-25,124,@,CHI,W 124-104,240,45,82,.549,26,43,.605,19,39,.487,15,18,.833,124,39,94,.415,27,52,.519,12,42,.286,14,18,.778,104
416,TOR,2024-02-07,123,@,CHO,W 123-117,240,43,81,.531,26,48,.542,17,33,.515,20,24,.833,123,44,90,.489,28,51,.549,16,39,.410,13,20,.650,117
417,NYK,2024-02-06,123,,MEM,W 123-113,240,48,86,.558,37,59,.627,11,27,.407,16,20,.800,123,41,80,.513,20,43,.465,21,37,.568,10,16,.625,113
418,MIN,2024-02-06,123,@,CHI,L 123-129 (OT),265,42,92,.457,22,47,.468,20,45,.444,19,26,.731,123,45,93,.484,33,63,.524,12,30,.400,27,32,.844,129
419,UTA,2024-02-04,123,,MIL,W 123-108,240,43,89,.483,26,45,.578,17,44,.386,20,24,.833,123,39,84,.464,24,43,.558,15,41,.366,15,25,.600,108
420,SAC,2024-02-03,123,@,CHI,W 123-115,240,42,84,.500,27,45,.600,15,39,.385,24,29,.828,123,42,91,.462,31,57,.544,11,34,.324,20,22,.909,115
421,UTA,2024-01-25,123,@,WAS,W 123-108,240,50,97,.515,37,66,.561,13,31,.419,10,12,.833,123,43,88,.489,36,58,.621,7,30,.233,15,20,.750,108
422,SAS,2024-01-22,123,@,PHI,L 123-133,240,43,93,.462,30,52,.577,13,41,.317,24,27,.889,123,48,97,.495,43,77,.558,5,20,.250,32,40,.800,133
423,PHO,2024-01-19,123,@,NOP,W 123-109,240,46,93,.495,31,52,.596,15,41,.366,16,21,.762,123,41,93,.441,31,51,.608,10,42,.238,17,23,.739,109
424,SAC,2024-01-10,123,@,CHO,W 123-98,240,46,89,.517,33,54,.611,13,35,.371,18,23,.783,123,35,87,.402,19,49,.388,16,38,.421,12,16,.750,98
425,BOS,2024-01-02,123,@,OKC,L 123-127,240,42,92,.457,27,52,.519,15,40,.375,24,29,.828,123,48,91,.527,30,51,.588,18,40,.450,13,17,.765,127
426,SAC,2023-12-31,123,@,MEM,W 123-92,240,47,92,.511,31,59,.525,16,33,.485,13,17,.765,123,30,82,.366,18,42,.429,12,40,.300,20,28,.714,92
427,IND,2023-12-26,123,@,HOU,W 123-117,240,43,82,.524,24,39,.615,19,43,.442,18,21,.857,123,47,97,.485,42,73,.575,5,24,.208,18,22,.818,117
428,NOP,2023-12-21,123,@,CLE,W 123-104,240,47,86,.547,32,51,.627,15,35,.429,14,16,.875,123,41,87,.471,24,43,.558,17,44,.386,5,8,.625,104
429,IND,2023-12-15,123,@,WAS,L 123-137,240,48,107,.449,33,67,.493,15,40,.375,12,16,.750,123,52,92,.565,39,65,.600,13,27,.481,20,26,.769,137
430,OKC,2023-12-14,123,@,SAC,L 123-128,240,44,102,.431,33,66,.500,11,36,.306,24,27,.889,123,47,95,.495,29,50,.580,18,45,.400,16,21,.762,128
431,DET,2023-12-11,123,,IND,L 123-131,240,45,81,.556,35,52,.673,10,29,.345,23,30,.767,123,52,92,.565,39,61,.639,13,31,.419,14,19,.737,131
432,ORL,2023-12-08,123,,DET,W 123-91,240,49,89,.551,39,63,.619,10,26,.385,15,19,.789,123,34,81,.420,28,51,.549,6,30,.200,17,24,.708,91
433,NYK,2023-12-08,123,@,BOS,L 123-133,240,44,88,.500,29,51,.569,15,37,.405,20,27,.741,123,48,91,.527,29,44,.659,19,47,.404,18,21,.857,133
434,SAC,2023-12-02,123,,DEN,W 123-117,240,48,99,.485,32,65,.492,16,34,.471,11,15,.733,123,49,99,.495,43,74,.581,6,25,.240,13,20,.650,117
435,MIN,2023-12-02,123,@,CHO,W 123-117,240,43,84,.512,32,53,.604,11,31,.355,26,30,.867,123,44,91,.484,32,66,.485,12,25,.480,17,19,.895,117
436,GSW,2023-11-28,123,@,SAC,L 123-124,240,40,83,.482,23,42,.548,17,41,.415,26,30,.867,123,41,91,.451,26,47,.553,15,44,.341,27,42,.643,124
437,OKC,2023-11-25,123,,PHI,L 123-127,240,43,98,.439,27,55,.491,16,43,.372,21,26,.808,123,38,83,.458,24,42,.571,14,41,.341,37,45,.822,127
438,PHO,2023-11-22,123,,GSW,W 123-115,240,34,76,.447,23,48,.479,11,28,.393,44,52,.846,123,43,90,.478,33,58,.569,10,32,.313,19,29,.655,115
439,GSW,2023-11-18,123,,OKC,L 123-130 (OT),265,44,97,.454,26,51,.510,18,46,.391,17,21,.810,123,52,100,.520,44,77,.571,8,23,.348,18,20,.900,130
440,OKC,2023-11-14,123,,SAS,W 123-87,240,46,89,.517,31,50,.620,15,39,.385,16,20,.800,123,36,93,.387,27,63,.429,9,30,.300,6,9,.667,87
441,TOR,2023-11-05,123,@,SAS,W 123-116 (OT),265,44,97,.454,25,49,.510,19,48,.396,16,26,.615,123,48,96,.500,38,64,.594,10,32,.313,10,13,.769,116
442,ATL,2023-11-04,123,@,NOP,W 123-105,240,45,93,.484,31,52,.596,14,41,.341,19,24,.792,123,40,84,.476,32,53,.604,8,31,.258,17,21,.810,105
443,DEN,2023-11-04,123,,CHI,W 123-101,240,42,81,.519,26,45,.578,16,36,.444,23,30,.767,123,39,86,.453,32,60,.533,7,26,.269,16,23,.696,101
444,MIN,2023-11-04,123,,UTA,W 123-95,240,45,81,.556,36,57,.632,9,24,.375,24,31,.774,123,35,91,.385,23,48,.479,12,43,.279,13,17,.765,95
445,LAC,2023-10-29,123,,SAS,W 123-83,240,47,91,.516,31,49,.633,16,42,.381,13,21,.619,123,30,80,.375,19,47,.404,11,33,.333,12,16,.750,83
446,LAC,2023-10-25,123,,POR,W 123-111,240,47,90,.522,31,56,.554,16,34,.471,13,16,.813,123,44,93,.473,34,61,.557,10,32,.313,13,17,.765,111
447,IND,2024-02-02,122,,SAC,L 122-133,240,46,85,.541,36,56,.643,10,29,.345,20,24,.833,122,51,90,.567,38,56,.679,13,34,.382,18,28,.643,133
448,LAL,2024-01-30,122,@,ATL,L 122-138,240,48,90,.533,36,57,.632,12,33,.364,14,25,.560,122,53,101,.525,37,63,.587,16,38,.421,16,18,.889,138
449,CHO,2024-01-27,122,,UTA,L 122-134,240,47,92,.511,34,60,.567,13,32,.406,15,21,.714,122,52,93,.559,35,52,.673,17,41,.415,13,17,.765,134
450,NYK,2024-01-25,122,,DEN,W 122-84,240,45,85,.529,30,47,.638,15,38,.395,17,20,.850,122,34,84,.405,29,58,.500,5,26,.192,11,13,.846,84
451,PHI,2024-01-25,122,@,IND,L 122-134,240,42,87,.483,35,58,.603,7,29,.241,31,43,.721,122,53,93,.570,41,65,.631,12,28,.429,16,21,.762,134
452,SAC,2024-01-22,122,,ATL,W 122-107,240,43,93,.462,31,55,.564,12,38,.316,24,27,.889,122,36,93,.387,22,53,.415,14,40,.350,21,27,.778,107
453,MIL,2024-01-22,122,@,DET,W 122-113,240,42,94,.447,32,55,.582,10,39,.256,28,34,.824,122,40,89,.449,30,59,.508,10,30,.333,23,29,.793,113
454,CHI,2024-01-13,122,@,SAS,W 122-116,240,46,90,.511,31,56,.554,15,34,.441,15,20,.750,122,39,95,.411,21,49,.429,18,46,.391,20,23,.870,116
455,MIN,2024-01-05,122,@,HOU,W 122-95,240,46,88,.523,32,55,.582,14,33,.424,16,20,.800,122,36,90,.400,24,58,.414,12,32,.375,11,15,.733,95
456,ORL,2024-01-05,122,@,DEN,W 122-120,240,41,82,.500,24,46,.522,17,36,.472,23,34,.676,122,48,95,.505,39,62,.629,9,33,.273,15,19,.789,120
457,PHO,2024-01-03,122,,LAC,L 122-131,240,42,79,.532,27,44,.614,15,35,.429,23,26,.885,122,42,76,.553,24,42,.571,18,34,.529,29,32,.906,131
458,IND,2024-01-01,122,@,MIL,W 122-113,240,43,97,.443,38,62,.613,5,35,.143,31,38,.816,122,41,93,.441,31,53,.585,10,40,.250,21,26,.808,113
459,GSW,2023-12-30,122,,DAL,L 122-132,240,47,103,.456,28,55,.509,19,48,.396,9,13,.692,122,49,88,.557,33,48,.688,16,40,.400,18,22,.818,132
460,DET,2023-12-28,122,@,BOS,L 122-128 (OT),265,48,101,.475,34,58,.586,14,43,.326,12,19,.632,122,48,99,.485,37,60,.617,11,39,.282,21,25,.840,128
461,BRK,2023-12-27,122,,MIL,L 122-144,240,45,101,.446,38,69,.551,7,32,.219,25,29,.862,122,52,89,.584,29,38,.763,23,51,.451,17,23,.739,144
462,MIL,2023-12-25,122,@,NYK,L 122-129,240,45,95,.474,32,53,.604,13,42,.310,19,24,.792,122,50,92,.543,42,66,.636,8,26,.308,21,26,.808,129
463,MIA,2023-12-22,122,,ATL,W 122-113,240,40,86,.465,23,47,.489,17,39,.436,25,30,.833,122,42,96,.438,23,42,.548,19,54,.352,10,14,.714,113
464,HOU,2023-12-22,122,,DAL,W 122-96,240,46,95,.484,35,57,.614,11,38,.289,19,23,.826,122,35,101,.347,28,61,.459,7,40,.175,19,26,.731,96
465,DEN,2023-12-22,122,@,BRK,W 122-117,240,45,87,.517,34,61,.557,11,26,.423,21,25,.840,122,43,89,.483,30,56,.536,13,33,.394,18,26,.692,117
466,NYK,2023-12-16,122,@,LAC,L 122-144,240,44,94,.468,33,59,.559,11,35,.314,23,26,.885,122,50,88,.568,34,55,.618,16,33,.485,28,34,.824,144
467,PHO,2023-12-15,122,,NYK,L 122-139,240,47,90,.522,36,62,.581,11,28,.393,17,21,.810,122,49,82,.598,32,53,.604,17,29,.586,24,28,.857,139
468,UTA,2023-12-14,122,@,POR,W 122-114,240,49,92,.533,38,59,.644,11,33,.333,13,14,.929,122,43,103,.417,27,58,.466,16,45,.356,12,18,.667,114
469,WAS,2023-12-13,122,,NOP,L 122-142,240,42,82,.512,23,38,.605,19,44,.432,19,24,.792,122,50,96,.521,34,62,.548,16,34,.471,26,30,.867,142
470,LAL,2023-12-13,122,@,SAS,W 122-119,240,49,91,.538,35,56,.625,14,35,.400,10,17,.588,122,45,96,.469,29,59,.492,16,37,.432,13,18,.722,119
471,ATL,2023-12-11,122,,DEN,L 122-129,240,44,96,.458,27,52,.519,17,44,.386,17,18,.944,122,47,88,.534,35,59,.593,12,29,.414,23,29,.793,129
472,NYK,2023-12-05,122,@,MIL,L 122-146,240,43,87,.494,36,64,.563,7,23,.304,29,33,.879,122,55,91,.604,32,53,.604,23,38,.605,13,19,.684,146
473,IND,2023-12-04,122,,BOS,W 122-112,240,43,94,.457,24,54,.444,19,40,.475,17,21,.810,122,46,97,.474,34,56,.607,12,41,.293,8,12,.667,112
474,CLE,2023-11-21,122,@,PHI,W 122-119 (OT),265,46,94,.489,37,69,.536,9,25,.360,21,25,.840,122,40,96,.417,29,61,.475,11,35,.314,28,34,.824,119
475,NYK,2023-11-18,122,@,CHO,W 122-108,240,46,91,.505,30,54,.556,16,37,.432,14,19,.737,122,40,82,.488,23,47,.489,17,35,.486,11,13,.846,108
476,MIA,2023-11-16,122,,BRK,W 122-115,240,42,81,.519,27,46,.587,15,35,.429,23,24,.958,122,40,85,.471,26,49,.531,14,36,.389,21,27,.778,115
477,LAL,2023-11-10,122,@,PHO,W 122-119,240,42,84,.500,30,57,.526,12,27,.444,26,34,.765,122,42,94,.447,27,57,.474,15,37,.405,20,27,.741,119
478,MIN,2023-11-08,122,,NOP,W 122-101,240,45,82,.549,30,45,.667,15,37,.405,17,24,.708,122,36,93,.387,28,65,.431,8,28,.286,21,22,.955,101
479,HOU,2023-11-06,122,,SAC,W 122-97,240,43,75,.573,28,44,.636,15,31,.484,21,27,.778,122,36,81,.444,22,41,.537,14,40,.350,11,20,.550,97
480,MIL,2023-10-30,122,,MIA,W 122-114,240,44,87,.506,32,50,.640,12,37,.324,22,30,.733,122,41,86,.477,28,52,.538,13,34,.382,19,20,.950,114
481,GSW,2023-10-27,122,@,SAC,W 122-114,240,48,87,.552,34,55,.618,14,32,.438,12,14,.857,122,41,94,.436,29,54,.537,12,40,.300,20,29,.690,114
482,HOU,2023-10-27,122,@,SAS,L 122-126 (OT),265,52,100,.520,44,68,.647,8,32,.250,10,20,.500,122,46,94,.489,33,52,.635,13,42,.310,21,28,.750,126
483,MIA,2024-02-06,121,,ORL,W 121-95,240,47,87,.540,34,51,.667,13,36,.361,14,18,.778,121,35,80,.438,25,45,.556,10,35,.286,15,21,.714,95
484,PHI,2024-02-03,121,,BRK,L 121-136,240,44,96,.458,32,67,.478,12,29,.414,21,27,.778,121,49,95,.516,29,44,.659,20,51,.392,18,23,.783,136
485,GSW,2024-02-02,121,@,MEM,W 121-101,240,46,83,.554,35,54,.648,11,29,.379,18,22,.818,121,35,87,.402,21,41,.512,14,46,.304,17,24,.708,101
486,DET,2024-01-31,121,@,CLE,L 121-128,240,45,81,.556,29,50,.580,16,31,.516,15,19,.789,121,47,89,.528,35,54,.648,12,35,.343,22,23,.957,128
