Rk,Team,Date,PTS,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
672,LAC,2022-11-14,122,@,HOU,W 122-106,240,41,81,.506,27,43,.628,14,38,.368,26,33,.788,122,39,86,.453,30,56,.536,9,30,.300,19,31,.613,106
673,SAC,2022-11-13,122,,GSW,W 122-115,240,47,91,.516,31,54,.574,16,37,.432,12,19,.632,122,42,90,.467,26,43,.605,16,47,.340,15,16,.938,115
674,DEN,2022-11-09,122,@,IND,W 122-119,240,43,88,.489,31,60,.517,12,28,.429,24,26,.923,122,45,96,.469,31,54,.574,14,42,.333,15,19,.789,119
675,SAS,2022-11-09,122,,MEM,L 122-124 (OT),265,47,98,.480,35,61,.574,12,37,.324,16,23,.696,122,50,98,.510,36,66,.545,14,32,.438,10,13,.769,124
676,NOP,2022-11-07,122,@,IND,L 122-129,240,48,97,.495,34,63,.540,14,34,.412,12,17,.706,122,43,86,.500,21,38,.553,22,48,.458,21,23,.913,129
677,DEN,2022-11-03,122,@,OKC,W 122-110,240,45,84,.536,27,53,.509,18,31,.581,14,16,.875,122,45,93,.484,39,64,.609,6,29,.207,14,19,.737,110
678,SAS,2022-10-26,122,@,MIN,L 122-134,240,43,95,.453,27,59,.458,16,36,.444,20,22,.909,122,52,80,.650,32,46,.696,20,34,.588,10,16,.625,134
679,UTA,2022-10-23,122,@,NOP,W 122-121 (OT),265,43,98,.439,30,60,.500,13,38,.342,23,28,.821,122,48,102,.471,40,75,.533,8,27,.296,17,22,.773,121
680,DEN,2022-10-22,122,,OKC,W 122-117,240,42,85,.494,22,47,.468,20,38,.526,18,31,.581,122,42,94,.447,27,56,.482,15,38,.395,18,23,.783,117
681,HOU,2022-10-21,122,,MEM,L 122-129,240,44,93,.473,28,58,.483,16,35,.457,18,30,.600,122,45,98,.459,26,56,.464,19,42,.452,20,29,.690,129
682,TOR,2023-04-09,121,,MIL,W 121-105,240,48,95,.505,37,62,.597,11,33,.333,14,16,.875,121,38,82,.463,26,48,.542,12,34,.353,17,21,.810,105
683,BOS,2023-04-07,121,,TOR,W 121-102,240,45,81,.556,30,37,.811,15,44,.341,16,21,.762,121,40,93,.430,31,62,.500,9,31,.290,13,17,.765,102
684,LAL,2023-04-07,121,,PHO,W 121-107,240,45,92,.489,27,56,.482,18,36,.500,13,17,.765,121,43,104,.413,34,68,.500,9,36,.250,12,14,.857,107
685,SAC,2023-04-04,121,@,NOP,W 121-103,240,46,91,.505,29,49,.592,17,42,.405,12,15,.800,121,37,84,.440,30,64,.469,7,20,.350,22,27,.815,103
686,HOU,2023-03-31,121,,DET,W 121-115,240,38,83,.458,27,52,.519,11,31,.355,34,45,.756,121,43,89,.483,32,54,.593,11,35,.314,18,27,.667,115
687,CHI,2023-03-31,121,@,CHO,W 121-91,240,45,88,.511,32,57,.561,13,31,.419,18,22,.818,121,35,77,.455,21,40,.525,14,37,.378,7,10,.700,91
688,IND,2023-03-31,121,,OKC,W 121-117,240,45,98,.459,33,57,.579,12,41,.293,19,28,.679,121,42,88,.477,38,58,.655,4,30,.133,29,34,.853,117
689,LAL,2023-03-29,121,@,CHI,W 121-110,240,45,86,.523,38,66,.576,7,20,.350,24,30,.800,121,45,88,.511,36,55,.655,9,33,.273,11,13,.846,110
690,SAC,2023-03-25,121,,UTA,W 121-113,240,44,95,.463,28,52,.538,16,43,.372,17,21,.810,121,47,91,.516,38,63,.603,9,28,.321,10,16,.625,113
691,GSW,2023-03-20,121,@,HOU,W 121-108,240,44,88,.500,27,40,.675,17,48,.354,16,19,.842,121,39,93,.419,29,57,.509,10,36,.278,20,24,.833,108
692,IND,2023-03-18,121,,PHI,L 121-141,240,45,87,.517,33,56,.589,12,31,.387,19,20,.950,121,54,88,.614,39,53,.736,15,35,.429,18,22,.818,141
693,PHI,2023-03-17,121,@,CHO,W 121-82,240,46,92,.500,36,60,.600,10,32,.313,19,25,.760,121,29,86,.337,24,51,.471,5,35,.143,19,26,.731,82
694,OKC,2023-03-14,121,,BRK,W 121-107,240,45,99,.455,34,66,.515,11,33,.333,20,23,.870,121,35,82,.427,23,41,.561,12,41,.293,25,34,.735,107
695,IND,2023-03-11,121,@,DET,W 121-115,240,43,93,.462,34,58,.586,9,35,.257,26,34,.765,121,43,94,.457,32,60,.533,11,34,.324,18,27,.667,115
696,NOP,2023-03-01,121,@,POR,W 121-110,240,46,89,.517,37,64,.578,9,25,.360,20,23,.870,121,36,81,.444,25,43,.581,11,38,.289,27,29,.931,110
697,MEM,2023-02-28,121,,LAL,W 121-109,240,51,112,.455,45,81,.556,6,31,.194,13,17,.765,121,38,86,.442,25,52,.481,13,34,.382,20,23,.870,109
698,IND,2023-02-25,121,@,ORL,W 121-108,240,48,99,.485,33,59,.559,15,40,.375,10,14,.714,121,35,90,.389,29,61,.475,6,29,.207,32,38,.842,108
699,CHO,2023-02-24,121,@,MIN,W 121-113,240,43,92,.467,33,64,.516,10,28,.357,25,28,.893,121,46,93,.495,35,60,.583,11,33,.333,10,16,.625,113
700,DAL,2023-02-13,121,,MIN,L 121-124,240,43,84,.512,30,45,.667,13,39,.333,22,29,.759,121,48,83,.578,39,54,.722,9,29,.310,19,26,.731,124
701,HOU,2023-02-04,121,@,OKC,L 121-153,240,45,89,.506,35,59,.593,10,30,.333,21,27,.778,121,56,97,.577,35,51,.686,21,46,.457,20,23,.870,153
702,POR,2023-02-04,121,@,CHI,L 121-129,240,44,87,.506,30,44,.682,14,43,.326,19,21,.905,121,48,80,.600,36,54,.667,12,26,.462,21,25,.840,129
703,BRK,2023-01-30,121,,LAL,W 121-104,240,45,95,.474,29,54,.537,16,41,.390,15,19,.789,121,35,89,.393,24,60,.400,11,29,.379,23,37,.622,104
704,LAL,2023-01-28,121,@,BOS,L 121-125 (OT),265,47,105,.448,35,63,.556,12,42,.286,15,20,.750,121,39,84,.464,26,44,.591,13,40,.325,34,39,.872,125
705,LAL,2023-01-22,121,@,POR,W 121-112,240,45,86,.523,35,56,.625,10,30,.333,21,27,.778,121,37,86,.430,20,40,.500,17,46,.370,21,25,.840,112
706,MEM,2023-01-20,121,@,LAL,L 121-122,240,43,102,.422,34,73,.466,9,29,.310,26,40,.650,121,38,93,.409,25,52,.481,13,41,.317,33,41,.805,122
707,BOS,2023-01-19,121,,GSW,W 121-118 (OT),265,43,108,.398,30,67,.448,13,41,.317,22,30,.733,121,40,100,.400,22,48,.458,18,52,.346,20,23,.870,118
708,ATL,2023-01-16,121,,MIA,W 121-113,240,45,76,.592,32,49,.653,13,27,.481,18,22,.818,121,43,89,.483,35,58,.603,8,31,.258,19,20,.950,113
709,NYK,2023-01-16,121,,TOR,L 121-123 (OT),265,42,99,.424,33,68,.485,9,31,.290,28,35,.800,121,38,96,.396,25,52,.481,13,44,.295,34,41,.829,123
710,LAC,2023-01-15,121,,HOU,W 121-100,240,46,88,.523,32,56,.571,14,32,.438,15,21,.714,121,38,84,.452,31,53,.585,7,31,.226,17,23,.739,100
711,MIN,2023-01-13,121,,PHO,W 121-116,240,47,90,.522,37,62,.597,10,28,.357,17,20,.850,121,41,86,.477,27,63,.429,14,23,.609,20,24,.833,116
712,MEM,2023-01-09,121,,SAS,W 121-113,240,45,91,.495,34,65,.523,11,26,.423,20,35,.571,121,44,97,.454,33,65,.508,11,32,.344,14,16,.875,113
713,BOS,2023-01-07,121,@,SAS,W 121-116,240,47,95,.495,32,61,.525,15,34,.441,12,18,.667,121,49,100,.490,42,75,.560,7,25,.280,11,14,.786,116
714,DEN,2023-01-06,121,,CLE,W 121-108,240,43,81,.531,26,46,.565,17,35,.486,18,23,.783,121,40,88,.455,30,62,.484,10,26,.385,18,32,.563,108
715,SAS,2023-01-06,121,,DET,W 121-109,240,45,81,.556,36,57,.632,9,24,.375,22,26,.846,121,44,93,.473,33,62,.532,11,31,.355,10,17,.588,109
716,CHI,2023-01-04,121,,BRK,W 121-112,240,43,81,.531,35,61,.574,8,20,.400,27,29,.931,121,42,91,.462,30,54,.556,12,37,.324,16,21,.762,112
717,LAL,2023-01-02,121,@,CHO,W 121-115,240,45,93,.484,35,63,.556,10,30,.333,21,30,.700,121,42,93,.452,31,61,.508,11,32,.344,20,29,.690,115
718,ATL,2022-12-30,121,,LAL,L 121-130,240,48,101,.475,37,63,.587,11,38,.289,14,20,.700,121,52,96,.542,42,64,.656,10,32,.313,16,18,.889,130
719,CHO,2022-12-29,121,,OKC,W 121-113,240,46,84,.548,36,52,.692,10,32,.313,19,29,.655,121,42,99,.424,31,63,.492,11,36,.306,18,21,.857,113
720,DET,2022-12-28,121,,ORL,W 121-101,240,36,80,.450,18,38,.474,18,42,.429,31,40,.775,121,35,85,.412,30,63,.476,5,22,.227,26,34,.765,101
721,NYK,2022-12-27,121,@,DAL,L 121-126 (OT),265,45,103,.437,29,53,.547,16,50,.320,15,24,.625,121,44,90,.489,31,44,.705,13,46,.283,25,33,.758,126
722,BOS,2022-12-23,121,,MIN,W 121-109,240,44,100,.440,31,54,.574,13,46,.283,20,26,.769,121,44,91,.484,34,59,.576,10,32,.313,11,15,.733,109
723,POR,2022-12-19,121,@,OKC,L 121-123,240,44,88,.500,28,51,.549,16,37,.432,17,21,.810,121,40,88,.455,29,57,.509,11,31,.355,32,37,.865,123
724,DET,2022-12-18,121,,BRK,L 121-124,240,42,88,.477,34,58,.586,8,30,.267,29,34,.853,121,44,80,.550,29,51,.569,15,29,.517,21,23,.913,124
725,UTA,2022-12-13,121,,NOP,W 121-100,240,49,103,.476,34,56,.607,15,47,.319,8,12,.667,121,37,93,.398,33,66,.500,4,27,.148,22,33,.667,100
726,DAL,2022-12-12,121,,OKC,W 121-114,240,39,93,.419,17,39,.436,22,54,.407,21,25,.840,121,42,88,.477,32,57,.561,10,31,.323,20,21,.952,114
727,NYK,2022-12-09,121,@,CHO,W 121-102,240,41,93,.441,28,59,.475,13,34,.382,26,30,.867,121,37,84,.440,31,58,.534,6,26,.231,22,28,.786,102
728,IND,2022-12-09,121,,WAS,W 121-111,240,43,85,.506,25,44,.568,18,41,.439,17,20,.850,121,41,77,.532,31,48,.646,10,29,.345,19,25,.760,111
729,DEN,2022-12-08,121,@,POR,W 121-120,240,47,91,.516,35,61,.574,12,30,.400,15,22,.682,121,44,91,.484,28,51,.549,16,40,.400,16,16,1.000,120
730,MIN,2022-12-07,121,,IND,W 121-115,240,44,93,.473,36,70,.514,8,23,.348,25,27,.926,121,39,81,.481,20,39,.513,19,42,.452,18,24,.750,115
731,OKC,2022-12-05,121,@,ATL,W 121-114,240,43,95,.453,31,61,.508,12,34,.353,23,24,.958,121,44,102,.431,31,64,.484,13,38,.342,13,17,.765,114
732,NOP,2022-12-04,121,,DEN,W 121-106,240,41,81,.506,30,55,.545,11,26,.423,28,36,.778,121,41,81,.506,33,50,.660,8,31,.258,16,24,.667,106
733,TOR,2022-12-03,121,,ORL,W 121-108,240,47,84,.560,38,55,.691,9,29,.310,18,25,.720,121,38,78,.487,27,50,.540,11,28,.393,21,26,.808,108
734,DAL,2022-12-03,121,@,NYK,W 121-100,240,43,100,.430,19,39,.487,24,61,.393,11,14,.786,121,35,77,.455,25,46,.543,10,31,.323,20,28,.714,100
735,PHO,2022-12-02,121,,HOU,L 121-122,240,45,85,.529,28,48,.583,17,37,.459,14,19,.737,121,40,81,.494,32,57,.561,8,24,.333,34,43,.791,122
736,MIA,2022-11-30,121,@,BOS,L 121-134,240,47,90,.522,29,50,.580,18,40,.450,9,9,1.000,121,46,83,.554,24,38,.632,22,45,.489,20,23,.870,134
737,WAS,2022-11-27,121,@,BOS,L 121-130,240,44,82,.537,37,54,.685,7,28,.250,26,33,.788,121,44,80,.550,28,46,.609,16,34,.471,26,26,1.000,130
738,CHI,2022-11-21,121,,BOS,W 121-107,240,46,89,.517,32,60,.533,14,29,.483,15,20,.750,121,38,87,.437,19,37,.514,19,50,.380,12,17,.706,107
739,LAC,2022-11-21,121,,UTA,W 121-114,240,47,91,.516,38,67,.567,9,24,.375,18,19,.947,121,40,89,.449,28,51,.549,12,38,.316,22,24,.917,114
740,MEM,2022-11-18,121,,OKC,W 121-110,240,39,93,.419,25,54,.463,14,39,.359,29,40,.725,121,45,96,.469,34,62,.548,11,34,.324,9,11,.818,110
741,DET,2022-11-18,121,@,LAL,L 121-128,240,43,92,.467,32,58,.552,11,34,.324,24,32,.750,121,43,78,.551,36,58,.621,7,20,.350,35,40,.875,128
742,OKC,2022-11-16,121,@,WAS,W 121-120,240,44,81,.543,28,50,.560,16,31,.516,17,26,.654,121,44,86,.512,27,52,.519,17,34,.500,15,17,.882,120
743,BRK,2022-11-15,121,@,SAC,L 121-153,240,40,81,.494,29,53,.547,11,28,.393,30,33,.909,121,56,94,.596,36,53,.679,20,41,.488,21,25,.840,153
744,ATL,2022-11-14,121,@,MIL,W 121-106,240,44,92,.478,37,72,.514,7,20,.350,26,30,.867,121,34,82,.415,28,53,.528,6,29,.207,32,41,.780,106
745,WAS,2022-11-12,121,,UTA,W 121-112,240,44,88,.500,28,52,.538,16,36,.444,17,20,.850,121,44,94,.468,30,54,.556,14,40,.350,10,11,.909,112
746,PHI,2022-11-12,121,,ATL,W 121-109,240,44,80,.550,36,56,.643,8,24,.333,25,31,.806,121,40,89,.449,34,65,.523,6,24,.250,23,27,.852,109
747,NYK,2022-11-11,121,,DET,W 121-112,240,42,94,.447,32,54,.593,10,40,.250,27,29,.931,121,37,80,.463,30,49,.612,7,31,.226,31,41,.756,112
748,NOP,2022-11-05,121,@,ATL,L 121-124 (OT),265,47,108,.435,40,85,.471,7,23,.304,20,28,.714,121,47,103,.456,38,67,.567,9,36,.250,21,25,.840,124
749,WAS,2022-11-02,121,@,PHI,W 121-111,240,45,78,.577,40,57,.702,5,21,.238,26,32,.813,121,39,84,.464,20,48,.417,19,36,.528,14,20,.700,111
750,UTA,2022-10-31,121,,MEM,W 121-105,240,42,89,.472,23,42,.548,19,47,.404,18,22,.818,121,38,92,.413,32,66,.485,6,26,.231,23,42,.548,105
751,LAL,2022-10-30,121,,DEN,W 121-110,240,46,96,.479,33,66,.500,13,30,.433,16,20,.800,121,41,96,.427,26,56,.464,15,40,.375,13,18,.722,110
752,CLE,2022-10-30,121,,NYK,W 121-108,240,41,89,.461,18,39,.462,23,50,.460,16,19,.842,121,45,92,.489,35,65,.538,10,27,.370,8,16,.500,108
753,NOP,2022-10-23,121,,UTA,L 121-122 (OT),265,48,102,.471,40,75,.533,8,27,.296,17,22,.773,121,43,98,.439,30,60,.500,13,38,.342,23,28,.821,122
754,BOS,2023-04-09,120,,ATL,W 120-114,240,42,89,.472,17,35,.486,25,54,.463,11,14,.786,120,44,97,.454,33,58,.569,11,39,.282,15,19,.789,114
755,TOR,2023-04-04,120,@,CHO,W 120-100,240,42,88,.477,27,55,.491,15,33,.455,21,28,.750,120,36,77,.468,24,46,.522,12,31,.387,16,19,.842,100
756,SAC,2023-03-29,120,@,POR,W 120-80,240,42,92,.457,24,44,.545,18,48,.375,18,24,.750,120,30,93,.323,21,54,.389,9,39,.231,11,12,.917,80
757,GSW,2023-03-28,120,,NOP,W 120-109,240,43,82,.524,25,42,.595,18,40,.450,16,22,.727,120,42,90,.467,30,63,.476,12,27,.444,13,14,.929,109
758,ATL,2023-03-28,120,,CLE,W 120-118,240,41,89,.461,29,62,.468,12,27,.444,26,33,.788,120,47,93,.505,38,68,.559,9,25,.360,15,22,.682,118
759,GSW,2023-03-24,120,,PHI,W 120-112,240,42,88,.477,24,38,.632,18,50,.360,18,24,.750,120,38,78,.487,30,49,.612,8,29,.276,28,34,.824,112
760,BOS,2023-03-24,120,,IND,W 120-95,240,44,93,.473,26,51,.510,18,42,.429,14,19,.737,120,39,84,.464,35,58,.603,4,26,.154,13,22,.591,95
761,NYK,2023-03-22,120,@,MIA,L 120-127,240,42,82,.512,26,42,.619,16,40,.400,20,25,.800,120,45,79,.570,29,51,.569,16,28,.571,21,26,.808,127
762,SAC,2023-03-20,120,@,UTA,L 120-128,240,41,97,.423,22,45,.489,19,52,.365,19,25,.760,120,46,88,.523,30,52,.577,16,36,.444,20,23,.870,128
763,PHO,2023-03-19,120,@,OKC,L 120-124,240,44,92,.478,29,56,.518,15,36,.417,17,24,.708,120,42,84,.500,31,56,.554,11,28,.393,29,36,.806,124
764,SAS,2023-03-17,120,,MEM,L 120-126 (OT),265,39,98,.398,19,46,.413,20,52,.385,22,29,.759,120,49,101,.485,35,63,.556,14,38,.368,14,21,.667,126
765,CLE,2023-03-14,120,@,CHO,W 120-104,240,45,88,.511,31,58,.534,14,30,.467,16,19,.842,120,43,76,.566,37,53,.698,6,23,.261,12,15,.800,104
766,DEN,2023-03-12,120,,BRK,L 120-122,240,45,90,.500,33,59,.559,12,31,.387,18,24,.750,120,42,84,.500,25,40,.625,17,44,.386,21,24,.875,122
767,DEN,2023-03-10,120,@,SAS,L 120-128,240,44,90,.489,31,55,.564,13,35,.371,19,20,.950,120,51,94,.543,38,61,.623,13,33,.394,13,17,.765,128
768,PHI,2023-03-10,120,,POR,W 120-119,240,43,83,.518,32,53,.604,11,30,.367,23,29,.793,120,42,80,.525,27,44,.614,15,36,.417,20,30,.667,119
769,WAS,2023-03-08,120,,ATL,L 120-122,240,47,83,.566,35,54,.648,12,29,.414,14,17,.824,120,45,85,.529,33,56,.589,12,29,.414,20,26,.769,122
770,DAL,2023-03-07,120,,UTA,W 120-116,240,42,89,.472,23,44,.523,19,45,.422,17,22,.773,120,41,92,.446,26,48,.542,15,44,.341,19,25,.760,116
771,MIA,2023-03-03,120,,NYK,L 120-122,240,39,81,.481,27,56,.482,12,25,.480,30,32,.938,120,47,81,.580,30,40,.750,17,41,.415,11,17,.647,122
772,UTA,2023-02-23,120,,OKC,W 120-119 (OT),265,42,100,.420,29,52,.558,13,48,.271,23,27,.852,120,45,112,.402,37,75,.493,8,37,.216,21,27,.778,119
773,LAL,2023-02-15,120,,NOP,W 120-102,240,44,83,.530,34,46,.739,10,37,.270,22,36,.611,120,39,89,.438,32,64,.500,7,25,.280,17,24,.708,102
774,CHO,2023-02-15,120,,SAS,W 120-110,240,43,96,.448,29,61,.475,14,35,.400,20,29,.690,120,41,107,.383,28,69,.406,13,38,.342,15,20,.750,110
775,PHO,2023-02-14,120,,SAC,W 120-109,240,50,88,.568,43,66,.652,7,22,.318,13,16,.813,120,37,83,.446,23,45,.511,14,38,.368,21,24,.875,109
776,UTA,2023-02-11,120,@,NYK,L 120-126,240,45,88,.511,36,56,.643,9,32,.281,21,28,.750,120,43,95,.453,31,59,.525,12,36,.333,28,38,.737,126
777,HOU,2023-02-06,120,,SAC,L 120-140,240,44,88,.500,31,56,.554,13,32,.406,19,24,.792,120,52,89,.584,31,48,.646,21,41,.512,15,18,.833,140
778,MIN,2023-02-03,120,,ORL,L 120-127,240,40,87,.460,24,43,.558,16,44,.364,24,28,.857,120,45,85,.529,33,62,.532,12,23,.522,25,38,.658,127
779,OKC,2023-01-30,120,,GSW,L 120-128,240,46,93,.495,35,69,.507,11,24,.458,17,20,.850,120,46,90,.511,26,43,.605,20,47,.426,16,20,.800,128
780,LAC,2023-01-28,120,@,ATL,W 120-113,240,42,80,.525,23,41,.561,19,39,.487,17,19,.895,120,45,95,.474,38,68,.559,7,27,.259,16,20,.800,113
781,NYK,2023-01-26,120,@,BOS,W 120-117 (OT),265,44,96,.458,31,58,.534,13,38,.342,19,23,.826,120,41,100,.410,25,54,.463,16,46,.348,19,23,.826,117
782,IND,2023-01-25,120,@,ORL,L 120-126,240,41,85,.482,26,50,.520,15,35,.429,23,29,.793,120,46,82,.561,31,54,.574,15,28,.536,19,25,.760,126
783,MEM,2023-01-25,120,@,GSW,L 120-122,240,42,88,.477,32,57,.561,10,31,.323,26,37,.703,120,43,85,.506,29,53,.547,14,32,.438,22,28,.786,122
784,UTA,2023-01-23,120,,CHO,W 120-102,240,41,86,.477,25,46,.543,16,40,.400,22,26,.846,120,38,85,.447,36,69,.522,2,16,.125,24,34,.706,102
785,BRK,2023-01-22,120,@,GSW,W 120-116,240,43,79,.544,29,52,.558,14,27,.519,20,31,.645,120,41,90,.456,28,58,.483,13,32,.406,21,27,.778,116
786,GSW,2023-01-20,120,@,CLE,W 120-114,240,42,86,.488,19,43,.442,23,43,.535,13,19,.684,120,42,84,.500,28,51,.549,14,33,.424,16,19,.842,114
787,PHI,2023-01-17,120,@,LAC,W 120-110,240,39,73,.534,26,42,.619,13,31,.419,29,34,.853,120,41,82,.500,29,48,.604,12,34,.353,16,20,.800,110
788,CHO,2023-01-10,120,@,TOR,L 120-132,240,47,86,.547,32,51,.627,15,35,.429,11,15,.733,120,45,91,.495,25,47,.532,20,44,.455,22,27,.815,132
789,OKC,2023-01-08,120,,DAL,W 120-109,240,46,95,.484,34,67,.507,12,28,.429,16,20,.800,120,31,73,.425,17,34,.500,14,39,.359,33,42,.786,109
790,ATL,2023-01-04,120,@,SAC,W 120-117,240,45,84,.536,35,54,.648,10,30,.333,20,22,.909,120,41,88,.466,31,63,.492,10,25,.400,25,27,.926,117
791,PHI,2023-01-02,120,,NOP,W 120-111,240,41,86,.477,26,51,.510,15,35,.429,23,28,.821,120,42,84,.500,31,55,.564,11,29,.379,16,20,.800,111
792,DEN,2022-12-23,120,,POR,W 120-107,240,47,81,.580,37,60,.617,10,21,.476,16,26,.615,120,39,87,.448,30,52,.577,9,35,.257,20,26,.769,107
793,UTA,2022-12-22,120,,WAS,W 120-112,240,42,86,.488,26,51,.510,16,35,.457,20,21,.952,120,46,82,.561,39,61,.639,7,21,.333,13,17,.765,112
794,LAL,2022-12-21,120,@,SAC,L 120-134,240,42,84,.500,31,60,.517,11,24,.458,25,30,.833,120,48,95,.505,31,48,.646,17,47,.362,21,28,.750,134
795,CHI,2022-12-14,120,,NYK,L 120-128 (OT),265,46,84,.548,37,56,.661,9,28,.321,19,22,.864,120,45,91,.495,27,57,.474,18,34,.529,20,25,.800,128
796,BRK,2022-12-09,120,,ATL,W 120-116,240,45,83,.542,32,53,.604,13,30,.433,17,21,.810,120,46,93,.495,36,64,.563,10,29,.345,14,16,.875,116
797,POR,2022-12-08,120,,DEN,L 120-121,240,44,91,.484,28,51,.549,16,40,.400,16,16,1.000,120,47,91,.516,35,61,.574,12,30,.400,15,22,.682,121
798,GSW,2022-12-03,120,,HOU,W 120-101,240,45,85,.529,20,33,.606,25,52,.481,5,10,.500,120,40,91,.440,37,63,.587,3,28,.107,18,20,.900,101
799,MIA,2022-12-02,120,@,BOS,W 120-116 (OT),265,48,101,.475,37,66,.561,11,35,.314,13,18,.722,120,40,87,.460,25,42,.595,15,45,.333,21,28,.750,116
800,DEN,2022-11-30,120,,HOU,W 120-100,240,44,83,.530,27,51,.529,17,32,.531,15,20,.750,120,37,88,.420,25,47,.532,12,41,.293,14,18,.778,100
801,HOU,2022-11-20,120,,GSW,L 120-127,240,41,90,.456,26,45,.578,15,45,.333,23,27,.852,120,46,86,.535,22,39,.564,24,47,.511,11,15,.733,127
802,WAS,2022-11-16,120,,OKC,L 120-121,240,44,86,.512,27,52,.519,17,34,.500,15,17,.882,120,44,81,.543,28,50,.560,16,31,.516,17,26,.654,121
803,SAC,2022-11-11,120,@,LAL,W 120-114,240,45,87,.517,33,51,.647,12,36,.333,18,21,.857,120,42,88,.477,32,63,.508,10,25,.400,20,26,.769,114
804,CLE,2022-11-09,120,@,SAC,L 120-127,240,46,86,.535,35,60,.583,11,26,.423,17,20,.850,120,40,76,.526,23,37,.622,17,39,.436,30,35,.857,127
805,NYK,2022-11-07,120,@,MIN,W 120-107,240,39,89,.438,20,41,.488,19,48,.396,23,25,.920,120,38,81,.469,27,40,.675,11,41,.268,20,24,.833,107
806,LAL,2022-11-02,120,,NOP,W 120-117 (OT),265,45,98,.459,35,62,.565,10,36,.278,20,23,.870,120,47,102,.461,39,77,.506,8,25,.320,15,21,.714,117
807,CHO,2022-10-29,120,,GSW,W 120-113 (OT),265,43,102,.422,33,71,.465,10,31,.323,24,31,.774,120,44,100,.440,31,56,.554,13,44,.295,12,16,.750,113
808,WAS,2022-10-25,120,,DET,W 120-99,240,44,85,.518,34,52,.654,10,33,.303,22,26,.846,120,36,88,.409,28,60,.467,8,28,.286,19,25,.760,99
809,PHI,2022-10-24,120,,IND,W 120-106,240,38,80,.475,19,37,.514,19,43,.442,25,28,.893,120,38,90,.422,26,46,.565,12,44,.273,18,23,.783,106
810,CHI,2022-10-24,120,,BOS,W 120-102,240,42,87,.483,32,66,.485,10,21,.476,26,29,.897,120,37,100,.370,19,52,.365,18,48,.375,10,12,.833,102
811,ORL,2022-10-22,120,,BOS,L 120-126,240,45,95,.474,30,61,.492,15,34,.441,15,23,.652,120,42,87,.483,23,40,.575,19,47,.404,23,28,.821,126
812,LAC,2023-04-09,119,@,PHO,W 119-114,240,49,100,.490,44,77,.571,5,23,.217,16,24,.667,119,42,99,.424,28,62,.452,14,37,.378,16,22,.727,114
813,GSW,2023-04-07,119,@,SAC,W 119-97,240,41,78,.526,25,42,.595,16,36,.444,21,24,.875,119,38,98,.388,27,59,.458,11,39,.282,10,18,.556,97
814,PHO,2023-04-06,119,,DEN,W 119-115,240,41,79,.519,24,43,.558,17,36,.472,20,25,.800,119,44,83,.530,36,60,.600,8,23,.348,19,23,.826,115
815,SAC,2023-04-05,119,@,DAL,L 119-123,240,46,106,.434,34,69,.493,12,37,.324,15,19,.789,119,44,89,.494,24,45,.533,20,44,.455,15,18,.833,123
816,MEM,2023-04-04,119,,POR,W 119-109,240,42,87,.483,24,39,.615,18,48,.375,17,22,.773,119,42,97,.433,28,55,.509,14,42,.333,11,17,.647,109
817,MIN,2023-03-27,119,@,SAC,W 119-115,240,44,86,.512,35,62,.565,9,24,.375,22,34,.647,119,39,84,.464,34,57,.596,5,27,.185,32,40,.800,115
818,ORL,2023-03-26,119,,BRK,W 119-106,240,45,85,.529,38,63,.603,7,22,.318,22,28,.786,119,37,91,.407,29,56,.518,8,35,.229,24,28,.857,106
819,ATL,2023-03-26,119,,MEM,L 119-123,240,45,98,.459,38,67,.567,7,31,.226,22,26,.846,119,48,89,.539,35,56,.625,13,33,.394,14,19,.737,123
820,NOP,2023-03-21,119,,SAS,W 119-84,240,45,81,.556,35,57,.614,10,24,.417,19,23,.826,119,30,87,.345,17,46,.370,13,41,.317,11,19,.579,84
821,GSW,2023-03-18,119,@,MEM,L 119-133,240,39,91,.429,26,56,.464,13,35,.371,28,34,.824,119,52,95,.547,34,57,.596,18,38,.474,11,17,.647,133
822,GSW,2023-03-17,119,@,ATL,L 119-127,240,47,98,.480,36,58,.621,11,40,.275,14,20,.700,119,47,100,.470,31,59,.525,16,41,.390,17,25,.680,127
823,DEN,2023-03-16,119,@,DET,W 119-100,240,47,89,.528,39,65,.600,8,24,.333,17,25,.680,119,39,85,.459,27,58,.466,12,27,.444,10,18,.556,100
824,MEM,2023-03-15,119,@,MIA,L 119-138,240,46,91,.505,28,45,.622,18,46,.391,9,14,.643,119,49,82,.598,36,53,.679,13,29,.448,27,33,.818,138
825,MIA,2023-03-13,119,,UTA,W 119-115,240,37,79,.468,23,45,.511,14,34,.412,31,36,.861,119,43,90,.478,27,52,.519,16,38,.421,13,18,.722,115
826,PHO,2023-03-11,119,,SAC,L 119-128,240,44,89,.494,31,45,.689,13,44,.295,18,22,.818,119,41,85,.482,26,50,.520,15,35,.429,31,37,.838,128
827,CHI,2023-03-11,119,@,HOU,W 119-111,240,44,86,.512,29,54,.537,15,32,.469,16,22,.727,119,41,85,.482,25,51,.490,16,34,.471,13,17,.765,111
