Rk,Team,Date,PTS,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
67,CHO,2018-03-15,129,@,ATL,W 129-117,240,46,87,.529,29,54,.537,17,33,.515,20,30,.667,129,42,90,.467,26,54,.481,16,36,.444,17,26,.654,117
68,CLE,2018-03-13,129,@,PHO,W 129-107,240,43,87,.494,26,52,.500,17,35,.486,26,30,.867,129,38,98,.388,32,66,.485,6,32,.188,25,30,.833,107
69,CHI,2018-03-11,129,@,ATL,W 129-122,240,48,98,.490,31,61,.508,17,37,.459,16,19,.842,129,42,82,.512,23,42,.548,19,40,.475,19,22,.864,122
70,MIA,2018-03-10,129,,WAS,W 129-102,240,52,88,.591,42,60,.700,10,28,.357,15,21,.714,129,34,77,.442,27,57,.474,7,20,.350,27,34,.794,102
71,CLE,2018-02-27,129,,BRK,W 129-123,240,50,97,.515,38,73,.521,12,24,.500,17,27,.630,129,44,82,.537,32,50,.640,12,32,.375,23,30,.767,123
72,LAC,2018-02-14,129,@,BOS,W 129-119,240,44,88,.500,33,59,.559,11,29,.379,30,33,.909,129,42,97,.433,27,66,.409,15,31,.484,20,21,.952,119
73,GSW,2018-02-12,129,,PHO,W 129-83,240,52,89,.584,41,63,.651,11,26,.423,14,21,.667,129,33,95,.347,30,72,.417,3,23,.130,14,22,.636,83
74,SAS,2018-02-07,129,@,PHO,W 129-81,240,46,93,.495,30,61,.492,16,32,.500,21,27,.778,129,33,97,.340,30,65,.462,3,32,.094,12,18,.667,81
75,UTA,2018-02-02,129,@,PHO,W 129-97,240,51,90,.567,36,61,.590,15,29,.517,12,17,.706,129,36,87,.414,27,54,.500,9,33,.273,16,19,.842,97
76,UTA,2018-01-30,129,,GSW,W 129-99,240,53,91,.582,39,63,.619,14,28,.500,9,14,.643,129,39,85,.459,34,60,.567,5,25,.200,16,21,.762,99
77,WAS,2018-01-27,129,@,ATL,W 129-104,240,49,85,.576,31,53,.585,18,32,.563,13,14,.929,129,38,88,.432,26,45,.578,12,43,.279,16,21,.762,104
78,TOR,2018-01-05,129,@,MIL,W 129-110,240,48,86,.558,38,53,.717,10,33,.303,23,28,.821,129,41,77,.532,34,60,.567,7,17,.412,21,29,.724,110
79,TOR,2017-12-20,129,@,CHO,W 129-111,240,49,91,.538,33,58,.569,16,33,.485,15,18,.833,129,39,85,.459,32,62,.516,7,23,.304,26,35,.743,111
80,CHO,2017-11-22,129,,WAS,W 129-124 (OT),265,43,91,.473,33,63,.524,10,28,.357,33,40,.825,129,48,99,.485,37,66,.561,11,33,.333,17,22,.773,124
81,TOR,2017-11-14,129,@,HOU,W 129-113,240,41,78,.526,27,48,.563,14,30,.467,33,42,.786,129,33,79,.418,21,40,.525,12,39,.308,35,41,.854,113
82,DEN,2017-11-01,129,,TOR,W 129-111,240,47,88,.534,31,56,.554,16,32,.500,19,29,.655,129,42,85,.494,31,54,.574,11,31,.355,16,25,.640,111
83,DEN,2018-04-01,128,,MIL,W 128-125 (OT),265,40,90,.444,29,54,.537,11,36,.306,37,46,.804,128,45,100,.450,33,67,.493,12,33,.364,23,27,.852,125
84,NYK,2018-03-26,128,@,CHO,L 128-137 (OT),265,54,105,.514,45,75,.600,9,30,.300,11,11,1.000,128,51,93,.548,40,65,.615,11,28,.393,24,28,.857,137
85,NOP,2018-03-22,128,,LAL,W 128-125,240,52,95,.547,46,71,.648,6,24,.250,18,22,.818,128,43,87,.494,26,48,.542,17,39,.436,22,28,.786,125
86,PHI,2018-03-06,128,@,CHO,W 128-114,240,50,87,.575,34,54,.630,16,33,.485,12,15,.800,128,40,80,.500,29,51,.569,11,29,.379,23,31,.742,114
87,LAC,2018-03-02,128,,NYK,W 128-105,240,50,89,.562,41,64,.641,9,25,.360,19,24,.792,128,41,89,.461,30,64,.469,11,25,.440,12,16,.750,105
88,LAC,2018-02-23,128,@,PHO,W 128-117,240,45,87,.517,31,55,.564,14,32,.438,24,32,.750,128,45,103,.437,36,72,.500,9,31,.290,18,31,.581,117
89,BRK,2018-02-10,128,,NOP,L 128-138 (2OT),290,43,114,.377,22,55,.400,21,59,.356,21,22,.955,128,52,106,.491,43,82,.524,9,24,.375,25,39,.641,138
90,CHI,2018-01-22,128,@,NOP,L 128-132 (2OT),290,45,92,.489,37,61,.607,8,31,.258,30,34,.882,128,47,113,.416,31,69,.449,16,44,.364,22,26,.846,132
91,MEM,2017-12-30,128,@,GSW,L 128-141,240,49,94,.521,34,73,.466,15,21,.714,15,22,.682,128,50,85,.588,32,52,.615,18,33,.545,23,25,.920,141
92,DAL,2017-12-29,128,@,NOP,W 128-120,240,46,83,.554,24,44,.545,22,39,.564,14,18,.778,128,42,85,.494,34,54,.630,8,31,.258,28,32,.875,120
93,MIN,2017-12-27,128,,DEN,W 128-125 (OT),265,47,90,.522,35,61,.574,12,29,.414,22,30,.733,128,42,91,.462,27,52,.519,15,39,.385,26,31,.839,125
94,NOP,2017-12-27,128,,BRK,W 128-113,240,48,90,.533,31,57,.544,17,33,.515,15,19,.789,128,41,90,.456,22,52,.423,19,38,.500,12,14,.857,113
95,LAC,2017-12-22,128,@,HOU,W 128-118,240,43,91,.473,25,49,.510,18,42,.429,24,31,.774,128,36,78,.462,19,38,.500,17,40,.425,29,35,.829,118
96,ORL,2017-11-10,128,@,PHO,W 128-112,240,43,82,.524,30,54,.556,13,28,.464,29,43,.674,128,44,94,.468,39,70,.557,5,24,.208,19,25,.760,112
97,TOR,2017-10-21,128,,PHI,W 128-94,240,42,89,.472,29,45,.644,13,44,.295,31,37,.838,128,32,82,.390,24,58,.414,8,24,.333,22,36,.611,94
98,GSW,2017-10-20,128,@,NOP,W 128-120,240,47,92,.511,29,51,.569,18,41,.439,16,20,.800,128,45,98,.459,29,62,.468,16,36,.444,14,22,.636,120
99,LAC,2018-03-21,127,@,MIL,W 127-120,240,45,86,.523,30,56,.536,15,30,.500,22,29,.759,127,50,91,.549,42,65,.646,8,26,.308,12,17,.706,120
100,LAL,2018-03-11,127,,CLE,W 127-113,240,48,96,.500,35,62,.565,13,34,.382,18,20,.900,127,41,88,.466,29,57,.509,12,31,.387,19,23,.826,113
101,LAC,2018-02-22,127,@,GSW,L 127-134,240,44,88,.500,33,56,.589,11,32,.344,28,34,.824,127,47,77,.610,33,52,.635,14,25,.560,26,34,.765,134
102,DEN,2018-02-01,127,,OKC,W 127-124,240,50,97,.515,35,59,.593,15,38,.395,12,17,.706,127,51,98,.520,42,70,.600,9,28,.321,13,17,.765,124
103,ORL,2018-01-31,127,,LAL,W 127-105,240,44,81,.543,26,49,.531,18,32,.563,21,29,.724,127,39,83,.470,35,63,.556,4,20,.200,23,30,.767,105
104,LAL,2018-01-21,127,,NYK,W 127-107,240,51,91,.560,41,65,.631,10,26,.385,15,21,.714,127,44,81,.543,32,56,.571,12,25,.480,7,10,.700,107
105,GSW,2018-01-13,127,@,TOR,W 127-125,240,47,81,.580,38,57,.667,9,24,.375,24,28,.857,127,45,93,.484,37,68,.544,8,25,.320,27,32,.844,125
106,MIN,2018-01-08,127,,CLE,W 127-99,240,52,100,.520,42,69,.609,10,31,.323,13,17,.765,127,37,84,.440,24,46,.522,13,38,.342,12,16,.750,99
107,ORL,2018-01-06,127,,CLE,L 127-131,240,49,98,.500,35,61,.574,14,37,.378,15,22,.682,127,47,94,.500,32,60,.533,15,34,.441,22,31,.710,131
108,CHI,2018-01-05,127,@,DAL,W 127-124,240,44,78,.564,30,50,.600,14,28,.500,25,31,.806,127,49,92,.533,35,60,.583,14,32,.438,12,17,.706,124
109,OKC,2018-01-04,127,@,LAC,W 127-117,240,51,95,.537,36,61,.590,15,34,.441,10,14,.714,127,45,100,.450,36,70,.514,9,30,.300,18,23,.783,117
110,CLE,2018-01-02,127,,POR,W 127-110,240,43,83,.518,30,51,.588,13,32,.406,28,37,.757,127,42,90,.467,29,58,.500,13,32,.406,13,19,.684,110
111,MIL,2018-01-01,127,@,TOR,L 127-131 (OT),265,44,93,.473,31,66,.470,13,27,.481,26,28,.929,127,45,91,.495,31,58,.534,14,33,.424,27,33,.818,131
112,GSW,2017-11-29,127,@,LAL,W 127-123 (OT),265,47,94,.500,35,64,.547,12,30,.400,21,28,.750,127,47,95,.495,38,71,.535,9,24,.375,20,25,.800,123
113,POR,2017-11-24,127,@,BRK,W 127-125,240,48,96,.500,42,81,.519,6,15,.400,25,35,.714,127,50,100,.500,40,75,.533,10,25,.400,15,21,.714,125
114,LAL,2017-11-19,127,,DEN,W 127-109,240,53,100,.530,41,68,.603,12,32,.375,9,16,.563,127,36,84,.429,23,53,.434,13,31,.419,24,35,.686,109
115,GSW,2017-11-04,127,@,DEN,W 127-108,240,50,91,.549,32,51,.627,18,40,.450,9,17,.529,127,40,87,.460,34,63,.540,6,24,.250,22,27,.815,108
116,NOP,2018-04-07,126,@,GSW,W 126-120,240,49,87,.563,38,60,.633,11,27,.407,17,22,.773,126,49,90,.544,34,57,.596,15,33,.455,7,11,.636,120
117,IND,2018-04-05,126,,GSW,W 126-106,240,50,93,.538,35,64,.547,15,29,.517,11,15,.733,126,37,83,.446,28,54,.519,9,29,.310,23,24,.958,106
118,DEN,2018-03-30,126,@,OKC,W 126-125 (OT),265,49,94,.521,39,64,.609,10,30,.333,18,21,.857,126,45,108,.417,25,64,.391,20,44,.455,15,27,.556,125
119,MIN,2018-03-28,126,,ATL,W 126-114,240,48,90,.533,35,60,.583,13,30,.433,17,21,.810,126,41,77,.532,28,50,.560,13,27,.481,19,23,.826,114
120,ORL,2018-03-14,126,,MIL,W 126-117,240,44,87,.506,26,53,.491,18,34,.529,20,23,.870,126,49,98,.500,39,74,.527,10,24,.417,9,12,.750,117
121,NOP,2018-03-04,126,@,DAL,W 126-109,240,49,91,.538,37,65,.569,12,26,.462,16,21,.762,126,40,90,.444,30,67,.448,10,23,.435,19,25,.760,109
122,DEN,2018-03-03,126,@,CLE,W 126-117,240,47,86,.547,28,51,.549,19,35,.543,13,15,.867,126,46,88,.523,37,64,.578,9,24,.375,16,21,.762,117
123,HOU,2018-02-13,126,@,MIN,W 126-108,240,41,83,.494,19,36,.528,22,47,.468,22,29,.759,126,40,84,.476,34,61,.557,6,23,.261,22,23,.957,108
124,IND,2018-02-02,126,@,CHO,L 126-133,240,44,87,.506,32,58,.552,12,29,.414,26,28,.929,126,44,83,.530,29,50,.580,15,33,.455,30,34,.882,133
125,GSW,2018-01-25,126,,MIN,W 126-113,240,48,89,.539,27,52,.519,21,37,.568,9,15,.600,126,46,101,.455,40,81,.494,6,20,.300,15,18,.833,113
126,MIN,2018-01-22,126,@,LAC,W 126-118,240,43,91,.473,36,69,.522,7,22,.318,33,39,.846,126,47,84,.560,38,57,.667,9,27,.333,15,22,.682,118
127,LAC,2018-01-13,126,,SAC,W 126-105,240,46,82,.561,34,51,.667,12,31,.387,22,26,.846,126,43,85,.506,37,68,.544,6,17,.353,13,22,.591,105
128,GSW,2017-12-27,126,,UTA,W 126-101,240,51,86,.593,40,63,.635,11,23,.478,13,17,.765,126,37,92,.402,31,69,.449,6,23,.261,21,27,.778,101
129,IND,2017-12-10,126,,DEN,W 126-116 (OT),265,49,93,.527,39,68,.574,10,25,.400,18,22,.818,126,43,95,.453,26,53,.491,17,42,.405,13,16,.813,116
130,TOR,2017-12-05,126,,PHO,W 126-113,240,44,92,.478,29,56,.518,15,36,.417,23,26,.885,126,37,75,.493,28,51,.549,9,24,.375,30,38,.789,113
131,UTA,2017-11-30,126,@,LAC,W 126-107,240,49,85,.576,32,50,.640,17,35,.486,11,14,.786,126,38,70,.543,28,41,.683,10,29,.345,21,30,.700,107
132,TOR,2017-11-29,126,,CHO,W 126-113,240,52,98,.531,38,66,.576,14,32,.438,8,11,.727,126,37,79,.468,28,60,.467,9,19,.474,30,35,.857,113
133,ATL,2017-11-15,126,,SAC,W 126-80,240,50,79,.633,34,47,.723,16,32,.500,10,16,.625,126,31,88,.352,25,60,.417,6,28,.214,12,20,.600,80
134,MIA,2017-11-08,126,@,PHO,W 126-115,240,43,81,.531,31,51,.608,12,30,.400,28,35,.800,126,40,88,.455,28,59,.475,12,29,.414,23,30,.767,115
135,CHO,2017-11-01,126,,MIL,W 126-121,240,45,84,.536,31,59,.525,14,25,.560,22,29,.759,126,45,91,.495,26,55,.473,19,36,.528,12,15,.800,121
136,BRK,2017-10-20,126,,ORL,W 126-121,240,46,92,.500,37,65,.569,9,27,.333,25,35,.714,126,45,89,.506,27,56,.482,18,33,.545,13,15,.867,121
137,MIL,2018-04-01,125,@,DEN,L 125-128 (OT),265,45,100,.450,33,67,.493,12,33,.364,23,27,.852,125,40,90,.444,29,54,.537,11,36,.306,37,46,.804,128
138,OKC,2018-03-30,125,,DEN,L 125-126 (OT),265,45,108,.417,25,64,.391,20,44,.455,15,27,.556,125,49,94,.521,39,64,.609,10,30,.333,18,21,.857,126
139,LAL,2018-03-22,125,@,NOP,L 125-128,240,43,87,.494,26,48,.542,17,39,.436,22,28,.786,125,52,95,.547,46,71,.648,6,24,.250,18,22,.818,128
140,TOR,2018-03-18,125,,OKC,L 125-132,240,46,81,.568,31,51,.608,15,30,.500,18,23,.783,125,49,88,.557,39,67,.582,10,21,.476,24,34,.706,132
141,WAS,2018-03-14,125,@,BOS,W 125-124 (2OT),290,46,97,.474,34,65,.523,12,32,.375,21,28,.750,125,48,99,.485,36,73,.493,12,26,.462,16,23,.696,124
142,DEN,2018-03-09,125,,LAL,W 125-116,240,42,83,.506,27,52,.519,15,31,.484,26,30,.867,125,45,92,.489,31,57,.544,14,35,.400,12,16,.750,116
143,POR,2018-03-09,125,,GSW,W 125-108,240,44,89,.494,28,50,.560,16,39,.410,21,27,.778,125,38,78,.487,26,50,.520,12,28,.429,20,24,.833,108
144,BRK,2018-03-08,125,@,CHO,W 125-111,240,47,92,.511,36,60,.600,11,32,.344,20,22,.909,125,41,85,.482,37,66,.561,4,19,.211,25,30,.833,111
145,MIA,2018-03-05,125,,PHO,W 125-103,240,47,92,.511,35,56,.625,12,36,.333,19,23,.826,125,42,87,.483,32,63,.508,10,24,.417,9,18,.500,103
146,GSW,2018-02-26,125,@,NYK,W 125-111,240,44,85,.518,29,54,.537,15,31,.484,22,26,.846,125,47,96,.490,37,71,.521,10,25,.400,7,9,.778,111
147,NOP,2018-02-26,125,,PHO,W 125-116,240,43,91,.473,35,63,.556,8,28,.286,31,40,.775,125,42,97,.433,35,73,.479,7,24,.292,25,32,.781,116
148,OKC,2018-02-06,125,@,GSW,W 125-105,240,44,93,.473,32,62,.516,12,31,.387,25,33,.758,125,37,76,.487,29,48,.604,8,28,.286,23,31,.742,105
149,DET,2018-01-30,125,,CLE,W 125-114,240,49,93,.527,40,70,.571,9,23,.391,18,28,.643,125,38,84,.452,25,49,.510,13,35,.371,25,32,.781,114
150,UTA,2018-01-20,125,,LAC,W 125-113,240,45,82,.549,34,54,.630,11,28,.393,24,32,.750,125,36,82,.439,25,46,.543,11,36,.306,30,38,.789,113
151,TOR,2018-01-13,125,,GSW,L 125-127,240,45,93,.484,37,68,.544,8,25,.320,27,32,.844,125,47,81,.580,38,57,.667,9,24,.375,24,28,.857,127
152,WAS,2018-01-12,125,,ORL,W 125-119,240,54,95,.568,50,79,.633,4,16,.250,13,19,.684,125,41,80,.513,29,51,.569,12,29,.414,25,31,.806,119
153,LAC,2018-01-10,125,@,GSW,W 125-106,240,46,94,.489,35,70,.500,11,24,.458,22,28,.786,125,38,79,.481,30,56,.536,8,23,.348,22,26,.846,106
154,IND,2018-01-06,125,,CHI,W 125-86,240,48,86,.558,33,55,.600,15,31,.484,14,18,.778,125,30,80,.375,20,48,.417,10,32,.313,16,20,.800,86
