Rk,Team,Date,PTS,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
117,DEN,2019-01-25,132,,PHO,W 132-95,240,47,94,.500,32,58,.552,15,36,.417,23,29,.793,132,32,76,.421,25,46,.543,7,30,.233,24,26,.923,95
118,PHI,2019-01-08,132,,WAS,W 132-115,240,49,88,.557,32,55,.582,17,33,.515,17,25,.680,132,42,84,.500,28,52,.538,14,32,.438,17,21,.810,115
119,PHI,2019-01-02,132,@,PHO,W 132-127,240,40,74,.541,29,50,.580,11,24,.458,41,54,.759,132,43,95,.453,32,61,.525,11,34,.324,30,36,.833,127
120,GSW,2018-12-31,132,@,PHO,W 132-109,240,46,84,.548,32,56,.571,14,28,.500,26,32,.813,132,37,85,.435,28,59,.475,9,26,.346,26,30,.867,109
121,CHO,2018-12-26,132,@,BRK,L 132-134 (2OT),290,47,106,.443,32,75,.427,15,31,.484,23,30,.767,132,51,104,.490,32,57,.561,19,47,.404,13,18,.722,134
122,LAC,2018-12-22,132,,DEN,W 132-111,240,53,92,.576,43,72,.597,10,20,.500,16,17,.941,132,41,97,.423,32,66,.485,9,31,.290,20,25,.800,111
123,OKC,2018-12-19,132,@,SAC,W 132-113,240,51,102,.500,38,70,.543,13,32,.406,17,27,.630,132,39,93,.419,26,59,.441,13,34,.382,22,33,.667,113
124,MIN,2018-12-17,132,,SAC,W 132-105,240,48,96,.500,38,69,.551,10,27,.370,26,30,.867,132,38,90,.422,24,52,.462,14,38,.368,15,23,.652,105
125,NOP,2018-12-05,132,,DAL,W 132-106,240,51,92,.554,34,63,.540,17,29,.586,13,20,.650,132,39,91,.429,25,45,.556,14,46,.304,14,21,.667,106
126,HOU,2018-11-17,132,,SAC,W 132-112,240,46,81,.568,26,34,.765,20,47,.426,20,24,.833,132,46,102,.451,35,67,.522,11,35,.314,9,12,.750,112
127,CHO,2018-11-09,132,@,PHI,L 132-133 (OT),265,43,110,.391,27,70,.386,16,40,.400,30,40,.750,132,45,94,.479,33,57,.579,12,37,.324,31,41,.756,133
128,POR,2018-11-01,132,,NOP,W 132-119,240,44,87,.506,26,52,.500,18,35,.514,26,31,.839,132,40,94,.426,32,65,.492,8,29,.276,31,37,.838,119
129,UTA,2018-10-27,132,@,NOP,W 132-111,240,46,88,.523,36,56,.643,10,32,.313,30,37,.811,132,40,95,.421,31,61,.508,9,34,.265,22,29,.759,111
130,PHI,2018-10-23,132,@,DET,L 132-133 (OT),265,49,98,.500,35,55,.636,14,43,.326,20,28,.714,132,51,108,.472,39,75,.520,12,33,.364,19,27,.704,133
131,IND,2018-10-20,132,,BRK,W 132-112,240,51,92,.554,35,68,.515,16,24,.667,14,22,.636,132,41,86,.477,25,49,.510,16,37,.432,14,22,.636,112
132,SAC,2019-04-10,131,@,POR,L 131-136,240,50,96,.521,32,53,.604,18,43,.419,13,16,.813,131,53,91,.582,39,67,.582,14,24,.583,16,22,.727,136
133,GSW,2019-04-07,131,,LAC,W 131-104,240,53,97,.546,41,60,.683,12,37,.324,13,15,.867,131,38,79,.481,28,60,.467,10,19,.526,18,29,.621,104
134,MIL,2019-04-01,131,@,BRK,W 131-121,240,47,94,.500,36,60,.600,11,34,.324,26,30,.867,131,39,94,.415,23,50,.460,16,44,.364,27,34,.794,121
135,MIN,2019-03-29,131,,GSW,W 131-130 (OT),265,45,103,.437,31,65,.477,14,38,.368,27,34,.794,131,46,98,.469,28,58,.483,18,40,.450,20,28,.714,130
136,DET,2019-03-10,131,,CHI,W 131-108,240,49,91,.538,30,56,.536,19,35,.543,14,22,.636,131,41,82,.500,32,64,.500,9,18,.500,17,26,.654,108
137,MIL,2019-03-09,131,,CHO,W 131-114,240,44,90,.489,27,46,.587,17,44,.386,26,30,.867,131,44,93,.473,29,54,.537,15,39,.385,11,14,.786,114
138,DET,2019-03-06,131,,MIN,W 131-114,240,50,93,.538,36,60,.600,14,33,.424,17,22,.773,131,41,84,.488,29,57,.509,12,27,.444,20,21,.952,114
139,MIN,2019-03-05,131,,OKC,W 131-120,240,47,89,.528,36,67,.537,11,22,.500,26,35,.743,131,42,94,.447,24,48,.500,18,46,.391,18,31,.581,120
140,MIL,2019-03-01,131,@,LAL,W 131-120,240,48,93,.516,34,53,.642,14,40,.350,21,24,.875,131,46,96,.479,33,56,.589,13,40,.325,15,18,.833,120
141,ATL,2019-02-27,131,,MIN,W 131-123 (OT),265,46,108,.426,34,79,.430,12,29,.414,27,32,.844,131,44,102,.431,32,64,.500,12,38,.316,23,33,.697,123
142,NOP,2019-02-14,131,,OKC,W 131-122,240,50,92,.543,38,66,.576,12,26,.462,19,24,.792,131,50,106,.472,40,62,.645,10,44,.227,12,13,.923,122
143,MIL,2019-02-02,131,@,WAS,W 131-115,240,45,91,.495,28,52,.538,17,39,.436,24,24,1.000,131,43,93,.462,33,60,.550,10,33,.303,19,26,.731,115
144,IND,2019-01-15,131,,PHO,W 131-97,240,46,89,.517,34,64,.531,12,25,.480,27,36,.750,131,40,95,.421,32,68,.471,8,27,.296,9,18,.500,97
145,PHI,2018-12-19,131,,NYK,W 131-109,240,47,88,.534,32,58,.552,15,30,.500,22,25,.880,131,37,86,.430,27,55,.491,10,31,.323,25,31,.806,109
146,POR,2018-12-17,131,@,LAC,W 131-127,240,47,86,.547,37,66,.561,10,20,.500,27,31,.871,131,42,83,.506,32,56,.571,10,27,.370,33,39,.846,127
147,WAS,2018-12-05,131,@,ATL,W 131-117,240,46,95,.484,34,57,.596,12,38,.316,27,32,.844,131,41,92,.446,29,54,.537,12,38,.316,23,31,.742,117
148,SAS,2018-12-02,131,,POR,W 131-118,240,50,83,.602,39,68,.574,11,15,.733,20,22,.909,131,45,86,.523,33,57,.579,12,29,.414,16,16,1.000,118
149,MEM,2018-11-30,131,@,BRK,W 131-125 (2OT),290,50,101,.495,38,71,.535,12,30,.400,19,22,.864,131,42,94,.447,26,50,.520,16,44,.364,25,30,.833,125
150,TOR,2018-11-29,131,,GSW,W 131-128 (OT),265,47,90,.522,32,52,.615,15,38,.395,22,24,.917,131,50,103,.485,39,73,.534,11,30,.367,17,20,.850,128
151,HOU,2018-11-26,131,@,WAS,L 131-135 (OT),265,46,97,.474,28,49,.571,18,48,.375,21,27,.778,131,50,89,.562,39,60,.650,11,29,.379,24,32,.750,135
152,ORL,2018-11-18,131,,NYK,W 131-117,240,48,84,.571,35,52,.673,13,32,.406,22,26,.846,131,40,87,.460,32,63,.508,8,24,.333,29,35,.829,117
153,GSW,2018-10-31,131,,NOP,W 131-121,240,47,89,.528,31,57,.544,16,32,.500,21,30,.700,131,44,92,.478,32,57,.561,12,35,.343,21,27,.778,121
