Rk,Team,Date,PTS,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
73,OKC,2015-03-20,123,,ATL,W 123-115,240,43,84,.512,30,54,.556,13,30,.433,24,26,.923,123,41,82,.500,28,53,.528,13,29,.448,20,25,.800,115
74,SAS,2015-03-15,123,,MIN,W 123-97,240,49,84,.583,37,62,.597,12,22,.545,13,15,.867,123,38,86,.442,31,71,.437,7,15,.467,14,18,.778,97
75,CLE,2015-03-15,123,@,ORL,W 123-108,240,45,76,.592,27,41,.659,18,35,.514,15,19,.789,123,42,88,.477,33,69,.478,9,19,.474,15,27,.556,108
76,OKC,2015-03-04,123,,PHI,W 123-118 (OT),265,44,96,.458,37,75,.493,7,21,.333,28,34,.824,123,34,96,.354,19,61,.311,15,35,.429,35,44,.795,118
77,TOR,2015-02-06,123,,LAC,W 123-107,240,40,75,.533,27,45,.600,13,30,.433,30,37,.811,123,38,78,.487,32,55,.582,6,23,.261,25,31,.806,107
78,LAL,2015-01-29,123,,CHI,W 123-118 (2OT),290,50,106,.472,47,97,.485,3,9,.333,20,25,.800,123,43,104,.413,37,79,.468,6,25,.240,26,32,.813,118
79,LAC,2015-01-22,123,,BRK,W 123-84,240,49,83,.590,38,58,.655,11,25,.440,14,21,.667,123,33,88,.375,29,67,.433,4,21,.190,14,25,.560,84
80,SAS,2014-12-06,123,,MIN,W 123-101,240,47,82,.573,40,64,.625,7,18,.389,22,25,.880,123,35,83,.422,29,67,.433,6,16,.375,25,32,.781,101
81,TOR,2014-12-03,123,@,UTA,W 123-104,240,45,79,.570,33,58,.569,12,21,.571,21,24,.875,123,42,87,.483,34,59,.576,8,28,.286,12,15,.800,104
82,DAL,2014-11-13,123,,PHI,W 123-70,240,41,80,.513,30,48,.625,11,32,.344,30,36,.833,123,23,77,.299,16,50,.320,7,27,.259,17,33,.515,70
83,SAC,2015-04-15,122,@,LAL,W 122-99,240,46,84,.548,38,67,.567,8,17,.471,22,41,.537,122,36,94,.383,29,70,.414,7,24,.292,20,25,.800,99
84,DEN,2015-04-12,122,,SAC,W 122-111,240,45,82,.549,36,56,.643,9,26,.346,23,30,.767,122,38,74,.514,33,56,.589,5,18,.278,30,42,.714,111
85,POR,2015-04-01,122,,LAC,L 122-126,240,45,89,.506,32,64,.500,13,25,.520,19,25,.760,122,46,86,.535,31,58,.534,15,28,.536,19,24,.792,126
86,GSW,2015-03-24,122,@,POR,W 122-108,240,50,83,.602,38,57,.667,12,26,.462,10,11,.909,122,39,92,.424,24,58,.414,15,34,.441,15,19,.789,108
87,OKC,2015-03-18,122,,BOS,W 122-118,240,42,88,.477,37,69,.536,5,19,.263,33,39,.846,122,44,84,.524,31,50,.620,13,34,.382,17,28,.607,118
88,BRK,2015-03-16,122,@,MIN,W 122-106,240,52,90,.578,47,77,.610,5,13,.385,13,17,.765,122,41,88,.466,32,73,.438,9,15,.600,15,17,.882,106
89,BRK,2015-01-30,122,,TOR,L 122-127 (OT),265,49,101,.485,45,82,.549,4,19,.211,20,26,.769,122,47,92,.511,40,66,.606,7,26,.269,26,30,.867,127
90,GSW,2015-01-19,122,,DEN,W 122-79,240,44,81,.543,31,54,.574,13,27,.481,21,27,.778,122,30,87,.345,23,63,.365,7,24,.292,12,19,.632,79
91,MEM,2015-01-11,122,,PHO,W 122-110 (2OT),290,48,100,.480,39,79,.494,9,21,.429,17,24,.708,122,42,100,.420,34,65,.523,8,35,.229,18,23,.783,110
92,NOP,2014-12-14,122,,GSW,L 122-128 (OT),265,47,101,.465,39,74,.527,8,27,.296,20,25,.800,122,44,86,.512,33,62,.532,11,24,.458,29,35,.829,128
93,TOR,2014-11-30,122,@,LAL,L 122-129 (OT),265,45,104,.433,36,70,.514,9,34,.265,23,31,.742,122,47,96,.490,37,72,.514,10,24,.417,25,34,.735,129
94,DEN,2014-11-28,122,,PHO,W 122-97,240,41,88,.466,33,67,.493,8,21,.381,32,36,.889,122,33,85,.388,25,62,.403,8,23,.348,23,29,.793,97
95,PHO,2014-11-21,122,@,PHI,W 122-96,240,44,86,.512,31,55,.564,13,31,.419,21,23,.913,122,36,78,.462,32,55,.582,4,23,.174,20,33,.606,96
96,MIL,2014-11-19,122,@,BRK,W 122-118 (3OT),315,48,108,.444,43,84,.512,5,24,.208,21,28,.750,122,44,92,.478,35,61,.574,9,31,.290,21,29,.724,118
97,CLE,2014-11-14,122,@,BOS,W 122-121,240,43,85,.506,35,62,.565,8,23,.348,28,37,.757,122,48,88,.545,42,68,.618,6,20,.300,19,23,.826,121
98,CHO,2014-11-07,122,,ATL,W 122-119 (2OT),290,48,97,.495,42,76,.553,6,21,.286,20,27,.741,122,43,93,.462,30,60,.500,13,33,.394,20,26,.769,119
99,HOU,2015-04-12,121,,NOP,W 121-114,240,39,73,.534,30,49,.612,9,24,.375,34,48,.708,121,44,91,.484,33,64,.516,11,27,.407,15,22,.682,114
100,MIN,2015-03-07,121,,POR,W 121-113,240,46,85,.541,42,78,.538,4,7,.571,25,31,.806,121,43,88,.489,29,61,.475,14,27,.519,13,17,.765,113
101,NYK,2015-02-27,121,@,DET,W 121-115 (2OT),290,45,109,.413,39,91,.429,6,18,.333,25,26,.962,121,39,97,.402,31,66,.470,8,31,.258,29,40,.725,115
102,GSW,2015-02-03,121,@,SAC,W 121-96,240,46,91,.505,36,68,.529,10,23,.435,19,26,.731,121,35,79,.443,28,63,.444,7,16,.438,19,24,.792,96
103,LAC,2015-01-16,121,,CLE,L 121-126,240,43,91,.473,33,62,.532,10,29,.345,25,36,.694,121,46,83,.554,36,60,.600,10,23,.435,24,31,.774,126
104,ORL,2015-01-12,121,@,CHI,W 121-114,240,48,81,.593,41,63,.651,7,18,.389,18,29,.621,121,41,84,.488,33,57,.579,8,27,.296,24,33,.727,114
105,LAC,2014-12-08,121,,PHO,W 121-120 (OT),265,44,96,.458,35,65,.538,9,31,.290,24,30,.800,121,44,91,.484,28,54,.519,16,37,.432,16,20,.800,120
106,SAS,2014-11-21,121,@,MIN,W 121-92,240,46,84,.548,33,63,.524,13,21,.619,16,18,.889,121,37,90,.411,33,77,.429,4,13,.308,14,22,.636,92
107,BOS,2014-11-14,121,,CLE,L 121-122,240,48,88,.545,42,68,.618,6,20,.300,19,23,.826,121,43,85,.506,35,62,.565,8,23,.348,28,37,.757,122
108,GSW,2014-11-05,121,,LAC,W 121-104,240,43,74,.581,28,49,.571,15,25,.600,20,20,1.000,121,38,82,.463,31,63,.492,7,19,.368,21,27,.778,104
109,BOS,2014-10-29,121,,BRK,W 121-105,240,49,88,.557,41,66,.621,8,22,.364,15,23,.652,121,39,80,.488,32,61,.525,7,19,.368,20,26,.769,105
110,DAL,2015-04-12,120,@,LAL,W 120-106,240,45,83,.542,35,62,.565,10,21,.476,20,26,.769,120,34,78,.436,25,54,.463,9,24,.375,29,36,.806,106
111,POR,2015-03-28,120,,DEN,W 120-114,240,48,85,.565,40,67,.597,8,18,.444,16,18,.889,120,43,92,.467,34,68,.500,9,24,.375,19,22,.864,114
112,HOU,2015-03-27,120,,MIN,W 120-110,240,44,83,.530,24,39,.615,20,44,.455,12,17,.706,120,37,76,.487,31,62,.500,6,14,.429,30,34,.882,110
113,LAC,2015-03-11,120,@,OKC,W 120-108,240,35,76,.461,20,46,.435,15,30,.500,35,47,.745,120,33,76,.434,21,51,.412,12,25,.480,30,36,.833,108
114,SAS,2015-03-06,120,,DEN,W 120-111,240,43,79,.544,34,55,.618,9,24,.375,25,33,.758,120,45,86,.523,39,69,.565,6,17,.353,15,23,.652,111
115,CLE,2015-03-04,120,@,TOR,W 120-112,240,40,78,.513,25,42,.595,15,36,.417,25,34,.735,120,43,79,.544,33,58,.569,10,21,.476,16,17,.941,112
116,CLE,2015-02-08,120,,LAL,W 120-105,240,45,82,.549,27,49,.551,18,33,.545,12,20,.600,120,41,100,.410,34,77,.442,7,23,.304,16,19,.842,105
117,TOR,2015-01-31,120,@,WAS,W 120-116 (OT),265,44,88,.500,33,62,.532,11,26,.423,21,30,.700,120,37,79,.468,27,55,.491,10,24,.417,32,41,.780,116
118,LAC,2015-01-25,120,@,PHO,W 120-100,240,43,87,.494,33,64,.516,10,23,.435,24,36,.667,120,34,80,.425,24,51,.471,10,29,.345,22,27,.815,100
119,ORL,2015-01-14,120,,HOU,W 120-113,240,44,90,.489,35,64,.547,9,26,.346,23,26,.885,120,42,83,.506,33,57,.579,9,26,.346,20,23,.870,113
120,ATL,2015-01-11,120,,WAS,W 120-89,240,42,89,.472,26,58,.448,16,31,.516,20,24,.833,120,36,76,.474,31,56,.554,5,20,.250,12,15,.800,89
121,LAC,2015-01-10,120,,DAL,W 120-100,240,46,88,.523,33,57,.579,13,31,.419,15,21,.714,120,38,86,.442,26,56,.464,12,30,.400,12,17,.706,100
122,HOU,2015-01-08,120,@,NYK,W 120-96,240,41,77,.532,25,41,.610,16,36,.444,22,32,.688,120,37,80,.463,26,54,.481,11,26,.423,11,21,.524,96
123,TOR,2014-12-22,120,@,CHI,L 120-129,240,44,100,.440,35,70,.500,9,30,.300,23,32,.719,120,40,74,.541,34,62,.548,6,12,.500,43,47,.915,129
124,MEM,2014-12-13,120,@,PHI,W 120-115 (OT),265,45,93,.484,34,67,.507,11,26,.423,19,27,.704,120,40,82,.488,29,54,.537,11,28,.393,24,34,.706,115
125,PHO,2014-12-08,120,@,LAC,L 120-121 (OT),265,44,91,.484,28,54,.519,16,37,.432,16,20,.800,120,44,96,.458,35,65,.538,9,31,.290,24,30,.800,121
126,LAC,2014-12-06,120,,NOP,W 120-100,240,43,78,.551,26,46,.565,17,32,.531,17,24,.708,120,38,80,.475,30,57,.526,8,23,.348,16,25,.640,100
127,MIN,2014-11-28,120,@,LAL,W 120-119,240,45,79,.570,35,61,.574,10,18,.556,20,24,.833,120,48,89,.539,40,68,.588,8,21,.381,15,22,.682,119
128,PHO,2014-11-26,120,,DEN,W 120-112,240,45,88,.511,32,63,.508,13,25,.520,17,21,.810,120,39,90,.433,31,65,.477,8,25,.320,26,34,.765,112
129,LAC,2014-11-15,120,,PHO,W 120-107,240,36,68,.529,22,39,.564,14,29,.483,34,43,.791,120,38,99,.384,27,69,.391,11,30,.367,20,23,.870,107
130,TOR,2014-11-09,120,,PHI,W 120-88,240,43,76,.566,36,59,.610,7,17,.412,27,30,.900,120,33,87,.379,23,53,.434,10,34,.294,12,18,.667,88
131,DAL,2014-10-30,120,,UTA,W 120-102,240,47,85,.553,39,64,.609,8,21,.381,18,23,.783,120,36,83,.434,22,48,.458,14,35,.400,16,18,.889,102
132,DEN,2015-04-08,119,,LAL,W 119-101,240,44,88,.500,31,58,.534,13,30,.433,18,24,.750,119,36,75,.480,31,59,.525,5,16,.313,24,35,.686,101
133,WAS,2015-04-08,119,@,PHI,W 119-90,240,47,72,.653,39,57,.684,8,15,.533,17,23,.739,119,31,89,.348,22,62,.355,9,27,.333,19,27,.704,90
134,LAC,2015-03-29,119,@,BOS,W 119-106,240,41,84,.488,28,52,.538,13,32,.406,24,40,.600,119,39,93,.419,31,62,.500,8,31,.258,20,23,.870,106
135,LAC,2015-03-27,119,@,PHI,W 119-98,240,44,82,.537,32,53,.604,12,29,.414,19,31,.613,119,36,86,.419,25,55,.455,11,31,.355,15,27,.556,98
136,DEN,2015-03-22,119,@,ORL,W 119-100,240,42,90,.467,30,62,.484,12,28,.429,23,30,.767,119,41,85,.482,37,68,.544,4,17,.235,14,17,.824,100
137,DAL,2015-03-16,119,,OKC,W 119-115,240,42,89,.472,32,64,.500,10,25,.400,25,35,.714,119,40,90,.444,33,64,.516,7,26,.269,28,35,.800,115
138,ORL,2015-03-06,119,,SAC,W 119-114,240,48,85,.565,35,61,.574,13,24,.542,10,12,.833,119,38,85,.447,28,58,.483,10,27,.370,28,38,.737,114
139,MIA,2015-02-23,119,,PHI,W 119-108,240,46,83,.554,35,62,.565,11,21,.524,16,22,.727,119,40,84,.476,27,53,.509,13,31,.419,15,28,.536,108
140,OKC,2015-02-22,119,,DEN,W 119-94,240,48,92,.522,40,72,.556,8,20,.400,15,23,.652,119,35,97,.361,28,70,.400,7,27,.259,17,20,.850,94
141,LAC,2015-02-19,119,,SAS,W 119-115,240,42,77,.545,34,58,.586,8,19,.421,27,52,.519,119,43,84,.512,33,56,.589,10,28,.357,19,23,.826,115
142,TOR,2015-01-28,119,,SAC,W 119-102,240,43,84,.512,26,50,.520,17,34,.500,16,19,.842,119,35,73,.479,28,56,.500,7,17,.412,25,29,.862,102
143,CHI,2015-01-16,119,@,BOS,W 119-103,240,48,89,.539,35,64,.547,13,25,.520,10,12,.833,119,42,85,.494,37,69,.536,5,16,.313,14,16,.875,103
144,DAL,2015-01-02,119,@,BOS,W 119-101,240,45,96,.469,32,69,.464,13,27,.481,16,17,.941,119,38,89,.427,26,55,.473,12,34,.353,13,19,.684,101
145,DET,2014-12-26,119,,IND,W 119-109,240,47,86,.547,37,60,.617,10,26,.385,15,29,.517,119,42,83,.506,33,63,.524,9,20,.450,16,22,.727,109
146,SAS,2014-12-19,119,,POR,L 119-129 (3OT),315,45,109,.413,37,89,.416,8,20,.400,21,26,.808,119,47,110,.427,34,75,.453,13,35,.371,22,23,.957,129
147,NOP,2014-12-16,119,,UTA,W 119-111,240,47,79,.595,39,63,.619,8,16,.500,17,18,.944,119,45,90,.500,40,75,.533,5,15,.333,16,19,.842,111
148,NOP,2014-12-12,119,,CLE,W 119-114,240,44,79,.557,32,51,.627,12,28,.429,19,25,.760,119,44,89,.494,36,67,.537,8,22,.364,18,23,.783,114
149,WAS,2014-12-05,119,,DEN,W 119-89,240,45,85,.529,38,65,.585,7,20,.350,22,27,.815,119,31,82,.378,26,60,.433,5,22,.227,22,30,.733,89
150,LAL,2014-11-28,119,,MIN,L 119-120,240,48,89,.539,40,68,.588,8,21,.381,15,22,.682,119,45,79,.570,35,61,.574,10,18,.556,20,24,.833,120
151,MEM,2014-11-17,119,,HOU,W 119-93,240,46,86,.535,39,69,.565,7,17,.412,20,22,.909,119,34,78,.436,26,44,.591,8,34,.235,17,21,.810,93
152,ATL,2014-11-07,119,@,CHO,L 119-122 (2OT),290,43,93,.462,30,60,.500,13,33,.394,20,26,.769,119,48,97,.495,42,76,.553,6,21,.286,20,27,.741,122
153,PHO,2014-10-29,119,,LAL,W 119-99,240,45,82,.549,29,50,.580,16,32,.500,13,18,.722,119,37,86,.430,33,73,.452,4,13,.308,21,25,.840,99
154,HOU,2015-03-19,118,,DEN,W 118-108,240,37,83,.446,25,53,.472,12,30,.400,32,40,.800,118,42,93,.452,29,57,.509,13,36,.361,11,19,.579,108
