Rk,Team,Date,PTS,Unnamed: 4,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS.1,FG.1,FGA.1,FG%.1,2P.1,2PA.1,2P%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,PTS.2
21,BRK,2019-03-25,144,@,POR,0,290,49,103,0.476,34,61,0.557,15,42,0.357,31,44,0.705,144,53,121,0.438,39,76,0.513,14,45,0.311,28,36,0.778,148
22,MIL,2019-01-04,144,,ATL,1,240,55,100,0.55,41,60,0.683,14,40,0.35,20,28,0.714,144,37,85,0.435,23,44,0.523,14,41,0.341,24,35,0.686,112
23,BRK,2018-12-16,144,,ATL,1,240,49,88,0.557,33,48,0.688,16,40,0.4,30,33,0.909,144,47,85,0.553,33,56,0.589,14,29,0.483,19,25,0.76,127
24,MIL,2018-11-04,144,,SAC,1,240,46,95,0.484,24,39,0.615,22,56,0.393,30,33,0.909,144,42,95,0.442,28,59,0.475,14,36,0.389,11,22,0.5,109
25,GSW,2018-10-24,144,,WAS,1,240,53,92,0.576,38,59,0.644,15,33,0.455,23,25,0.92,144,42,93,0.452,30,51,0.588,12,42,0.286,26,28,0.929,122
26,LAC,2019-04-10,143,,UTA,1,265,54,106,0.509,42,78,0.538,12,28,0.429,23,30,0.767,143,47,106,0.443,33,71,0.465,14,35,0.4,29,33,0.879,137
27,PHI,2019-02-10,143,,LAL,1,240,56,97,0.577,44,73,0.603,12,24,0.5,19,22,0.864,143,48,93,0.516,38,66,0.576,10,27,0.37,14,19,0.737,120
28,MIL,2018-11-21,143,,POR,1,240,57,108,0.528,42,63,0.667,15,45,0.333,14,17,0.824,143,34,93,0.366,25,52,0.481,9,41,0.22,23,28,0.821,100
29,SAS,2018-10-22,143,@,LAL,1,265,50,97,0.515,35,69,0.507,15,28,0.536,28,38,0.737,143,55,107,0.514,41,68,0.603,14,39,0.359,18,26,0.692,142
30,HOU,2019-01-16,142,,BRK,0,265,45,105,0.429,22,35,0.629,23,70,0.329,29,34,0.853,142,56,108,0.519,40,72,0.556,16,36,0.444,17,22,0.773,145
31,ATL,2019-01-15,142,,OKC,1,240,56,90,0.622,38,53,0.717,18,37,0.486,12,16,0.75,142,43,94,0.457,34,62,0.548,9,32,0.281,31,41,0.756,126
32,GSW,2019-01-15,142,@,DEN,1,240,57,95,0.6,36,56,0.643,21,39,0.538,7,10,0.7,142,42,92,0.457,28,58,0.483,14,34,0.412,13,16,0.813,111
33,LAL,2018-10-22,142,,SAS,0,265,55,107,0.514,41,68,0.603,14,39,0.359,18,26,0.692,142,50,97,0.515,35,69,0.507,15,28,0.536,28,38,0.737,143
34,MIL,2019-02-27,141,@,SAC,1,265,54,112,0.482,37,67,0.552,17,45,0.378,16,21,0.762,141,53,118,0.449,41,85,0.482,12,33,0.364,22,30,0.733,140
35,GSW,2019-02-06,141,,SAS,1,240,55,95,0.579,39,61,0.639,16,34,0.471,15,21,0.714,141,35,81,0.432,23,49,0.469,12,32,0.375,20,21,0.952,102
36,HOU,2019-01-11,141,,CLE,1,240,46,89,0.517,26,37,0.703,20,52,0.385,29,32,0.906,141,40,89,0.449,31,56,0.554,9,33,0.273,24,26,0.923,113
37,SAC,2018-12-12,141,,MIN,1,240,50,86,0.581,31,48,0.646,19,38,0.5,22,32,0.688,141,50,93,0.538,41,71,0.577,9,22,0.409,21,27,0.778,130
38,LAC,2019-03-11,140,,BOS,1,240,53,86,0.616,40,58,0.69,13,28,0.464,21,25,0.84,140,44,91,0.484,30,55,0.545,14,36,0.389,13,19,0.684,115
39,SAC,2019-02-27,140,,MIL,0,265,53,118,0.449,41,85,0.482,12,33,0.364,22,30,0.733,140,54,112,0.482,37,67,0.552,17,45,0.378,16,21,0.762,141
40,MIL,2019-02-23,140,,MIN,1,240,50,95,0.526,31,52,0.596,19,43,0.442,21,22,0.955,140,50,102,0.49,38,76,0.5,12,26,0.462,16,20,0.8,128
41,NOP,2019-01-16,140,@,GSW,0,240,47,98,0.48,28,61,0.459,19,37,0.514,27,33,0.818,140,49,102,0.48,25,53,0.472,24,49,0.49,25,31,0.806,147
42,TOR,2019-01-13,140,@,WAS,1,290,49,104,0.471,36,68,0.529,13,36,0.361,29,36,0.806,140,54,118,0.458,35,74,0.473,19,44,0.432,11,18,0.611,138
43,NOP,2019-01-09,140,,CLE,1,240,46,84,0.548,34,55,0.618,12,29,0.414,36,39,0.923,140,42,88,0.477,28,58,0.483,14,30,0.467,26,30,0.867,124
44,NOP,2018-11-19,140,,SAS,1,240,59,102,0.578,49,76,0.645,10,26,0.385,12,14,0.857,140,45,94,0.479,33,70,0.471,12,24,0.5,24,30,0.8,126
45,DAL,2018-10-20,140,,MIN,1,240,49,98,0.5,32,48,0.667,17,50,0.34,25,34,0.735,140,44,84,0.524,30,57,0.526,14,27,0.519,34,40,0.85,136
46,CLE,2019-02-13,139,,BRK,0,315,54,120,0.45,36,78,0.462,18,42,0.429,13,18,0.722,139,52,113,0.46,34,68,0.5,18,45,0.4,26,34,0.765,148
47,UTA,2018-12-04,139,,SAS,1,240,51,84,0.607,31,51,0.608,20,33,0.606,17,20,0.85,139,44,90,0.489,37,68,0.544,7,22,0.318,10,11,0.909,105
48,PHO,2019-03-16,138,@,NOP,1,265,51,100,0.51,42,71,0.592,9,29,0.31,27,36,0.75,138,47,102,0.461,32,72,0.444,15,30,0.5,27,41,0.659,136
49,HOU,2019-01-19,138,,LAL,1,265,42,100,0.42,17,32,0.531,25,68,0.368,29,36,0.806,138,50,96,0.521,40,59,0.678,10,37,0.27,24,30,0.8,134
50,LAL,2019-01-17,138,@,OKC,1,265,50,99,0.505,31,59,0.525,19,40,0.475,19,21,0.905,138,41,104,0.394,19,50,0.38,22,54,0.407,24,36,0.667,128
51,WAS,2019-01-13,138,,TOR,0,290,54,118,0.458,35,74,0.473,19,44,0.432,11,18,0.611,138,49,104,0.471,36,68,0.529,13,36,0.361,29,36,0.806,140
52,DEN,2018-11-15,138,,ATL,1,240,53,94,0.564,40,63,0.635,13,31,0.419,19,25,0.76,138,32,92,0.348,23,50,0.46,9,42,0.214,20,27,0.741,93
53,UTA,2019-04-10,137,@,LAC,0,265,47,106,0.443,33,71,0.465,14,35,0.4,29,33,0.879,137,54,106,0.509,42,78,0.538,12,28,0.429,23,30,0.767,143
54,GSW,2019-03-31,137,,CHO,1,240,53,88,0.602,32,55,0.582,21,33,0.636,10,12,0.833,137,30,85,0.353,22,53,0.415,8,32,0.25,22,25,0.88,90
55,UTA,2019-03-20,137,@,NYK,1,240,48,85,0.565,28,43,0.651,20,42,0.476,21,25,0.84,137,45,86,0.523,32,55,0.582,13,31,0.419,13,21,0.619,116
56,ATL,2019-02-04,137,@,WAS,1,240,46,91,0.505,26,51,0.51,20,40,0.5,25,29,0.862,137,48,97,0.495,36,59,0.61,12,38,0.316,21,29,0.724,129
57,POR,2019-04-10,136,,SAC,1,240,53,91,0.582,39,67,0.582,14,24,0.583,16,22,0.727,136,50,96,0.521,32,53,0.604,18,43,0.419,13,16,0.813,131
58,ATL,2019-03-31,136,,MIL,1,265,52,118,0.441,30,57,0.526,22,61,0.361,10,17,0.588,136,48,116,0.414,31,61,0.508,17,55,0.309,22,23,0.957,135
59,NOP,2019-03-16,136,,PHO,0,265,47,102,0.461,32,72,0.444,15,30,0.5,27,41,0.659,136,51,100,0.51,42,71,0.592,9,29,0.31,27,36,0.75,138
60,IND,2019-02-05,136,,LAL,1,240,56,98,0.571,37,64,0.578,19,34,0.559,5,8,0.625,136,35,75,0.467,31,54,0.574,4,21,0.19,20,26,0.769,94
61,DEN,2019-02-01,136,,HOU,1,240,51,82,0.622,37,51,0.725,14,31,0.452,20,23,0.87,136,45,85,0.529,29,41,0.707,16,44,0.364,16,21,0.762,122
62,HOU,2018-12-19,136,,WAS,1,240,47,85,0.553,21,30,0.7,26,55,0.473,16,21,0.762,136,45,84,0.536,35,54,0.648,10,30,0.333,18,23,0.783,118
63,NYK,2018-12-01,136,,MIL,1,265,51,96,0.531,31,62,0.5,20,34,0.588,14,21,0.667,136,46,94,0.489,28,52,0.538,18,42,0.429,24,31,0.774,134
64,HOU,2018-11-30,136,@,SAS,1,240,49,98,0.5,27,44,0.614,22,54,0.407,16,20,0.8,136,39,86,0.453,29,58,0.5,10,28,0.357,17,20,0.85,105
65,CLE,2018-10-30,136,,ATL,1,240,45,90,0.5,32,65,0.492,13,25,0.52,33,43,0.767,136,44,82,0.537,29,47,0.617,15,35,0.429,11,17,0.647,114
66,LAC,2018-10-28,136,,WAS,1,240,56,103,0.544,40,74,0.541,16,29,0.552,8,13,0.615,136,38,97,0.392,33,70,0.471,5,27,0.185,23,28,0.821,104
67,MIN,2018-10-20,136,@,DAL,0,240,44,84,0.524,30,57,0.526,14,27,0.519,34,40,0.85,136,49,98,0.5,32,48,0.667,17,50,0.34,25,34,0.735,140
68,IND,2019-04-10,135,@,ATL,1,240,45,98,0.459,33,68,0.485,12,30,0.4,33,39,0.846,135,43,103,0.417,26,62,0.419,17,41,0.415,31,38,0.816,134
69,HOU,2019-04-03,135,@,LAC,1,240,47,88,0.534,29,50,0.58,18,38,0.474,23,29,0.793,135,38,82,0.463,30,56,0.536,8,26,0.308,19,31,0.613,103
70,MIL,2019-03-31,135,@,ATL,0,265,48,116,0.414,31,61,0.508,17,55,0.309,22,23,0.957,135,52,118,0.441,30,57,0.526,22,61,0.361,10,17,0.588,136
71,WAS,2019-03-16,135,,MEM,1,240,41,81,0.506,24,46,0.522,17,35,0.486,36,43,0.837,135,48,90,0.533,36,57,0.632,12,33,0.364,20,26,0.769,128
72,MIN,2019-03-09,135,,WAS,1,265,51,114,0.447,39,78,0.5,12,36,0.333,21,24,0.875,135,48,100,0.48,32,56,0.571,16,44,0.364,18,24,0.75,130
73,WAS,2019-03-03,135,,MIN,1,240,49,98,0.5,38,65,0.585,11,33,0.333,26,32,0.813,135,52,99,0.525,48,72,0.667,4,27,0.148,13,19,0.684,121
74,BRK,2019-02-06,135,,DEN,1,240,46,90,0.511,27,56,0.482,19,34,0.559,24,33,0.727,135,50,99,0.505,37,64,0.578,13,35,0.371,17,21,0.81,130
75,SAC,2019-01-30,135,,ATL,1,240,54,99,0.545,43,64,0.672,11,35,0.314,16,21,0.762,135,38,86,0.442,22,40,0.55,16,46,0.348,21,25,0.84,113
76,CHO,2019-01-19,135,,PHO,1,240,48,88,0.545,32,54,0.593,16,34,0.471,23,27,0.852,135,39,87,0.448,28,54,0.519,11,33,0.333,26,33,0.788,115
77,DEN,2019-01-17,135,,CHI,1,240,50,96,0.521,30,56,0.536,20,40,0.5,15,20,0.75,135,44,93,0.473,34,65,0.523,10,28,0.357,7,11,0.636,105
78,BOS,2019-01-09,135,,IND,1,240,50,88,0.568,36,56,0.643,14,32,0.438,21,24,0.875,135,39,91,0.429,30,63,0.476,9,28,0.321,21,33,0.636,108
79,HOU,2019-01-03,135,@,GSW,1,265,45,99,0.455,24,45,0.533,21,54,0.389,24,28,0.857,135,53,102,0.52,39,65,0.6,14,37,0.378,14,15,0.933,134
80,WAS,2018-11-26,135,,HOU,1,265,50,89,0.562,39,60,0.65,11,29,0.379,24,32,0.75,135,46,97,0.474,28,49,0.571,18,48,0.375,21,27,0.778,131
81,MIL,2018-11-24,135,,SAS,1,240,49,86,0.57,34,46,0.739,15,40,0.375,22,29,0.759,135,49,92,0.533,39,71,0.549,10,21,0.476,21,28,0.75,129
82,CHO,2018-10-26,135,,CHI,1,240,53,93,0.57,39,61,0.639,14,32,0.438,15,16,0.938,135,37,85,0.435,21,49,0.429,16,36,0.444,16,22,0.727,106
83,ATL,2019-04-10,134,,IND,0,240,43,103,0.417,26,62,0.419,17,41,0.415,31,38,0.816,134,45,98,0.459,33,68,0.485,12,30,0.4,33,39,0.846,135
84,LAC,2019-02-13,134,,PHO,1,240,50,84,0.595,39,62,0.629,11,22,0.5,23,30,0.767,134,40,86,0.465,32,56,0.571,8,30,0.267,19,25,0.76,107
85,WAS,2019-02-09,134,@,CHI,1,240,55,95,0.579,43,68,0.632,12,27,0.444,12,14,0.857,134,49,97,0.505,43,74,0.581,6,23,0.261,21,28,0.75,125
86,BOS,2019-02-03,134,,OKC,1,240,54,91,0.593,41,57,0.719,13,34,0.382,13,17,0.765,134,45,92,0.489,31,57,0.544,14,35,0.4,25,34,0.735,129
87,LAL,2019-01-19,134,@,HOU,0,265,50,96,0.521,40,59,0.678,10,37,0.27,24,30,0.8,134,42,100,0.42,17,32,0.531,25,68,0.368,29,36,0.806,138
88,GSW,2019-01-03,134,,HOU,0,265,53,102,0.52,39,65,0.6,14,37,0.378,14,15,0.933,134,45,99,0.455,24,45,0.533,21,54,0.389,24,28,0.857,135
89,BRK,2018-12-26,134,,CHO,1,290,51,104,0.49,32,57,0.561,19,47,0.404,13,18,0.722,134,47,106,0.443,32,75,0.427,15,31,0.484,23,30,0.767,132
90,MIL,2018-12-01,134,@,NYK,0,265,46,94,0.489,28,52,0.538,18,42,0.429,24,31,0.774,134,51,96,0.531,31,62,0.5,20,34,0.588,14,21,0.667,136
91,MIL,2018-11-08,134,@,GSW,1,240,52,101,0.515,43,66,0.652,9,35,0.257,21,27,0.778,134,42,87,0.483,32,59,0.542,10,28,0.357,17,22,0.773,111
92,OKC,2018-11-02,134,@,WAS,1,240,49,86,0.57,34,54,0.63,15,32,0.469,21,26,0.808,134,44,86,0.512,35,56,0.625,9,30,0.3,14,18,0.778,111
93,NOP,2019-04-07,133,@,SAC,1,240,52,101,0.515,33,59,0.559,19,42,0.452,10,12,0.833,133,50,109,0.459,34,69,0.493,16,40,0.4,13,17,0.765,129
94,BRK,2019-04-06,133,@,MIL,1,240,48,97,0.495,29,52,0.558,19,45,0.422,18,23,0.783,133,49,88,0.557,33,54,0.611,16,34,0.471,14,21,0.667,128
95,PHO,2019-04-05,133,,NOP,1,265,51,104,0.49,37,68,0.544,14,36,0.389,17,21,0.81,133,49,101,0.485,41,78,0.526,8,23,0.348,20,27,0.741,126
96,DEN,2019-03-12,133,,MIN,1,240,51,85,0.6,33,55,0.6,18,30,0.6,13,15,0.867,133,41,89,0.461,30,59,0.508,11,30,0.367,14,14,1.0,107
97,MIL,2019-01-13,133,@,ATL,1,240,49,92,0.533,38,62,0.613,11,30,0.367,24,33,0.727,133,39,96,0.406,27,58,0.466,12,38,0.316,24,30,0.8,114
98,NOP,2019-01-05,133,@,CLE,1,240,47,81,0.58,33,54,0.611,14,27,0.519,25,29,0.862,133,36,88,0.409,24,55,0.436,12,33,0.364,14,18,0.778,98
99,BOS,2018-12-08,133,@,CHI,1,240,50,93,0.538,28,50,0.56,22,43,0.512,11,15,0.733,133,31,81,0.383,25,57,0.439,6,24,0.25,9,14,0.643,77
100,SAS,2018-12-07,133,,LAL,1,240,46,91,0.505,33,60,0.55,13,31,0.419,28,33,0.848,133,46,100,0.46,35,64,0.547,11,36,0.306,17,21,0.81,120
101,LAC,2018-11-29,133,@,SAC,1,240,50,90,0.556,38,62,0.613,12,28,0.429,21,28,0.75,133,46,96,0.479,39,72,0.542,7,24,0.292,22,26,0.846,121
102,UTA,2018-11-25,133,@,SAC,1,240,49,92,0.533,39,62,0.629,10,30,0.333,25,33,0.758,133,40,85,0.471,31,62,0.5,9,23,0.391,23,31,0.742,112
103,PHI,2018-11-09,133,,CHO,1,265,45,94,0.479,33,57,0.579,12,37,0.324,31,41,0.756,133,43,110,0.391,27,70,0.386,16,40,0.4,30,40,0.75,132
104,LAC,2018-10-26,133,@,HOU,1,240,43,79,0.544,31,56,0.554,12,23,0.522,35,38,0.921,133,38,98,0.388,23,57,0.404,15,41,0.366,22,25,0.88,113
105,DET,2018-10-23,133,,PHI,1,265,51,108,0.472,39,75,0.52,12,33,0.364,19,27,0.704,133,49,98,0.5,35,55,0.636,14,43,0.326,20,28,0.714,132
106,ATL,2018-10-21,133,@,CLE,1,240,48,98,0.49,26,51,0.51,22,47,0.468,15,19,0.789,133,46,99,0.465,36,72,0.5,10,27,0.37,9,14,0.643,111
107,MEM,2019-04-10,132,,GSW,1,240,48,98,0.49,27,52,0.519,21,46,0.457,15,18,0.833,132,46,92,0.5,33,62,0.532,13,30,0.433,12,14,0.857,117
108,OKC,2019-04-07,132,@,MIN,1,240,48,92,0.522,34,58,0.586,14,34,0.412,22,26,0.846,132,46,85,0.541,36,62,0.581,10,23,0.435,24,29,0.828,126
109,POR,2019-04-01,132,@,MIN,1,240,50,91,0.549,35,61,0.574,15,30,0.5,17,24,0.708,132,47,96,0.49,36,67,0.537,11,29,0.379,17,19,0.895,122
110,LAC,2019-03-30,132,,CLE,1,240,53,85,0.624,38,52,0.731,15,33,0.455,11,16,0.688,132,41,92,0.446,38,69,0.551,3,23,0.13,23,28,0.821,108
111,ATL,2019-03-13,132,,MEM,1,240,52,103,0.505,35,58,0.603,17,45,0.378,11,14,0.786,132,38,89,0.427,24,49,0.49,14,40,0.35,21,26,0.808,111
112,WAS,2019-03-06,132,,DAL,1,240,50,93,0.538,38,60,0.633,12,33,0.364,20,25,0.8,132,45,93,0.484,30,52,0.577,15,41,0.366,18,28,0.643,123
113,OKC,2019-02-05,132,,ORL,1,240,46,92,0.5,33,62,0.532,13,30,0.433,27,37,0.73,132,42,90,0.467,31,53,0.585,11,37,0.297,27,34,0.794,122
114,POR,2019-01-30,132,,UTA,1,240,48,90,0.533,32,58,0.552,16,32,0.5,20,23,0.87,132,38,85,0.447,27,51,0.529,11,34,0.324,18,21,0.857,105
115,GSW,2019-01-28,132,@,IND,1,240,53,98,0.541,40,67,0.597,13,31,0.419,13,16,0.813,132,40,94,0.426,28,64,0.438,12,30,0.4,8,10,0.8,100
116,SAS,2019-01-27,132,,WAS,1,240,49,86,0.57,33,52,0.635,16,34,0.471,18,21,0.857,132,40,89,0.449,22,43,0.512,18,46,0.391,21,29,0.724,119
117,DEN,2019-01-25,132,,PHO,1,240,47,94,0.5,32,58,0.552,15,36,0.417,23,29,0.793,132,32,76,0.421,25,46,0.543,7,30,0.233,24,26,0.923,95
118,PHI,2019-01-08,132,,WAS,1,240,49,88,0.557,32,55,0.582,17,33,0.515,17,25,0.68,132,42,84,0.5,28,52,0.538,14,32,0.438,17,21,0.81,115
119,PHI,2019-01-02,132,@,PHO,1,240,40,74,0.541,29,50,0.58,11,24,0.458,41,54,0.759,132,43,95,0.453,32,61,0.525,11,34,0.324,30,36,0.833,127
120,GSW,2018-12-31,132,@,PHO,1,240,46,84,0.548,32,56,0.571,14,28,0.5,26,32,0.813,132,37,85,0.435,28,59,0.475,9,26,0.346,26,30,0.867,109
121,CHO,2018-12-26,132,@,BRK,0,290,47,106,0.443,32,75,0.427,15,31,0.484,23,30,0.767,132,51,104,0.49,32,57,0.561,19,47,0.404,13,18,0.722,134
122,LAC,2018-12-22,132,,DEN,1,240,53,92,0.576,43,72,0.597,10,20,0.5,16,17,0.941,132,41,97,0.423,32,66,0.485,9,31,0.29,20,25,0.8,111
123,OKC,2018-12-19,132,@,SAC,1,240,51,102,0.5,38,70,0.543,13,32,0.406,17,27,0.63,132,39,93,0.419,26,59,0.441,13,34,0.382,22,33,0.667,113
124,MIN,2018-12-17,132,,SAC,1,240,48,96,0.5,38,69,0.551,10,27,0.37,26,30,0.867,132,38,90,0.422,24,52,0.462,14,38,0.368,15,23,0.652,105
125,NOP,2018-12-05,132,,DAL,1,240,51,92,0.554,34,63,0.54,17,29,0.586,13,20,0.65,132,39,91,0.429,25,45,0.556,14,46,0.304,14,21,0.667,106
126,HOU,2018-11-17,132,,SAC,1,240,46,81,0.568,26,34,0.765,20,47,0.426,20,24,0.833,132,46,102,0.451,35,67,0.522,11,35,0.314,9,12,0.75,112
127,CHO,2018-11-09,132,@,PHI,0,265,43,110,0.391,27,70,0.386,16,40,0.4,30,40,0.75,132,45,94,0.479,33,57,0.579,12,37,0.324,31,41,0.756,133
128,POR,2018-11-01,132,,NOP,1,240,44,87,0.506,26,52,0.5,18,35,0.514,26,31,0.839,132,40,94,0.426,32,65,0.492,8,29,0.276,31,37,0.838,119
129,UTA,2018-10-27,132,@,NOP,1,240,46,88,0.523,36,56,0.643,10,32,0.313,30,37,0.811,132,40,95,0.421,31,61,0.508,9,34,0.265,22,29,0.759,111
130,PHI,2018-10-23,132,@,DET,0,265,49,98,0.5,35,55,0.636,14,43,0.326,20,28,0.714,132,51,108,0.472,39,75,0.52,12,33,0.364,19,27,0.704,133
131,IND,2018-10-20,132,,BRK,1,240,51,92,0.554,35,68,0.515,16,24,0.667,14,22,0.636,132,41,86,0.477,25,49,0.51,16,37,0.432,14,22,0.636,112
132,SAC,2019-04-10,131,@,POR,0,240,50,96,0.521,32,53,0.604,18,43,0.419,13,16,0.813,131,53,91,0.582,39,67,0.582,14,24,0.583,16,22,0.727,136
133,GSW,2019-04-07,131,,LAC,1,240,53,97,0.546,41,60,0.683,12,37,0.324,13,15,0.867,131,38,79,0.481,28,60,0.467,10,19,0.526,18,29,0.621,104
134,MIL,2019-04-01,131,@,BRK,1,240,47,94,0.5,36,60,0.6,11,34,0.324,26,30,0.867,131,39,94,0.415,23,50,0.46,16,44,0.364,27,34,0.794,121
135,MIN,2019-03-29,131,,GSW,1,265,45,103,0.437,31,65,0.477,14,38,0.368,27,34,0.794,131,46,98,0.469,28,58,0.483,18,40,0.45,20,28,0.714,130
136,DET,2019-03-10,131,,CHI,1,240,49,91,0.538,30,56,0.536,19,35,0.543,14,22,0.636,131,41,82,0.5,32,64,0.5,9,18,0.5,17,26,0.654,108
137,MIL,2019-03-09,131,,CHO,1,240,44,90,0.489,27,46,0.587,17,44,0.386,26,30,0.867,131,44,93,0.473,29,54,0.537,15,39,0.385,11,14,0.786,114
138,DET,2019-03-06,131,,MIN,1,240,50,93,0.538,36,60,0.6,14,33,0.424,17,22,0.773,131,41,84,0.488,29,57,0.509,12,27,0.444,20,21,0.952,114
139,MIN,2019-03-05,131,,OKC,1,240,47,89,0.528,36,67,0.537,11,22,0.5,26,35,0.743,131,42,94,0.447,24,48,0.5,18,46,0.391,18,31,0.581,120
140,MIL,2019-03-01,131,@,LAL,1,240,48,93,0.516,34,53,0.642,14,40,0.35,21,24,0.875,131,46,96,0.479,33,56,0.589,13,40,0.325,15,18,0.833,120
141,ATL,2019-02-27,131,,MIN,1,265,46,108,0.426,34,79,0.43,12,29,0.414,27,32,0.844,131,44,102,0.431,32,64,0.5,12,38,0.316,23,33,0.697,123
142,NOP,2019-02-14,131,,OKC,1,240,50,92,0.543,38,66,0.576,12,26,0.462,19,24,0.792,131,50,106,0.472,40,62,0.645,10,44,0.227,12,13,0.923,122
143,MIL,2019-02-02,131,@,WAS,1,240,45,91,0.495,28,52,0.538,17,39,0.436,24,24,1.0,131,43,93,0.462,33,60,0.55,10,33,0.303,19,26,0.731,115
144,IND,2019-01-15,131,,PHO,1,240,46,89,0.517,34,64,0.531,12,25,0.48,27,36,0.75,131,40,95,0.421,32,68,0.471,8,27,0.296,9,18,0.5,97
145,PHI,2018-12-19,131,,NYK,1,240,47,88,0.534,32,58,0.552,15,30,0.5,22,25,0.88,131,37,86,0.43,27,55,0.491,10,31,0.323,25,31,0.806,109
146,POR,2018-12-17,131,@,LAC,1,240,47,86,0.547,37,66,0.561,10,20,0.5,27,31,0.871,131,42,83,0.506,32,56,0.571,10,27,0.37,33,39,0.846,127
147,WAS,2018-12-05,131,@,ATL,1,240,46,95,0.484,34,57,0.596,12,38,0.316,27,32,0.844,131,41,92,0.446,29,54,0.537,12,38,0.316,23,31,0.742,117
148,SAS,2018-12-02,131,,POR,1,240,50,83,0.602,39,68,0.574,11,15,0.733,20,22,0.909,131,45,86,0.523,33,57,0.579,12,29,0.414,16,16,1.0,118
