Rk,Team,Date,PTS,Unnamed: 4,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS.1,FG.1,FGA.1,FG%.1,2P.1,2PA.1,2P%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,PTS.2
17,OKC,2018-04-11,137,,MEM,1,240,47,85,0.553,27,42,0.643,20,43,0.465,23,32,0.719,137,44,91,0.484,31,60,0.517,13,31,0.419,22,24,0.917,123
18,CHO,2018-04-06,137,@,ORL,1,240,48,86,0.558,31,55,0.564,17,31,0.548,24,26,0.923,137,42,94,0.447,33,71,0.465,9,23,0.391,7,13,0.538,100
19,CHO,2018-03-26,137,,NYK,1,265,51,93,0.548,40,65,0.615,11,28,0.393,24,28,0.857,137,54,105,0.514,45,75,0.6,9,30,0.3,11,11,1.0,128
20,HOU,2017-11-05,137,,UTA,1,240,48,81,0.593,25,42,0.595,23,39,0.59,18,21,0.857,137,38,88,0.432,25,54,0.463,13,34,0.382,21,24,0.875,110
21,DEN,2018-03-21,135,@,CHI,1,240,51,83,0.614,31,48,0.646,20,35,0.571,13,16,0.813,135,39,89,0.438,26,51,0.51,13,38,0.342,11,14,0.786,102
22,GSW,2017-11-11,135,,PHI,1,240,48,82,0.585,34,55,0.618,14,27,0.519,25,26,0.962,135,44,94,0.468,32,66,0.485,12,28,0.429,14,20,0.7,114
23,DEN,2018-04-07,134,@,LAC,1,240,53,85,0.624,41,56,0.732,12,29,0.414,16,23,0.696,134,43,87,0.494,37,70,0.529,6,17,0.353,23,34,0.676,115
24,BOS,2018-02-28,134,,CHO,1,240,54,87,0.621,42,67,0.627,12,20,0.6,14,15,0.933,134,42,91,0.462,33,64,0.516,9,27,0.333,13,22,0.591,106
25,GSW,2018-02-22,134,,LAC,1,240,47,77,0.61,33,52,0.635,14,25,0.56,26,34,0.765,134,44,88,0.5,33,56,0.589,11,32,0.344,28,34,0.824,127
26,DEN,2018-02-15,134,@,MIL,1,240,47,85,0.553,23,45,0.511,24,40,0.6,16,20,0.8,134,49,92,0.533,40,66,0.606,9,26,0.346,16,22,0.727,123
27,DEN,2018-01-03,134,,PHO,1,240,51,82,0.622,39,55,0.709,12,27,0.444,20,22,0.909,134,39,92,0.424,26,57,0.456,13,35,0.371,20,28,0.714,111
28,UTA,2018-02-05,133,@,NOP,1,240,52,89,0.584,38,68,0.559,14,21,0.667,15,17,0.882,133,47,93,0.505,39,71,0.549,8,22,0.364,7,13,0.538,109
29,CHO,2018-02-02,133,,IND,1,240,44,83,0.53,29,50,0.58,15,33,0.455,30,34,0.882,133,44,87,0.506,32,58,0.552,12,29,0.414,26,28,0.929,126
30,CHO,2018-01-17,133,,WAS,1,240,48,98,0.49,33,67,0.493,15,31,0.484,22,26,0.846,133,40,82,0.488,27,59,0.458,13,23,0.565,16,23,0.696,109
31,TOR,2018-01-11,133,,CLE,1,240,53,106,0.5,35,64,0.547,18,42,0.429,9,13,0.692,133,34,89,0.382,28,63,0.444,6,26,0.231,25,30,0.833,99
32,OKC,2018-01-03,133,@,LAL,1,240,56,93,0.602,42,63,0.667,14,30,0.467,7,9,0.778,133,38,92,0.413,27,59,0.458,11,33,0.333,9,15,0.6,96
33,GSW,2017-12-01,133,@,ORL,1,240,55,88,0.625,43,64,0.672,12,24,0.5,11,11,1.0,133,44,96,0.458,33,68,0.485,11,28,0.393,13,18,0.722,112
34,SAS,2017-11-11,133,,CHI,1,240,51,85,0.6,33,58,0.569,18,27,0.667,13,16,0.813,133,40,86,0.465,34,63,0.54,6,23,0.261,8,13,0.615,94
35,GSW,2017-10-23,133,@,DAL,1,240,48,86,0.558,33,47,0.702,15,39,0.385,22,26,0.846,133,38,96,0.396,29,67,0.433,9,29,0.31,18,30,0.6,103
36,PHI,2018-04-06,132,,CLE,1,240,50,101,0.495,36,62,0.581,14,39,0.359,18,21,0.857,132,45,87,0.517,29,53,0.547,16,34,0.471,24,33,0.727,130
37,CLE,2018-03-21,132,,TOR,1,240,47,78,0.603,32,54,0.593,15,24,0.625,23,28,0.821,132,47,88,0.534,32,54,0.593,15,34,0.441,20,23,0.87,129
38,OKC,2018-03-18,132,@,TOR,1,240,49,88,0.557,39,67,0.582,10,21,0.476,24,34,0.706,132,46,81,0.568,31,51,0.608,15,30,0.5,18,23,0.783,125
39,TOR,2018-03-11,132,@,NYK,1,240,47,93,0.505,31,58,0.534,16,35,0.457,22,25,0.88,132,40,88,0.455,33,67,0.493,7,21,0.333,19,24,0.792,106
40,NOP,2018-01-22,132,,CHI,1,290,47,113,0.416,31,69,0.449,16,44,0.364,22,26,0.846,132,45,92,0.489,37,61,0.607,8,31,0.258,30,34,0.882,128
41,LAL,2018-01-07,132,,ATL,1,240,48,86,0.558,32,50,0.64,16,36,0.444,20,25,0.8,132,41,94,0.436,29,60,0.483,12,34,0.353,19,23,0.826,113
42,LAL,2017-10-20,132,@,PHO,1,240,48,93,0.516,36,67,0.537,12,26,0.462,24,33,0.727,132,45,92,0.489,31,63,0.492,14,29,0.483,26,38,0.684,130
43,LAL,2018-03-01,131,@,MIA,1,240,47,79,0.595,31,50,0.62,16,29,0.552,21,26,0.808,131,46,95,0.484,37,64,0.578,9,31,0.29,12,16,0.75,113
44,CLE,2018-01-06,131,@,ORL,1,240,47,94,0.5,32,60,0.533,15,34,0.441,22,31,0.71,131,49,98,0.5,35,61,0.574,14,37,0.378,15,22,0.682,127
45,CHO,2018-01-02,131,@,SAC,1,240,51,89,0.573,36,57,0.632,15,32,0.469,14,18,0.778,131,45,87,0.517,38,70,0.543,7,17,0.412,14,18,0.778,111
46,TOR,2018-01-01,131,,MIL,1,265,45,91,0.495,31,58,0.534,14,33,0.424,27,33,0.818,131,44,93,0.473,31,66,0.47,13,27,0.481,26,28,0.929,127
47,NOP,2017-12-10,131,,PHI,1,240,46,80,0.575,31,56,0.554,15,24,0.625,24,32,0.75,131,44,96,0.458,35,67,0.522,9,29,0.31,27,30,0.9,124
48,DET,2017-11-29,131,,PHO,1,240,51,89,0.573,38,61,0.623,13,28,0.464,16,21,0.762,131,39,84,0.464,32,62,0.516,7,22,0.318,22,28,0.786,107
49,BRK,2017-10-18,131,@,IND,0,240,45,94,0.479,33,64,0.516,12,30,0.4,29,32,0.906,131,53,102,0.52,44,68,0.647,9,34,0.265,25,32,0.781,140
50,PHI,2018-04-11,130,,MIL,1,240,52,105,0.495,37,69,0.536,15,36,0.417,11,15,0.733,130,37,90,0.411,30,65,0.462,7,25,0.28,14,16,0.875,95
51,MEM,2018-04-08,130,,DET,1,240,48,83,0.578,32,50,0.64,16,33,0.485,18,24,0.75,130,38,93,0.409,15,46,0.326,23,47,0.489,18,23,0.783,117
52,CLE,2018-04-06,130,@,PHI,0,240,45,87,0.517,29,53,0.547,16,34,0.471,24,33,0.727,130,50,101,0.495,36,62,0.581,14,39,0.359,18,21,0.857,132
53,DEN,2018-03-11,130,,SAC,1,240,50,89,0.562,35,52,0.673,15,37,0.405,15,21,0.714,130,39,91,0.429,33,60,0.55,6,31,0.194,20,26,0.769,104
54,DAL,2018-02-10,130,,LAL,1,240,48,89,0.539,36,62,0.581,12,27,0.444,22,27,0.815,130,46,84,0.548,30,50,0.6,16,34,0.471,15,22,0.682,123
55,HOU,2018-02-09,130,,DEN,1,240,43,86,0.5,24,45,0.533,19,41,0.463,25,34,0.735,130,42,88,0.477,39,60,0.65,3,28,0.107,17,21,0.81,104
56,TOR,2018-02-02,130,,POR,1,240,46,99,0.465,27,59,0.458,19,40,0.475,19,21,0.905,130,37,73,0.507,30,52,0.577,7,21,0.333,24,33,0.727,105
57,DEN,2018-01-25,130,,NYK,1,240,48,80,0.6,34,52,0.654,14,28,0.5,20,24,0.833,130,45,82,0.549,37,61,0.607,8,21,0.381,20,24,0.833,118
58,WAS,2017-12-23,130,,ORL,1,240,47,86,0.547,31,56,0.554,16,30,0.533,20,23,0.87,130,42,87,0.483,34,61,0.557,8,26,0.308,11,17,0.647,103
59,HOU,2017-12-11,130,,NOP,1,240,48,88,0.545,31,43,0.721,17,45,0.378,17,25,0.68,130,49,85,0.576,31,52,0.596,18,33,0.545,7,13,0.538,123
60,PHI,2017-11-25,130,,ORL,1,240,48,95,0.505,32,61,0.525,16,34,0.471,18,20,0.9,130,39,86,0.453,27,55,0.491,12,31,0.387,21,31,0.677,111
61,CLE,2017-11-03,130,@,WAS,1,240,46,82,0.561,34,55,0.618,12,27,0.444,26,28,0.929,130,45,84,0.536,34,56,0.607,11,28,0.393,21,31,0.677,122
62,IND,2017-10-24,130,@,MIN,1,240,56,84,0.667,46,62,0.742,10,22,0.455,8,11,0.727,130,42,86,0.488,33,62,0.532,9,24,0.375,14,22,0.636,107
63,LAC,2017-10-21,130,,PHO,1,240,48,88,0.545,36,62,0.581,12,26,0.462,22,30,0.733,130,27,71,0.38,21,47,0.447,6,24,0.25,28,38,0.737,88
64,PHO,2017-10-20,130,,LAL,0,240,45,92,0.489,31,63,0.492,14,29,0.483,26,38,0.684,130,48,93,0.516,36,67,0.537,12,26,0.462,24,33,0.727,132
65,TOR,2018-03-21,129,@,CLE,0,240,47,88,0.534,32,54,0.593,15,34,0.441,20,23,0.87,129,47,78,0.603,32,54,0.593,15,24,0.625,23,28,0.821,132
66,HOU,2018-03-18,129,@,MIN,1,240,43,78,0.551,27,43,0.628,16,35,0.457,27,36,0.75,129,45,86,0.523,35,66,0.53,10,20,0.5,20,26,0.769,120
67,CHO,2018-03-15,129,@,ATL,1,240,46,87,0.529,29,54,0.537,17,33,0.515,20,30,0.667,129,42,90,0.467,26,54,0.481,16,36,0.444,17,26,0.654,117
68,CLE,2018-03-13,129,@,PHO,1,240,43,87,0.494,26,52,0.5,17,35,0.486,26,30,0.867,129,38,98,0.388,32,66,0.485,6,32,0.188,25,30,0.833,107
69,CHI,2018-03-11,129,@,ATL,1,240,48,98,0.49,31,61,0.508,17,37,0.459,16,19,0.842,129,42,82,0.512,23,42,0.548,19,40,0.475,19,22,0.864,122
70,MIA,2018-03-10,129,,WAS,1,240,52,88,0.591,42,60,0.7,10,28,0.357,15,21,0.714,129,34,77,0.442,27,57,0.474,7,20,0.35,27,34,0.794,102
71,CLE,2018-02-27,129,,BRK,1,240,50,97,0.515,38,73,0.521,12,24,0.5,17,27,0.63,129,44,82,0.537,32,50,0.64,12,32,0.375,23,30,0.767,123
72,LAC,2018-02-14,129,@,BOS,1,240,44,88,0.5,33,59,0.559,11,29,0.379,30,33,0.909,129,42,97,0.433,27,66,0.409,15,31,0.484,20,21,0.952,119
73,GSW,2018-02-12,129,,PHO,1,240,52,89,0.584,41,63,0.651,11,26,0.423,14,21,0.667,129,33,95,0.347,30,72,0.417,3,23,0.13,14,22,0.636,83
74,SAS,2018-02-07,129,@,PHO,1,240,46,93,0.495,30,61,0.492,16,32,0.5,21,27,0.778,129,33,97,0.34,30,65,0.462,3,32,0.094,12,18,0.667,81
75,UTA,2018-02-02,129,@,PHO,1,240,51,90,0.567,36,61,0.59,15,29,0.517,12,17,0.706,129,36,87,0.414,27,54,0.5,9,33,0.273,16,19,0.842,97
76,UTA,2018-01-30,129,,GSW,1,240,53,91,0.582,39,63,0.619,14,28,0.5,9,14,0.643,129,39,85,0.459,34,60,0.567,5,25,0.2,16,21,0.762,99
77,WAS,2018-01-27,129,@,ATL,1,240,49,85,0.576,31,53,0.585,18,32,0.563,13,14,0.929,129,38,88,0.432,26,45,0.578,12,43,0.279,16,21,0.762,104
78,TOR,2018-01-05,129,@,MIL,1,240,48,86,0.558,38,53,0.717,10,33,0.303,23,28,0.821,129,41,77,0.532,34,60,0.567,7,17,0.412,21,29,0.724,110
79,TOR,2017-12-20,129,@,CHO,1,240,49,91,0.538,33,58,0.569,16,33,0.485,15,18,0.833,129,39,85,0.459,32,62,0.516,7,23,0.304,26,35,0.743,111
80,CHO,2017-11-22,129,,WAS,1,265,43,91,0.473,33,63,0.524,10,28,0.357,33,40,0.825,129,48,99,0.485,37,66,0.561,11,33,0.333,17,22,0.773,124
81,TOR,2017-11-14,129,@,HOU,1,240,41,78,0.526,27,48,0.563,14,30,0.467,33,42,0.786,129,33,79,0.418,21,40,0.525,12,39,0.308,35,41,0.854,113
82,DEN,2017-11-01,129,,TOR,1,240,47,88,0.534,31,56,0.554,16,32,0.5,19,29,0.655,129,42,85,0.494,31,54,0.574,11,31,0.355,16,25,0.64,111
83,DEN,2018-04-01,128,,MIL,1,265,40,90,0.444,29,54,0.537,11,36,0.306,37,46,0.804,128,45,100,0.45,33,67,0.493,12,33,0.364,23,27,0.852,125
84,NYK,2018-03-26,128,@,CHO,0,265,54,105,0.514,45,75,0.6,9,30,0.3,11,11,1.0,128,51,93,0.548,40,65,0.615,11,28,0.393,24,28,0.857,137
85,NOP,2018-03-22,128,,LAL,1,240,52,95,0.547,46,71,0.648,6,24,0.25,18,22,0.818,128,43,87,0.494,26,48,0.542,17,39,0.436,22,28,0.786,125
86,PHI,2018-03-06,128,@,CHO,1,240,50,87,0.575,34,54,0.63,16,33,0.485,12,15,0.8,128,40,80,0.5,29,51,0.569,11,29,0.379,23,31,0.742,114
87,LAC,2018-03-02,128,,NYK,1,240,50,89,0.562,41,64,0.641,9,25,0.36,19,24,0.792,128,41,89,0.461,30,64,0.469,11,25,0.44,12,16,0.75,105
88,LAC,2018-02-23,128,@,PHO,1,240,45,87,0.517,31,55,0.564,14,32,0.438,24,32,0.75,128,45,103,0.437,36,72,0.5,9,31,0.29,18,31,0.581,117
89,BRK,2018-02-10,128,,NOP,0,290,43,114,0.377,22,55,0.4,21,59,0.356,21,22,0.955,128,52,106,0.491,43,82,0.524,9,24,0.375,25,39,0.641,138
90,CHI,2018-01-22,128,@,NOP,0,290,45,92,0.489,37,61,0.607,8,31,0.258,30,34,0.882,128,47,113,0.416,31,69,0.449,16,44,0.364,22,26,0.846,132
91,MEM,2017-12-30,128,@,GSW,0,240,49,94,0.521,34,73,0.466,15,21,0.714,15,22,0.682,128,50,85,0.588,32,52,0.615,18,33,0.545,23,25,0.92,141
92,DAL,2017-12-29,128,@,NOP,1,240,46,83,0.554,24,44,0.545,22,39,0.564,14,18,0.778,128,42,85,0.494,34,54,0.63,8,31,0.258,28,32,0.875,120
93,MIN,2017-12-27,128,,DEN,1,265,47,90,0.522,35,61,0.574,12,29,0.414,22,30,0.733,128,42,91,0.462,27,52,0.519,15,39,0.385,26,31,0.839,125
94,NOP,2017-12-27,128,,BRK,1,240,48,90,0.533,31,57,0.544,17,33,0.515,15,19,0.789,128,41,90,0.456,22,52,0.423,19,38,0.5,12,14,0.857,113
95,LAC,2017-12-22,128,@,HOU,1,240,43,91,0.473,25,49,0.51,18,42,0.429,24,31,0.774,128,36,78,0.462,19,38,0.5,17,40,0.425,29,35,0.829,118
96,ORL,2017-11-10,128,@,PHO,1,240,43,82,0.524,30,54,0.556,13,28,0.464,29,43,0.674,128,44,94,0.468,39,70,0.557,5,24,0.208,19,25,0.76,112
97,TOR,2017-10-21,128,,PHI,1,240,42,89,0.472,29,45,0.644,13,44,0.295,31,37,0.838,128,32,82,0.39,24,58,0.414,8,24,0.333,22,36,0.611,94
98,GSW,2017-10-20,128,@,NOP,1,240,47,92,0.511,29,51,0.569,18,41,0.439,16,20,0.8,128,45,98,0.459,29,62,0.468,16,36,0.444,14,22,0.636,120
99,LAC,2018-03-21,127,@,MIL,1,240,45,86,0.523,30,56,0.536,15,30,0.5,22,29,0.759,127,50,91,0.549,42,65,0.646,8,26,0.308,12,17,0.706,120
100,LAL,2018-03-11,127,,CLE,1,240,48,96,0.5,35,62,0.565,13,34,0.382,18,20,0.9,127,41,88,0.466,29,57,0.509,12,31,0.387,19,23,0.826,113
101,LAC,2018-02-22,127,@,GSW,0,240,44,88,0.5,33,56,0.589,11,32,0.344,28,34,0.824,127,47,77,0.61,33,52,0.635,14,25,0.56,26,34,0.765,134
102,DEN,2018-02-01,127,,OKC,1,240,50,97,0.515,35,59,0.593,15,38,0.395,12,17,0.706,127,51,98,0.52,42,70,0.6,9,28,0.321,13,17,0.765,124
103,ORL,2018-01-31,127,,LAL,1,240,44,81,0.543,26,49,0.531,18,32,0.563,21,29,0.724,127,39,83,0.47,35,63,0.556,4,20,0.2,23,30,0.767,105
104,LAL,2018-01-21,127,,NYK,1,240,51,91,0.56,41,65,0.631,10,26,0.385,15,21,0.714,127,44,81,0.543,32,56,0.571,12,25,0.48,7,10,0.7,107
105,GSW,2018-01-13,127,@,TOR,1,240,47,81,0.58,38,57,0.667,9,24,0.375,24,28,0.857,127,45,93,0.484,37,68,0.544,8,25,0.32,27,32,0.844,125
106,MIN,2018-01-08,127,,CLE,1,240,52,100,0.52,42,69,0.609,10,31,0.323,13,17,0.765,127,37,84,0.44,24,46,0.522,13,38,0.342,12,16,0.75,99
107,ORL,2018-01-06,127,,CLE,0,240,49,98,0.5,35,61,0.574,14,37,0.378,15,22,0.682,127,47,94,0.5,32,60,0.533,15,34,0.441,22,31,0.71,131
108,CHI,2018-01-05,127,@,DAL,1,240,44,78,0.564,30,50,0.6,14,28,0.5,25,31,0.806,127,49,92,0.533,35,60,0.583,14,32,0.438,12,17,0.706,124
109,OKC,2018-01-04,127,@,LAC,1,240,51,95,0.537,36,61,0.59,15,34,0.441,10,14,0.714,127,45,100,0.45,36,70,0.514,9,30,0.3,18,23,0.783,117
110,CLE,2018-01-02,127,,POR,1,240,43,83,0.518,30,51,0.588,13,32,0.406,28,37,0.757,127,42,90,0.467,29,58,0.5,13,32,0.406,13,19,0.684,110
111,MIL,2018-01-01,127,@,TOR,0,265,44,93,0.473,31,66,0.47,13,27,0.481,26,28,0.929,127,45,91,0.495,31,58,0.534,14,33,0.424,27,33,0.818,131
112,GSW,2017-11-29,127,@,LAL,1,265,47,94,0.5,35,64,0.547,12,30,0.4,21,28,0.75,127,47,95,0.495,38,71,0.535,9,24,0.375,20,25,0.8,123
113,POR,2017-11-24,127,@,BRK,1,240,48,96,0.5,42,81,0.519,6,15,0.4,25,35,0.714,127,50,100,0.5,40,75,0.533,10,25,0.4,15,21,0.714,125
114,LAL,2017-11-19,127,,DEN,1,240,53,100,0.53,41,68,0.603,12,32,0.375,9,16,0.563,127,36,84,0.429,23,53,0.434,13,31,0.419,24,35,0.686,109
115,GSW,2017-11-04,127,@,DEN,1,240,50,91,0.549,32,51,0.627,18,40,0.45,9,17,0.529,127,40,87,0.46,34,63,0.54,6,24,0.25,22,27,0.815,108
116,NOP,2018-04-07,126,@,GSW,1,240,49,87,0.563,38,60,0.633,11,27,0.407,17,22,0.773,126,49,90,0.544,34,57,0.596,15,33,0.455,7,11,0.636,120
117,IND,2018-04-05,126,,GSW,1,240,50,93,0.538,35,64,0.547,15,29,0.517,11,15,0.733,126,37,83,0.446,28,54,0.519,9,29,0.31,23,24,0.958,106
118,DEN,2018-03-30,126,@,OKC,1,265,49,94,0.521,39,64,0.609,10,30,0.333,18,21,0.857,126,45,108,0.417,25,64,0.391,20,44,0.455,15,27,0.556,125
119,MIN,2018-03-28,126,,ATL,1,240,48,90,0.533,35,60,0.583,13,30,0.433,17,21,0.81,126,41,77,0.532,28,50,0.56,13,27,0.481,19,23,0.826,114
120,ORL,2018-03-14,126,,MIL,1,240,44,87,0.506,26,53,0.491,18,34,0.529,20,23,0.87,126,49,98,0.5,39,74,0.527,10,24,0.417,9,12,0.75,117
121,NOP,2018-03-04,126,@,DAL,1,240,49,91,0.538,37,65,0.569,12,26,0.462,16,21,0.762,126,40,90,0.444,30,67,0.448,10,23,0.435,19,25,0.76,109
122,DEN,2018-03-03,126,@,CLE,1,240,47,86,0.547,28,51,0.549,19,35,0.543,13,15,0.867,126,46,88,0.523,37,64,0.578,9,24,0.375,16,21,0.762,117
123,HOU,2018-02-13,126,@,MIN,1,240,41,83,0.494,19,36,0.528,22,47,0.468,22,29,0.759,126,40,84,0.476,34,61,0.557,6,23,0.261,22,23,0.957,108
124,IND,2018-02-02,126,@,CHO,0,240,44,87,0.506,32,58,0.552,12,29,0.414,26,28,0.929,126,44,83,0.53,29,50,0.58,15,33,0.455,30,34,0.882,133
125,GSW,2018-01-25,126,,MIN,1,240,48,89,0.539,27,52,0.519,21,37,0.568,9,15,0.6,126,46,101,0.455,40,81,0.494,6,20,0.3,15,18,0.833,113
126,MIN,2018-01-22,126,@,LAC,1,240,43,91,0.473,36,69,0.522,7,22,0.318,33,39,0.846,126,47,84,0.56,38,57,0.667,9,27,0.333,15,22,0.682,118
127,LAC,2018-01-13,126,,SAC,1,240,46,82,0.561,34,51,0.667,12,31,0.387,22,26,0.846,126,43,85,0.506,37,68,0.544,6,17,0.353,13,22,0.591,105
128,GSW,2017-12-27,126,,UTA,1,240,51,86,0.593,40,63,0.635,11,23,0.478,13,17,0.765,126,37,92,0.402,31,69,0.449,6,23,0.261,21,27,0.778,101
129,IND,2017-12-10,126,,DEN,1,265,49,93,0.527,39,68,0.574,10,25,0.4,18,22,0.818,126,43,95,0.453,26,53,0.491,17,42,0.405,13,16,0.813,116
130,TOR,2017-12-05,126,,PHO,1,240,44,92,0.478,29,56,0.518,15,36,0.417,23,26,0.885,126,37,75,0.493,28,51,0.549,9,24,0.375,30,38,0.789,113
131,UTA,2017-11-30,126,@,LAC,1,240,49,85,0.576,32,50,0.64,17,35,0.486,11,14,0.786,126,38,70,0.543,28,41,0.683,10,29,0.345,21,30,0.7,107
132,TOR,2017-11-29,126,,CHO,1,240,52,98,0.531,38,66,0.576,14,32,0.438,8,11,0.727,126,37,79,0.468,28,60,0.467,9,19,0.474,30,35,0.857,113
133,ATL,2017-11-15,126,,SAC,1,240,50,79,0.633,34,47,0.723,16,32,0.5,10,16,0.625,126,31,88,0.352,25,60,0.417,6,28,0.214,12,20,0.6,80
134,MIA,2017-11-08,126,@,PHO,1,240,43,81,0.531,31,51,0.608,12,30,0.4,28,35,0.8,126,40,88,0.455,28,59,0.475,12,29,0.414,23,30,0.767,115
135,CHO,2017-11-01,126,,MIL,1,240,45,84,0.536,31,59,0.525,14,25,0.56,22,29,0.759,126,45,91,0.495,26,55,0.473,19,36,0.528,12,15,0.8,121
136,BRK,2017-10-20,126,,ORL,1,240,46,92,0.5,37,65,0.569,9,27,0.333,25,35,0.714,126,45,89,0.506,27,56,0.482,18,33,0.545,13,15,0.867,121
137,MIL,2018-04-01,125,@,DEN,0,265,45,100,0.45,33,67,0.493,12,33,0.364,23,27,0.852,125,40,90,0.444,29,54,0.537,11,36,0.306,37,46,0.804,128
138,OKC,2018-03-30,125,,DEN,0,265,45,108,0.417,25,64,0.391,20,44,0.455,15,27,0.556,125,49,94,0.521,39,64,0.609,10,30,0.333,18,21,0.857,126
139,LAL,2018-03-22,125,@,NOP,0,240,43,87,0.494,26,48,0.542,17,39,0.436,22,28,0.786,125,52,95,0.547,46,71,0.648,6,24,0.25,18,22,0.818,128
140,TOR,2018-03-18,125,,OKC,0,240,46,81,0.568,31,51,0.608,15,30,0.5,18,23,0.783,125,49,88,0.557,39,67,0.582,10,21,0.476,24,34,0.706,132
141,WAS,2018-03-14,125,@,BOS,1,290,46,97,0.474,34,65,0.523,12,32,0.375,21,28,0.75,125,48,99,0.485,36,73,0.493,12,26,0.462,16,23,0.696,124
142,DEN,2018-03-09,125,,LAL,1,240,42,83,0.506,27,52,0.519,15,31,0.484,26,30,0.867,125,45,92,0.489,31,57,0.544,14,35,0.4,12,16,0.75,116
143,POR,2018-03-09,125,,GSW,1,240,44,89,0.494,28,50,0.56,16,39,0.41,21,27,0.778,125,38,78,0.487,26,50,0.52,12,28,0.429,20,24,0.833,108
144,BRK,2018-03-08,125,@,CHO,1,240,47,92,0.511,36,60,0.6,11,32,0.344,20,22,0.909,125,41,85,0.482,37,66,0.561,4,19,0.211,25,30,0.833,111
145,MIA,2018-03-05,125,,PHO,1,240,47,92,0.511,35,56,0.625,12,36,0.333,19,23,0.826,125,42,87,0.483,32,63,0.508,10,24,0.417,9,18,0.5,103
146,GSW,2018-02-26,125,@,NYK,1,240,44,85,0.518,29,54,0.537,15,31,0.484,22,26,0.846,125,47,96,0.49,37,71,0.521,10,25,0.4,7,9,0.778,111
147,NOP,2018-02-26,125,,PHO,1,240,43,91,0.473,35,63,0.556,8,28,0.286,31,40,0.775,125,42,97,0.433,35,73,0.479,7,24,0.292,25,32,0.781,116
148,OKC,2018-02-06,125,@,GSW,1,240,44,93,0.473,32,62,0.516,12,31,0.387,25,33,0.758,125,37,76,0.487,29,48,0.604,8,28,0.286,23,31,0.742,105
