Rk,Team,Date,PTS,Unnamed: 4,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS.1,FG.1,FGA.1,FG%.1,2P.1,2PA.1,2P%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,PTS.2
19,MIN,2016-03-05,132,,BRK,1,240,52,76,0.684,42,58,0.724,10,18,0.556,18,22,0.818,132,45,92,0.489,36,66,0.545,9,26,0.346,19,26,0.731,118
20,GSW,2016-01-18,132,@,CLE,1,240,46,85,0.541,27,45,0.6,19,40,0.475,21,27,0.778,132,37,77,0.481,30,58,0.517,7,19,0.368,17,25,0.68,98
21,HOU,2016-01-18,132,@,LAC,0,265,44,88,0.5,33,56,0.589,11,32,0.344,33,52,0.635,132,47,91,0.516,25,54,0.463,22,37,0.595,24,33,0.727,140
22,SAC,2015-10-30,132,,LAL,1,240,52,101,0.515,46,79,0.582,6,22,0.273,22,30,0.733,132,41,89,0.461,30,55,0.545,11,34,0.324,21,27,0.778,114
23,BRK,2016-03-15,131,,PHI,1,240,47,90,0.522,37,66,0.561,10,24,0.417,27,31,0.871,131,41,88,0.466,30,58,0.517,11,30,0.367,21,26,0.808,114
24,OKC,2016-02-29,131,@,SAC,1,240,47,82,0.573,33,48,0.688,14,34,0.412,23,26,0.885,131,48,107,0.449,41,82,0.5,7,25,0.28,13,19,0.684,116
25,OKC,2015-12-29,131,,MIL,1,240,43,86,0.5,35,64,0.547,8,22,0.364,37,40,0.925,131,49,100,0.49,39,84,0.464,10,16,0.625,15,22,0.682,123
26,GSW,2015-12-08,131,@,IND,1,240,52,95,0.547,36,60,0.6,16,35,0.457,11,15,0.733,131,44,100,0.44,30,67,0.448,14,33,0.424,21,26,0.808,123
27,HOU,2016-04-10,130,,LAL,1,240,50,98,0.51,33,57,0.579,17,41,0.415,13,18,0.722,130,41,83,0.494,29,55,0.527,12,28,0.429,16,19,0.842,110
28,GSW,2016-03-18,130,@,DAL,1,240,48,95,0.505,26,57,0.456,22,38,0.579,12,14,0.857,130,41,93,0.441,32,64,0.5,9,29,0.31,21,22,0.955,112
29,OKC,2016-03-16,130,@,BOS,1,240,47,96,0.49,35,67,0.522,12,29,0.414,24,30,0.8,130,40,93,0.43,35,74,0.473,5,19,0.263,24,27,0.889,109
30,HOU,2016-03-14,130,,MEM,1,240,46,85,0.541,30,52,0.577,16,33,0.485,22,34,0.647,130,30,101,0.297,26,84,0.31,4,17,0.235,17,28,0.607,81
31,ORL,2016-02-28,130,,PHI,1,240,49,86,0.57,39,70,0.557,10,16,0.625,22,25,0.88,130,41,77,0.532,36,55,0.655,5,22,0.227,29,37,0.784,116
32,GSW,2016-02-25,130,@,ORL,1,240,53,88,0.602,40,63,0.635,13,25,0.52,11,16,0.688,130,41,90,0.456,31,64,0.484,10,26,0.385,22,28,0.786,114
33,SAS,2016-01-27,130,,HOU,1,240,50,90,0.556,38,67,0.567,12,23,0.522,18,21,0.857,130,28,73,0.384,20,43,0.465,8,30,0.267,35,52,0.673,99
34,LAC,2016-01-02,130,,PHI,1,240,49,81,0.605,37,58,0.638,12,23,0.522,20,25,0.8,130,41,89,0.461,32,66,0.485,9,23,0.391,8,17,0.471,99
35,NOP,2015-12-20,130,@,DEN,1,240,44,78,0.564,33,54,0.611,11,24,0.458,31,39,0.795,130,45,96,0.469,28,61,0.459,17,35,0.486,18,22,0.818,125
36,CHO,2015-11-03,130,,CHI,1,240,47,91,0.516,33,68,0.485,14,23,0.609,22,23,0.957,130,44,90,0.489,30,60,0.5,14,30,0.467,3,8,0.375,105
37,HOU,2016-04-11,129,@,MIN,1,240,48,86,0.558,33,56,0.589,15,30,0.5,18,26,0.692,129,38,83,0.458,33,62,0.532,5,21,0.238,24,33,0.727,105
38,IND,2016-04-10,129,,BRK,1,240,48,86,0.558,37,59,0.627,11,27,0.407,22,27,0.815,129,35,91,0.385,21,54,0.389,14,37,0.378,21,26,0.808,105
39,WAS,2016-03-25,129,,MIN,0,290,50,100,0.5,37,71,0.521,13,29,0.448,16,23,0.696,129,51,96,0.531,43,70,0.614,8,26,0.308,22,22,1.0,132
40,MIA,2016-03-01,129,,CHI,1,240,52,77,0.675,46,65,0.708,6,12,0.5,19,25,0.76,129,41,90,0.456,30,67,0.448,11,23,0.478,18,26,0.692,111
41,DAL,2016-02-21,129,,PHI,1,240,41,85,0.482,28,51,0.549,13,34,0.382,34,36,0.944,129,37,77,0.481,25,49,0.51,12,28,0.429,17,27,0.63,103
42,CHO,2016-01-25,129,@,SAC,1,290,44,110,0.4,24,66,0.364,20,44,0.455,21,26,0.808,129,48,91,0.527,41,68,0.603,7,23,0.304,25,32,0.781,128
43,DEN,2016-01-17,129,,IND,1,240,46,91,0.505,36,65,0.554,10,26,0.385,27,38,0.711,129,48,82,0.585,39,62,0.629,9,20,0.45,21,30,0.7,126
44,SAC,2015-11-25,129,@,MIL,1,240,44,77,0.571,34,54,0.63,10,23,0.435,31,37,0.838,129,42,88,0.477,29,57,0.509,13,31,0.419,21,27,0.778,118
45,GSW,2015-11-12,129,@,MIN,1,240,48,89,0.539,30,51,0.588,18,38,0.474,15,16,0.938,129,43,87,0.494,40,78,0.513,3,9,0.333,27,36,0.75,116
46,GSW,2016-03-25,128,,DAL,1,240,43,88,0.489,22,43,0.512,21,45,0.467,21,23,0.913,128,43,96,0.448,25,61,0.41,18,35,0.514,16,21,0.762,120
47,OKC,2016-03-14,128,,POR,1,240,49,83,0.59,40,66,0.606,9,17,0.529,21,26,0.808,128,31,91,0.341,24,64,0.375,7,27,0.259,25,27,0.926,94
48,GSW,2016-03-11,128,,POR,1,240,40,89,0.449,22,49,0.449,18,40,0.45,30,39,0.769,128,37,86,0.43,18,50,0.36,19,36,0.528,19,23,0.826,112
49,NYK,2016-03-09,128,@,PHO,1,240,46,82,0.561,30,58,0.517,16,24,0.667,20,24,0.833,128,39,89,0.438,30,60,0.5,9,29,0.31,10,15,0.667,97
50,MIL,2016-02-29,128,,HOU,1,240,48,81,0.593,40,66,0.606,8,15,0.533,24,33,0.727,128,41,87,0.471,26,51,0.51,15,36,0.417,24,35,0.686,121
51,DAL,2016-02-28,128,,MIN,1,240,47,89,0.528,34,53,0.642,13,36,0.361,21,21,1.0,128,34,90,0.378,27,67,0.403,7,23,0.304,26,37,0.703,101
52,MEM,2016-02-24,128,,LAL,1,240,48,85,0.565,35,58,0.603,13,27,0.481,19,29,0.655,128,39,88,0.443,22,49,0.449,17,39,0.436,24,33,0.727,119
53,BOS,2016-02-07,128,,SAC,1,240,51,91,0.56,38,67,0.567,13,24,0.542,13,15,0.867,128,47,95,0.495,37,69,0.536,10,26,0.385,15,19,0.789,119
54,BRK,2016-02-05,128,,SAC,1,240,48,86,0.558,30,58,0.517,18,28,0.643,14,15,0.933,128,45,89,0.506,37,63,0.587,8,26,0.308,21,22,0.955,119
55,OKC,2016-01-26,128,@,NYK,1,265,46,99,0.465,35,79,0.443,11,20,0.55,25,29,0.862,128,44,95,0.463,33,72,0.458,11,23,0.478,23,30,0.767,122
56,SAC,2016-01-25,128,,CHO,0,290,48,91,0.527,41,68,0.603,7,23,0.304,25,32,0.781,128,44,110,0.4,24,66,0.364,20,44,0.455,21,26,0.808,129
57,GSW,2016-01-09,128,@,SAC,1,240,49,87,0.563,30,50,0.6,19,37,0.514,11,15,0.733,128,43,92,0.467,35,69,0.507,8,23,0.348,22,29,0.759,116
58,GSW,2016-01-08,128,@,POR,1,240,46,87,0.529,28,55,0.509,18,32,0.563,18,21,0.857,128,38,96,0.396,26,63,0.413,12,33,0.364,20,28,0.714,108
59,GSW,2015-12-16,128,,PHO,1,240,46,88,0.523,31,56,0.554,15,32,0.469,21,27,0.778,128,41,91,0.451,36,69,0.522,5,22,0.227,16,18,0.889,103
60,GSW,2016-01-27,127,,DAL,1,240,47,81,0.58,33,52,0.635,14,29,0.483,19,21,0.905,127,44,87,0.506,33,56,0.589,11,31,0.355,8,12,0.667,107
61,ATL,2015-12-16,127,,PHI,1,240,48,78,0.615,38,57,0.667,10,21,0.476,21,24,0.875,127,39,75,0.52,27,49,0.551,12,26,0.462,16,24,0.667,106
62,DET,2015-12-02,127,,PHO,1,265,44,87,0.506,32,60,0.533,12,27,0.444,27,44,0.614,127,47,97,0.485,33,64,0.516,14,33,0.424,14,15,0.933,122
63,CHO,2015-11-23,127,,SAC,1,265,49,98,0.5,40,69,0.58,9,29,0.31,20,26,0.769,127,52,104,0.5,44,73,0.603,8,31,0.258,10,16,0.625,122
64,CHO,2016-03-01,126,,PHO,1,240,45,93,0.484,32,66,0.485,13,27,0.481,23,27,0.852,126,33,91,0.363,27,64,0.422,6,27,0.222,20,27,0.741,92
65,CHI,2016-02-21,126,,LAL,1,240,44,79,0.557,31,60,0.517,13,19,0.684,25,26,0.962,126,43,93,0.462,36,72,0.5,7,21,0.333,22,33,0.667,115
66,OKC,2016-01-27,126,@,MIN,1,240,48,91,0.527,38,71,0.535,10,20,0.5,20,21,0.952,126,50,90,0.556,45,76,0.592,5,14,0.357,18,28,0.643,123
67,IND,2016-01-17,126,@,DEN,0,240,48,82,0.585,39,62,0.629,9,20,0.45,21,30,0.7,126,46,91,0.505,36,65,0.554,10,26,0.385,27,38,0.711,129
68,ATL,2016-01-07,126,@,PHI,1,240,49,92,0.533,36,60,0.6,13,32,0.406,15,19,0.789,126,39,86,0.453,34,68,0.5,5,18,0.278,15,25,0.6,98
69,HOU,2015-12-12,126,,LAL,1,240,47,90,0.522,32,57,0.561,15,33,0.455,17,28,0.607,126,35,88,0.398,25,56,0.446,10,32,0.313,17,20,0.85,97
70,GSW,2016-04-13,125,,MEM,1,240,46,87,0.529,26,40,0.65,20,47,0.426,13,16,0.813,125,42,98,0.429,34,74,0.459,8,24,0.333,12,16,0.75,104
71,GSW,2016-03-14,125,,NOP,1,240,47,81,0.58,35,56,0.625,12,25,0.48,19,23,0.826,125,35,93,0.376,28,68,0.412,7,25,0.28,30,34,0.882,107
72,CHO,2016-03-12,125,,HOU,1,240,48,88,0.545,33,57,0.579,15,31,0.484,14,16,0.875,125,43,93,0.462,38,67,0.567,5,26,0.192,18,28,0.643,109
73,DET,2016-03-12,125,@,PHI,1,240,49,91,0.538,40,73,0.548,9,18,0.5,18,22,0.818,125,39,84,0.464,29,59,0.492,10,25,0.4,23,27,0.852,111
74,GSW,2016-01-20,125,@,CHI,1,240,50,95,0.526,38,63,0.603,12,32,0.375,13,20,0.65,125,37,100,0.37,36,80,0.45,1,20,0.05,19,24,0.792,94
75,CLE,2016-01-08,125,@,MIN,1,240,43,81,0.531,30,54,0.556,13,27,0.481,26,29,0.897,125,36,79,0.456,29,63,0.46,7,16,0.438,20,26,0.769,99
76,DEN,2015-12-20,125,,NOP,0,240,45,96,0.469,28,61,0.459,17,35,0.486,18,22,0.818,125,44,78,0.564,33,54,0.611,11,24,0.458,31,39,0.795,130
77,OKC,2015-12-08,125,@,MEM,1,240,47,84,0.56,34,58,0.586,13,26,0.5,18,23,0.783,125,33,81,0.407,30,67,0.448,3,14,0.214,19,22,0.864,88
78,OKC,2015-11-10,125,@,WAS,1,240,44,86,0.512,29,63,0.46,15,23,0.652,22,29,0.759,125,38,97,0.392,33,73,0.452,5,24,0.208,20,26,0.769,101
79,BOS,2016-04-08,124,,MIL,1,240,44,78,0.564,38,64,0.594,6,14,0.429,30,38,0.789,124,41,84,0.488,34,67,0.507,7,17,0.412,20,29,0.69,109
80,PHO,2016-04-07,124,@,HOU,1,240,44,94,0.468,32,63,0.508,12,31,0.387,24,29,0.828,124,42,74,0.568,28,41,0.683,14,33,0.424,17,28,0.607,115
81,OKC,2016-04-05,124,@,DEN,1,240,46,87,0.529,31,54,0.574,15,33,0.455,17,24,0.708,124,37,88,0.42,27,58,0.466,10,30,0.333,18,27,0.667,102
82,MIN,2016-04-05,124,@,GSW,1,265,44,86,0.512,36,69,0.522,8,17,0.471,28,36,0.778,124,49,98,0.5,37,63,0.587,12,35,0.343,7,8,0.875,117
83,CLE,2016-03-21,124,,DEN,1,240,48,86,0.558,33,55,0.6,15,31,0.484,13,17,0.765,124,32,81,0.395,24,59,0.407,8,22,0.364,19,25,0.76,91
84,WAS,2016-03-14,124,,DET,1,240,51,90,0.567,43,72,0.597,8,18,0.444,14,18,0.778,124,32,79,0.405,29,56,0.518,3,23,0.13,14,22,0.636,81
85,MIA,2016-03-14,124,,DEN,1,240,47,79,0.595,39,62,0.629,8,17,0.471,22,28,0.786,124,49,93,0.527,42,73,0.575,7,20,0.35,14,20,0.7,119
86,ORL,2016-02-23,124,@,PHI,1,240,41,85,0.482,34,71,0.479,7,14,0.5,35,41,0.854,124,43,79,0.544,33,58,0.569,10,21,0.476,19,26,0.731,115
87,MIN,2016-02-22,124,,BOS,1,240,43,83,0.518,35,68,0.515,8,15,0.533,30,40,0.75,124,49,101,0.485,39,73,0.534,10,28,0.357,14,17,0.824,122
88,LAC,2016-02-22,124,,PHO,1,240,44,80,0.55,31,56,0.554,13,24,0.542,23,35,0.657,124,31,88,0.352,24,64,0.375,7,24,0.292,15,20,0.75,84
89,ATL,2016-02-03,124,@,PHI,1,240,48,92,0.522,38,72,0.528,10,20,0.5,18,25,0.72,124,35,84,0.417,29,57,0.509,6,27,0.222,10,14,0.714,86
90,CHO,2016-01-18,124,,UTA,1,290,41,88,0.466,27,61,0.443,14,27,0.519,28,32,0.875,124,44,104,0.423,29,59,0.492,15,45,0.333,16,20,0.8,119
91,GSW,2015-12-11,124,@,BOS,1,290,42,107,0.393,33,76,0.434,9,31,0.29,31,39,0.795,124,49,114,0.43,37,81,0.457,12,33,0.364,9,16,0.563,119
92,GSW,2015-11-19,124,@,LAC,1,240,38,73,0.521,21,43,0.488,17,30,0.567,31,36,0.861,124,44,88,0.5,31,59,0.525,13,29,0.448,16,24,0.667,117
93,OKC,2015-11-08,124,,PHO,1,240,49,94,0.521,45,74,0.608,4,20,0.2,22,30,0.733,124,38,84,0.452,31,68,0.456,7,16,0.438,20,26,0.769,103
94,IND,2016-04-06,123,,CLE,1,240,45,80,0.563,29,49,0.592,16,31,0.516,17,22,0.773,123,35,74,0.473,27,45,0.6,8,29,0.276,31,34,0.912,109
95,UTA,2016-03-28,123,,LAL,1,240,46,89,0.517,29,57,0.509,17,32,0.531,14,19,0.737,123,26,85,0.306,19,65,0.292,7,20,0.35,16,22,0.727,75
96,NOP,2016-03-16,123,@,SAC,1,240,49,90,0.544,37,69,0.536,12,21,0.571,13,16,0.813,123,42,90,0.467,33,72,0.458,9,18,0.5,15,17,0.882,108
97,GSW,2016-03-12,123,,PHO,1,240,42,84,0.5,31,51,0.608,11,33,0.333,28,33,0.848,123,45,92,0.489,34,63,0.54,11,29,0.379,15,20,0.75,116
98,DET,2016-03-06,123,,POR,1,240,44,84,0.524,32,62,0.516,12,22,0.545,23,28,0.821,123,35,78,0.449,24,47,0.511,11,31,0.355,22,23,0.957,103
99,NOP,2016-02-25,123,,OKC,1,240,47,90,0.522,35,70,0.5,12,20,0.6,17,18,0.944,123,47,86,0.547,39,67,0.582,8,19,0.421,17,22,0.773,119
100,GSW,2016-02-09,123,,HOU,1,240,44,94,0.468,32,60,0.533,12,34,0.353,23,26,0.885,123,37,87,0.425,24,54,0.444,13,33,0.394,23,35,0.657,110
101,WAS,2016-01-30,123,@,HOU,1,240,45,86,0.523,34,54,0.63,11,32,0.344,22,30,0.733,123,41,86,0.477,24,51,0.471,17,35,0.486,23,33,0.697,122
102,MIN,2016-01-27,123,,OKC,0,240,50,90,0.556,45,76,0.592,5,14,0.357,18,28,0.643,123,48,91,0.527,38,71,0.535,10,20,0.5,20,21,0.952,126
103,DET,2016-01-20,123,@,HOU,1,240,38,80,0.475,26,50,0.52,12,30,0.4,35,59,0.593,123,43,95,0.453,31,71,0.437,12,24,0.5,16,18,0.889,114
104,SAS,2016-01-06,123,,UTA,1,240,52,86,0.605,43,65,0.662,9,21,0.429,10,13,0.769,123,37,79,0.468,30,61,0.492,7,18,0.389,17,18,0.944,98
105,SAS,2016-01-04,123,@,MIL,1,240,49,90,0.544,40,70,0.571,9,20,0.45,16,20,0.8,123,37,77,0.481,34,65,0.523,3,12,0.25,21,30,0.7,98
106,MIL,2015-12-29,123,@,OKC,0,240,49,100,0.49,39,84,0.464,10,16,0.625,15,22,0.682,123,43,86,0.5,35,64,0.547,8,22,0.364,37,40,0.925,131
107,CHO,2015-12-11,123,@,MEM,1,240,39,78,0.5,21,41,0.512,18,37,0.486,27,30,0.9,123,32,80,0.4,25,60,0.417,7,20,0.35,28,37,0.757,99
108,MIN,2015-12-09,123,,LAL,1,265,46,93,0.495,39,74,0.527,7,19,0.368,24,31,0.774,123,48,93,0.516,39,70,0.557,9,23,0.391,17,27,0.63,122
109,IND,2015-12-08,123,,GSW,0,240,44,100,0.44,30,67,0.448,14,33,0.424,21,26,0.808,123,52,95,0.547,36,60,0.6,16,35,0.457,11,15,0.733,131
110,POR,2015-12-03,123,,IND,1,240,44,85,0.518,26,49,0.531,18,36,0.5,17,20,0.85,123,38,88,0.432,25,58,0.431,13,30,0.433,22,24,0.917,111
111,IND,2015-11-24,123,@,WAS,1,240,44,80,0.55,25,54,0.463,19,26,0.731,16,23,0.696,123,38,83,0.458,25,50,0.5,13,33,0.394,17,24,0.708,106
112,IND,2015-11-21,123,,MIL,1,240,47,91,0.516,32,61,0.525,15,30,0.5,14,23,0.609,123,34,79,0.43,29,62,0.468,5,17,0.294,13,19,0.684,86
113,TOR,2016-04-12,122,,PHI,1,240,48,95,0.505,38,70,0.543,10,25,0.4,16,19,0.842,122,35,77,0.455,20,42,0.476,15,35,0.429,13,25,0.52,98
114,ATL,2016-03-23,122,@,WAS,1,240,45,84,0.536,28,42,0.667,17,42,0.405,15,22,0.682,122,39,92,0.424,27,62,0.435,12,30,0.4,11,12,0.917,101
115,MIA,2016-03-19,122,,CLE,1,240,46,84,0.548,35,65,0.538,11,19,0.579,19,23,0.826,122,40,76,0.526,30,52,0.577,10,24,0.417,11,13,0.846,101
116,LAC,2016-03-16,122,@,HOU,1,240,43,76,0.566,31,46,0.674,12,30,0.4,24,32,0.75,122,40,82,0.488,31,57,0.544,9,25,0.36,17,24,0.708,106
117,CHO,2016-03-09,122,,NOP,1,240,38,82,0.463,23,47,0.489,15,35,0.429,31,38,0.816,122,40,85,0.471,30,52,0.577,10,33,0.303,23,28,0.821,113
118,DAL,2016-02-26,122,,DEN,1,265,45,88,0.511,34,59,0.576,11,29,0.379,21,27,0.778,122,43,93,0.462,34,64,0.531,9,29,0.31,21,31,0.677,116
119,TOR,2016-02-22,122,@,NYK,1,240,46,87,0.529,35,62,0.565,11,25,0.44,19,25,0.76,122,37,84,0.44,31,64,0.484,6,20,0.3,15,23,0.652,95
120,BOS,2016-02-22,122,@,MIN,0,240,49,101,0.485,39,73,0.534,10,28,0.357,14,17,0.824,122,43,83,0.518,35,68,0.515,8,15,0.533,30,40,0.75,124
121,OKC,2016-02-08,122,@,PHO,1,240,42,85,0.494,27,52,0.519,15,33,0.455,23,30,0.767,122,37,73,0.507,36,62,0.581,1,11,0.091,31,39,0.795,106
122,HOU,2016-01-30,122,,WAS,0,240,41,86,0.477,24,51,0.471,17,35,0.486,23,33,0.697,122,45,86,0.523,34,54,0.63,11,32,0.344,22,30,0.733,123
123,NYK,2016-01-26,122,,OKC,0,265,44,95,0.463,33,72,0.458,11,23,0.478,23,30,0.767,122,46,99,0.465,35,79,0.443,11,20,0.55,25,29,0.862,128
124,GSW,2016-01-22,122,,IND,1,240,43,90,0.478,29,57,0.509,14,33,0.424,22,25,0.88,122,44,95,0.463,41,78,0.526,3,17,0.176,19,27,0.704,110
125,CLE,2016-01-04,122,,TOR,1,240,41,74,0.554,24,41,0.585,17,33,0.515,23,26,0.885,122,36,73,0.493,28,54,0.519,8,19,0.421,20,29,0.69,100
126,LAC,2015-12-30,122,@,CHO,1,240,37,71,0.521,22,41,0.537,15,30,0.5,33,41,0.805,122,38,88,0.432,29,58,0.5,9,30,0.3,32,36,0.889,117
127,GSW,2015-12-28,122,,SAC,1,240,43,89,0.483,23,47,0.489,20,42,0.476,16,24,0.667,122,37,95,0.389,24,64,0.375,13,31,0.419,16,28,0.571,103
128,OKC,2015-12-27,122,,DEN,1,240,48,83,0.578,40,68,0.588,8,15,0.533,18,21,0.857,122,46,94,0.489,37,69,0.536,9,25,0.36,11,15,0.733,112
129,LAL,2015-12-09,122,@,MIN,0,265,48,93,0.516,39,70,0.557,9,23,0.391,17,27,0.63,122,46,93,0.495,39,74,0.527,7,19,0.368,24,31,0.774,123
130,UTA,2015-12-05,122,,IND,1,265,43,92,0.467,35,69,0.507,8,23,0.348,28,37,0.757,122,40,93,0.43,28,64,0.438,12,29,0.414,27,34,0.794,119
131,PHO,2015-12-02,122,@,DET,0,265,47,97,0.485,33,64,0.516,14,33,0.424,14,15,0.933,122,44,87,0.506,32,60,0.533,12,27,0.444,27,44,0.614,127
132,SAC,2015-11-23,122,@,CHO,0,265,52,104,0.5,44,73,0.603,8,31,0.258,10,16,0.625,122,49,98,0.5,40,69,0.58,9,29,0.31,20,26,0.769,127
133,NOP,2015-11-22,122,,PHO,1,240,39,85,0.459,28,55,0.509,11,30,0.367,33,40,0.825,122,35,90,0.389,18,54,0.333,17,36,0.472,29,33,0.879,116
134,MEM,2015-11-16,122,,OKC,1,240,37,84,0.44,25,67,0.373,12,17,0.706,36,39,0.923,122,41,81,0.506,31,57,0.544,10,24,0.417,22,31,0.71,114
135,NYK,2015-10-28,122,@,MIL,1,240,42,93,0.452,33,70,0.471,9,23,0.391,29,35,0.829,122,30,86,0.349,21,68,0.309,9,18,0.5,28,31,0.903,97
136,CHI,2016-04-11,121,@,NOP,1,240,44,77,0.571,34,54,0.63,10,23,0.435,23,26,0.885,121,41,80,0.513,29,54,0.537,12,26,0.462,22,28,0.786,116
137,PHO,2016-04-09,121,@,NOP,1,240,43,83,0.518,33,58,0.569,10,25,0.4,25,31,0.806,121,39,95,0.411,32,74,0.432,7,21,0.333,15,20,0.75,100
138,WAS,2016-04-06,121,,BRK,1,240,48,95,0.505,40,67,0.597,8,28,0.286,17,20,0.85,121,39,92,0.424,32,75,0.427,7,17,0.412,18,24,0.75,103
139,MIN,2016-03-28,121,,PHO,1,240,41,81,0.506,34,55,0.618,7,26,0.269,32,40,0.8,121,41,84,0.488,26,51,0.51,15,33,0.455,19,23,0.826,116
140,GSW,2016-03-16,121,,NYK,1,240,46,91,0.505,28,54,0.519,18,37,0.486,11,12,0.917,121,36,91,0.396,29,72,0.403,7,19,0.368,6,10,0.6,85
141,POR,2016-03-12,121,,ORL,1,240,47,84,0.56,30,49,0.612,17,35,0.486,10,11,0.909,121,34,91,0.374,27,65,0.415,7,26,0.269,9,18,0.5,84
142,MEM,2016-03-11,121,,NOP,1,265,47,96,0.49,41,82,0.5,6,14,0.429,21,32,0.656,121,42,96,0.438,35,72,0.486,7,24,0.292,23,34,0.676,114
143,BRK,2016-03-04,121,@,DEN,1,265,46,91,0.505,33,69,0.478,13,22,0.591,16,21,0.762,121,46,96,0.479,40,70,0.571,6,26,0.231,22,25,0.88,120
144,GSW,2016-03-03,121,,OKC,1,240,47,87,0.54,36,53,0.679,11,34,0.324,16,21,0.762,121,40,86,0.465,36,66,0.545,4,20,0.2,22,27,0.815,106
145,DAL,2016-03-01,121,,ORL,1,240,43,77,0.558,34,58,0.586,9,19,0.474,26,31,0.839,121,41,91,0.451,32,61,0.525,9,30,0.3,17,20,0.85,108
146,HOU,2016-02-29,121,@,MIL,0,240,41,87,0.471,26,51,0.51,15,36,0.417,24,35,0.686,121,48,81,0.593,40,66,0.606,8,15,0.533,24,33,0.727,128
147,GSW,2016-02-27,121,@,OKC,1,265,45,95,0.474,31,63,0.492,14,32,0.438,17,25,0.68,121,46,96,0.479,37,70,0.529,9,26,0.346,17,26,0.654,118
148,BOS,2016-02-21,121,@,DEN,1,240,47,97,0.485,37,65,0.569,10,32,0.313,17,20,0.85,121,34,73,0.466,28,52,0.538,6,21,0.286,27,34,0.794,101
