Rk,Team,Date,PTS,Unnamed: 4,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS.1,FG.1,FGA.1,FG%.1,2P.1,2PA.1,2P%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,PTS.2
30,SAC,2021-11-05,140,,CHO,1,240,48,87,0.552,26,43,0.605,22,44,0.5,22,26,0.846,140,43,92,0.467,32,57,0.561,11,35,0.314,13,21,0.619,110
31,BOS,2021-10-25,140,@,CHO,1,265,50,101,0.495,31,51,0.608,19,50,0.38,21,25,0.84,140,46,103,0.447,27,59,0.458,19,44,0.432,18,28,0.643,129
32,BOS,2022-04-10,139,@,MEM,1,240,54,99,0.545,36,51,0.706,18,48,0.375,13,13,1.0,139,39,102,0.382,24,55,0.436,15,47,0.319,17,27,0.63,110
33,MIN,2022-04-03,139,@,HOU,1,240,51,86,0.593,34,45,0.756,17,41,0.415,20,25,0.8,139,48,85,0.565,32,45,0.711,16,40,0.4,20,29,0.69,132
34,SAS,2022-03-14,139,,MIN,0,240,52,97,0.536,39,62,0.629,13,35,0.371,22,26,0.846,139,52,90,0.578,35,57,0.614,17,33,0.515,28,32,0.875,149
35,HOU,2022-03-09,139,,LAL,1,265,52,102,0.51,35,62,0.565,17,40,0.425,18,19,0.947,139,47,101,0.465,29,54,0.537,18,47,0.383,18,26,0.692,130
36,TOR,2022-02-10,139,@,HOU,1,240,53,97,0.546,38,58,0.655,15,39,0.385,18,22,0.818,139,43,82,0.524,27,44,0.614,16,38,0.421,18,30,0.6,120
37,LAC,2022-01-17,139,,IND,1,240,45,82,0.549,27,46,0.587,18,36,0.5,31,36,0.861,139,50,97,0.515,37,64,0.578,13,33,0.394,20,23,0.87,133
38,LAL,2021-12-31,139,,POR,1,240,47,85,0.553,28,44,0.636,19,41,0.463,26,30,0.867,139,36,102,0.353,24,60,0.4,12,42,0.286,22,27,0.815,106
39,DAL,2021-12-01,139,@,NOP,1,240,57,83,0.687,39,49,0.796,18,34,0.529,7,9,0.778,139,40,89,0.449,27,52,0.519,13,37,0.351,14,16,0.875,107
40,LAC,2022-04-10,138,,OKC,1,240,54,97,0.557,36,62,0.581,18,35,0.514,12,14,0.857,138,37,98,0.378,28,64,0.438,9,34,0.265,5,9,0.556,88
41,MIN,2022-03-19,138,,MIL,1,240,47,92,0.511,25,45,0.556,22,47,0.468,22,26,0.846,138,43,97,0.443,24,45,0.533,19,52,0.365,14,17,0.824,119
42,DEN,2022-03-06,138,,NOP,1,265,47,87,0.54,37,54,0.685,10,33,0.303,34,43,0.791,138,48,101,0.475,34,68,0.5,14,33,0.424,20,29,0.69,130
43,MIN,2022-03-04,138,@,OKC,1,240,49,91,0.538,27,44,0.614,22,47,0.468,18,23,0.783,138,37,86,0.43,28,51,0.549,9,35,0.257,18,21,0.857,101
44,GSW,2022-01-14,138,@,CHI,1,240,53,94,0.564,34,52,0.654,19,42,0.452,13,17,0.765,138,37,87,0.425,27,49,0.551,10,38,0.263,12,18,0.667,96
45,BRK,2022-01-12,138,@,CHI,1,240,49,87,0.563,32,55,0.582,17,32,0.531,23,28,0.821,138,38,81,0.469,27,51,0.529,11,30,0.367,25,31,0.806,112
46,SAS,2021-12-23,138,@,LAL,1,240,46,95,0.484,28,56,0.5,18,39,0.462,28,33,0.848,138,44,94,0.468,39,67,0.582,5,27,0.185,17,30,0.567,110
47,MIN,2021-11-20,138,,MEM,1,240,49,91,0.538,29,50,0.58,20,41,0.488,20,28,0.714,138,29,83,0.349,20,51,0.392,9,32,0.281,28,35,0.8,95
48,NYK,2021-10-20,138,,BOS,1,290,51,105,0.486,34,60,0.567,17,45,0.378,19,27,0.704,138,48,117,0.41,27,60,0.45,21,57,0.368,17,23,0.739,134
49,UTA,2022-04-06,137,,OKC,1,240,49,84,0.583,34,48,0.708,15,36,0.417,24,32,0.75,137,37,90,0.411,21,53,0.396,16,37,0.432,11,17,0.647,101
50,MIL,2022-02-06,137,@,LAC,1,240,48,88,0.545,29,50,0.58,19,38,0.5,22,27,0.815,137,40,96,0.417,22,50,0.44,18,46,0.391,15,16,0.938,113
51,MIL,2022-02-05,137,@,POR,1,240,49,92,0.533,26,42,0.619,23,50,0.46,16,22,0.727,137,41,85,0.482,27,40,0.675,14,45,0.311,12,21,0.571,108
52,PHO,2021-12-19,137,,CHO,1,240,54,95,0.568,34,54,0.63,20,41,0.488,9,13,0.692,137,36,100,0.36,26,55,0.473,10,45,0.222,24,28,0.857,106
53,UTA,2021-12-03,137,,BOS,1,240,45,81,0.556,18,30,0.6,27,51,0.529,20,23,0.87,137,47,91,0.516,33,52,0.635,14,39,0.359,22,22,1.0,130
54,LAL,2021-11-26,137,,SAC,0,315,51,102,0.5,36,58,0.621,15,44,0.341,20,28,0.714,137,54,120,0.45,40,75,0.533,14,45,0.311,19,29,0.655,141
55,MIA,2021-10-21,137,,MIL,1,240,51,96,0.531,36,61,0.59,15,35,0.429,20,31,0.645,137,32,84,0.381,20,42,0.476,12,42,0.286,19,29,0.655,95
56,MIN,2022-04-01,136,@,DEN,1,240,43,86,0.5,24,46,0.522,19,40,0.475,31,36,0.861,136,46,86,0.535,34,51,0.667,12,35,0.343,26,29,0.897,130
57,ATL,2022-03-30,136,@,OKC,1,240,49,91,0.538,31,52,0.596,18,39,0.462,20,22,0.909,136,41,87,0.471,24,46,0.522,17,41,0.415,19,27,0.704,118
58,SAS,2022-02-11,136,@,ATL,1,240,50,90,0.556,32,58,0.552,18,32,0.563,18,21,0.857,136,47,103,0.456,33,60,0.55,14,43,0.326,13,15,0.867,121
59,DEN,2022-01-30,136,@,MIL,1,240,53,88,0.602,30,45,0.667,23,43,0.535,7,10,0.7,136,37,78,0.474,27,48,0.563,10,30,0.333,16,22,0.727,100
60,MIN,2022-01-23,136,,BRK,1,240,48,92,0.522,34,60,0.567,14,32,0.438,26,31,0.839,136,48,95,0.505,33,57,0.579,15,38,0.395,14,15,0.933,125
61,POR,2022-01-03,136,,ATL,1,240,47,89,0.528,29,48,0.604,18,41,0.439,24,28,0.857,136,48,88,0.545,34,47,0.723,14,41,0.341,21,24,0.875,131
62,MIL,2022-01-01,136,,NOP,1,240,49,92,0.533,26,44,0.591,23,48,0.479,15,18,0.833,136,39,95,0.411,23,44,0.523,16,51,0.314,19,30,0.633,113
63,MIL,2021-12-30,136,@,ORL,1,240,45,91,0.495,32,58,0.552,13,33,0.394,33,36,0.917,136,42,87,0.483,29,51,0.569,13,36,0.361,21,27,0.778,118
64,UTA,2021-12-08,136,@,MIN,1,240,50,88,0.568,25,34,0.735,25,54,0.463,11,15,0.733,136,38,95,0.4,21,48,0.438,17,47,0.362,11,17,0.647,104
65,MEM,2021-11-15,136,,HOU,1,240,52,96,0.542,36,55,0.655,16,41,0.39,16,20,0.8,136,36,95,0.379,25,57,0.439,11,38,0.289,19,26,0.731,102
66,SAS,2021-11-10,136,,SAC,1,240,49,92,0.533,31,60,0.517,18,32,0.563,20,31,0.645,136,47,91,0.516,37,55,0.673,10,36,0.278,13,16,0.813,117
67,WAS,2022-04-01,135,,DAL,1,240,49,90,0.544,32,57,0.561,17,33,0.515,20,22,0.909,135,34,78,0.436,23,40,0.575,11,38,0.289,24,26,0.923,103
68,CHI,2022-03-31,135,,LAC,1,265,50,102,0.49,40,73,0.548,10,29,0.345,25,32,0.781,135,45,90,0.5,29,54,0.537,16,36,0.444,24,26,0.923,130
69,MIL,2022-03-16,135,@,SAC,1,240,47,89,0.528,29,54,0.537,18,35,0.514,23,32,0.719,135,46,94,0.489,30,51,0.588,16,43,0.372,18,21,0.857,126
70,MEM,2022-03-15,135,@,IND,1,240,54,105,0.514,39,65,0.6,15,40,0.375,12,20,0.6,135,41,98,0.418,35,68,0.515,6,30,0.2,14,19,0.737,102
71,MIN,2022-03-05,135,,POR,1,240,48,85,0.565,33,48,0.688,15,37,0.405,24,29,0.828,135,40,85,0.471,24,47,0.511,16,38,0.421,25,30,0.833,121
72,BOS,2022-02-15,135,@,PHI,1,240,46,82,0.561,21,37,0.568,25,45,0.556,18,22,0.818,135,23,80,0.288,15,48,0.313,8,32,0.25,33,39,0.846,87
73,UTA,2022-02-14,135,,HOU,1,240,49,89,0.551,31,49,0.633,18,40,0.45,19,22,0.864,135,35,83,0.422,23,46,0.5,12,37,0.324,19,28,0.679,101
74,MEM,2022-02-08,135,,LAC,1,240,53,103,0.515,44,77,0.571,9,26,0.346,20,25,0.8,135,40,89,0.449,29,58,0.5,11,31,0.355,18,24,0.75,109
75,MEM,2022-02-05,135,@,ORL,1,240,53,105,0.505,40,66,0.606,13,39,0.333,16,22,0.727,135,39,90,0.433,22,42,0.524,17,48,0.354,20,29,0.69,115
76,PHO,2022-01-16,135,@,DET,1,240,51,87,0.586,40,60,0.667,11,27,0.407,22,30,0.733,135,38,82,0.463,29,57,0.509,9,25,0.36,23,34,0.676,108
77,MIN,2022-01-07,135,@,OKC,1,240,50,90,0.556,33,49,0.673,17,41,0.415,18,25,0.72,135,36,89,0.404,21,45,0.467,15,44,0.341,18,23,0.783,105
78,WAS,2021-10-22,135,,IND,1,265,49,94,0.521,30,56,0.536,19,38,0.5,18,19,0.947,135,52,97,0.536,37,63,0.587,15,34,0.441,15,20,0.75,134
79,BRK,2022-04-10,134,,IND,1,240,52,81,0.642,44,59,0.746,8,22,0.364,22,25,0.88,134,47,104,0.452,28,58,0.483,19,46,0.413,13,19,0.684,126
80,OKC,2022-03-28,134,@,POR,1,265,48,90,0.533,28,45,0.622,20,45,0.444,18,25,0.72,134,51,112,0.455,31,62,0.5,20,50,0.4,9,13,0.692,131
81,BOS,2022-03-27,134,,MIN,1,240,49,87,0.563,32,48,0.667,17,39,0.436,19,21,0.905,134,45,84,0.536,31,52,0.596,14,32,0.438,8,12,0.667,112
82,DET,2022-03-17,134,@,ORL,1,240,47,94,0.5,27,51,0.529,20,43,0.465,20,31,0.645,134,47,97,0.485,36,67,0.537,11,30,0.367,15,21,0.714,120
83,CHO,2022-03-14,134,@,OKC,1,240,49,91,0.538,29,56,0.518,20,35,0.571,16,21,0.762,134,42,90,0.467,26,46,0.565,16,44,0.364,16,19,0.842,116
84,UTA,2022-03-12,134,,SAC,1,240,48,86,0.558,32,45,0.711,16,41,0.39,22,31,0.71,134,47,94,0.5,34,61,0.557,13,33,0.394,18,21,0.857,125
85,CHI,2022-02-11,134,,MIN,1,240,55,87,0.632,41,56,0.732,14,31,0.452,10,13,0.769,134,48,96,0.5,35,56,0.625,13,40,0.325,13,16,0.813,122
86,MIN,2022-02-08,134,@,SAC,1,240,50,104,0.481,28,60,0.467,22,44,0.5,12,17,0.706,134,41,83,0.494,32,58,0.552,9,25,0.36,23,26,0.885,114
87,PHO,2022-01-28,134,,MIN,1,240,43,84,0.512,23,45,0.511,20,39,0.513,28,37,0.757,134,44,90,0.489,30,51,0.588,14,39,0.359,22,27,0.815,124
88,SAS,2022-01-25,134,@,HOU,1,240,58,101,0.574,46,69,0.667,12,32,0.375,6,6,1.0,134,39,95,0.411,30,61,0.492,9,34,0.265,17,25,0.68,104
89,ATL,2022-01-19,134,,MIN,1,240,45,86,0.523,30,48,0.625,15,38,0.395,29,33,0.879,134,42,97,0.433,25,51,0.49,17,46,0.37,21,29,0.724,122
90,LAL,2022-01-07,134,,ATL,1,240,50,101,0.495,33,60,0.55,17,41,0.415,17,19,0.895,134,43,96,0.448,30,60,0.5,13,36,0.361,19,27,0.704,118
91,POR,2021-10-23,134,,PHO,1,240,51,94,0.543,30,44,0.682,21,50,0.42,11,17,0.647,134,43,89,0.483,34,61,0.557,9,28,0.321,10,15,0.667,105
92,IND,2021-10-22,134,@,WAS,0,265,52,97,0.536,37,63,0.587,15,34,0.441,15,20,0.75,134,49,94,0.521,30,56,0.536,19,38,0.5,18,19,0.947,135
93,BOS,2021-10-20,134,@,NYK,0,290,48,117,0.41,27,60,0.45,21,57,0.368,17,23,0.739,134,51,105,0.486,34,60,0.567,17,45,0.378,19,27,0.704,138
94,CLE,2022-04-10,133,,MIL,1,240,51,94,0.543,32,56,0.571,19,38,0.5,12,17,0.706,133,39,88,0.443,27,58,0.466,12,30,0.4,25,32,0.781,115
95,PHI,2022-04-09,133,,IND,1,240,50,90,0.556,38,56,0.679,12,34,0.353,21,27,0.778,133,41,78,0.526,31,55,0.564,10,23,0.435,28,36,0.778,120
96,CHO,2022-04-08,133,@,CHI,1,240,52,86,0.605,33,46,0.717,19,40,0.475,10,10,1.0,133,44,82,0.537,31,58,0.534,13,24,0.542,16,20,0.8,117
97,MEM,2022-03-24,133,,IND,1,240,50,93,0.538,29,51,0.569,21,42,0.5,12,17,0.706,133,39,92,0.424,30,59,0.508,9,33,0.273,16,23,0.696,103
98,SAS,2022-03-23,133,@,POR,1,240,46,94,0.489,27,50,0.54,19,44,0.432,22,24,0.917,133,36,94,0.383,29,68,0.426,7,26,0.269,17,18,0.944,96
99,WAS,2022-03-06,133,,IND,1,240,45,86,0.523,28,44,0.636,17,42,0.405,26,32,0.813,133,44,85,0.518,34,54,0.63,10,31,0.323,25,29,0.862,123
100,TOR,2022-02-28,133,@,BRK,1,240,51,99,0.515,33,61,0.541,18,38,0.474,13,22,0.591,133,33,86,0.384,21,51,0.412,12,35,0.343,19,24,0.792,97
101,MIA,2022-02-26,133,,SAS,1,240,47,83,0.566,35,55,0.636,12,28,0.429,27,38,0.711,133,50,90,0.556,36,59,0.61,14,31,0.452,15,19,0.789,129
102,PHI,2022-02-25,133,@,MIN,1,240,42,82,0.512,23,43,0.535,19,39,0.487,30,36,0.833,133,36,86,0.419,27,47,0.574,9,39,0.231,21,25,0.84,102
103,ATL,2022-02-08,133,,IND,1,240,52,90,0.578,35,57,0.614,17,33,0.515,12,16,0.75,133,37,93,0.398,27,62,0.435,10,31,0.323,28,33,0.848,112
104,MIL,2022-01-22,133,,SAC,1,240,45,91,0.495,24,49,0.49,21,42,0.5,22,25,0.88,133,51,97,0.526,36,60,0.6,15,37,0.405,10,16,0.625,127
105,DET,2022-01-19,133,@,SAC,1,240,46,91,0.505,31,55,0.564,15,36,0.417,26,30,0.867,133,44,84,0.524,32,57,0.561,12,27,0.444,31,44,0.705,131
106,IND,2022-01-17,133,@,LAC,0,240,50,97,0.515,37,64,0.578,13,33,0.394,20,23,0.87,133,45,82,0.549,27,46,0.587,18,36,0.5,31,36,0.861,139
107,DEN,2022-01-15,133,,LAL,1,240,47,91,0.516,24,51,0.471,23,40,0.575,16,17,0.941,133,36,82,0.439,26,52,0.5,10,30,0.333,14,19,0.737,96
108,CHI,2022-01-11,133,,DET,1,240,50,92,0.543,32,58,0.552,18,34,0.529,15,19,0.789,133,30,89,0.337,24,54,0.444,6,35,0.171,21,27,0.778,87
109,PHI,2022-01-03,133,,HOU,1,240,50,96,0.521,33,56,0.589,17,40,0.425,16,17,0.941,133,37,89,0.416,22,45,0.489,15,44,0.341,24,33,0.727,113
110,PHO,2022-01-02,133,@,CHO,1,240,52,103,0.505,35,62,0.565,17,41,0.415,12,12,1.0,133,39,85,0.459,30,50,0.6,9,35,0.257,12,21,0.571,99
111,CHI,2021-12-20,133,,HOU,1,240,47,88,0.534,31,53,0.585,16,35,0.457,23,24,0.958,133,44,78,0.564,32,45,0.711,12,33,0.364,18,24,0.75,118
112,DEN,2021-12-17,133,@,ATL,1,240,50,86,0.581,33,48,0.688,17,38,0.447,16,18,0.889,133,41,88,0.466,34,64,0.531,7,24,0.292,26,34,0.765,115
113,CHI,2021-11-29,133,,CHO,1,240,53,89,0.596,39,59,0.661,14,30,0.467,13,19,0.684,133,42,88,0.477,24,49,0.49,18,39,0.462,17,21,0.81,119
114,CHO,2021-11-26,133,,MIN,1,240,49,88,0.557,26,48,0.542,23,40,0.575,12,15,0.8,133,45,100,0.45,34,65,0.523,11,35,0.314,14,19,0.737,115
115,WAS,2022-04-05,132,@,MIN,1,240,56,101,0.554,43,71,0.606,13,30,0.433,7,14,0.5,132,41,91,0.451,27,50,0.54,14,41,0.341,18,25,0.72,114
116,HOU,2022-04-03,132,,MIN,0,240,48,85,0.565,32,45,0.711,16,40,0.4,20,29,0.69,132,51,86,0.593,34,45,0.756,17,41,0.415,20,25,0.8,139
117,ATL,2022-03-28,132,@,IND,1,240,47,86,0.547,30,51,0.588,17,35,0.486,21,26,0.808,132,45,87,0.517,28,51,0.549,17,36,0.472,16,18,0.889,123
118,MEM,2022-03-23,132,,BRK,1,240,47,101,0.465,28,63,0.444,19,38,0.5,19,22,0.864,132,43,87,0.494,34,62,0.548,9,25,0.36,25,27,0.926,120
119,BOS,2022-03-21,132,@,OKC,1,240,44,86,0.512,29,46,0.63,15,40,0.375,29,34,0.853,132,48,93,0.516,31,56,0.554,17,37,0.459,10,14,0.714,123
120,MIN,2022-03-09,132,,OKC,1,240,45,86,0.523,23,34,0.676,22,52,0.423,20,26,0.769,132,36,87,0.414,22,44,0.5,14,43,0.326,16,24,0.667,102
121,MEM,2022-03-08,132,,NOP,1,240,48,101,0.475,32,57,0.561,16,44,0.364,20,24,0.833,132,41,88,0.466,30,54,0.556,11,34,0.324,18,27,0.667,111
122,BRK,2022-03-08,132,@,CHO,1,240,46,82,0.561,28,47,0.596,18,35,0.514,22,29,0.759,132,45,92,0.489,32,51,0.627,13,41,0.317,18,22,0.818,121
123,MIL,2022-03-06,132,,PHO,1,240,47,87,0.54,32,55,0.582,15,32,0.469,23,29,0.793,132,50,93,0.538,36,62,0.581,14,31,0.452,8,11,0.727,122
124,LAC,2022-03-03,132,,LAL,1,240,51,93,0.548,34,66,0.515,17,27,0.63,13,15,0.867,132,41,84,0.488,29,49,0.592,12,35,0.343,17,22,0.773,111
125,UTA,2022-03-02,132,@,HOU,1,265,50,91,0.549,35,49,0.714,15,42,0.357,17,24,0.708,132,43,86,0.5,22,35,0.629,21,51,0.412,20,30,0.667,127
126,GSW,2022-02-24,132,@,POR,1,240,45,88,0.511,30,47,0.638,15,41,0.366,27,32,0.844,132,31,79,0.392,22,44,0.5,9,35,0.257,24,29,0.828,95
127,PHO,2022-02-12,132,,ORL,1,240,55,105,0.524,40,71,0.563,15,34,0.441,7,10,0.7,132,37,87,0.425,22,46,0.478,15,41,0.366,16,24,0.667,105
128,MEM,2022-02-10,132,@,DET,1,240,44,92,0.478,29,62,0.468,15,30,0.5,29,42,0.69,132,41,94,0.436,34,59,0.576,7,35,0.2,18,21,0.857,107
129,SAC,2022-02-09,132,,MIN,1,240,48,93,0.516,36,63,0.571,12,30,0.4,24,27,0.889,132,44,98,0.449,28,52,0.538,16,46,0.348,15,18,0.833,119
130,DEN,2022-02-08,132,,NYK,1,240,46,85,0.541,30,46,0.652,16,39,0.41,24,31,0.774,132,45,101,0.446,30,58,0.517,15,43,0.349,10,12,0.833,115
131,DAL,2022-01-29,132,,IND,1,240,51,96,0.531,35,62,0.565,16,34,0.471,14,22,0.636,132,40,91,0.44,31,58,0.534,9,33,0.273,16,23,0.696,105
132,DAL,2022-01-26,132,@,POR,1,240,48,88,0.545,32,52,0.615,16,36,0.444,20,26,0.769,132,42,82,0.512,28,44,0.636,14,38,0.368,14,23,0.609,112
133,LAL,2021-12-28,132,@,HOU,1,240,48,92,0.522,34,58,0.586,14,34,0.412,22,29,0.759,132,44,83,0.53,28,48,0.583,16,35,0.457,19,25,0.76,123
134,DAL,2021-12-27,132,@,POR,1,240,48,84,0.571,36,51,0.706,12,33,0.364,24,33,0.727,132,35,82,0.427,23,42,0.548,12,40,0.3,35,42,0.833,117
135,HOU,2021-12-13,132,@,ATL,1,240,46,96,0.479,27,50,0.54,19,46,0.413,21,27,0.778,132,42,85,0.494,27,46,0.587,15,39,0.385,27,31,0.871,126
136,ATL,2021-11-26,132,@,MEM,1,240,52,89,0.584,39,62,0.629,13,27,0.481,15,21,0.714,132,37,91,0.407,25,53,0.472,12,38,0.316,14,19,0.737,100
137,MEM,2021-10-20,132,,CLE,1,240,53,100,0.53,39,67,0.582,14,33,0.424,12,12,1.0,132,47,93,0.505,33,55,0.6,14,38,0.368,13,18,0.722,121
138,MIL,2022-04-08,131,@,DET,1,240,50,101,0.495,39,64,0.609,11,37,0.297,20,23,0.87,131,35,90,0.389,25,42,0.595,10,48,0.208,21,23,0.913,101
139,DAL,2022-04-06,131,@,DET,1,240,45,80,0.563,30,47,0.638,15,33,0.455,26,34,0.765,131,35,82,0.427,24,52,0.462,11,30,0.367,32,35,0.914,113
140,PHI,2022-04-05,131,@,IND,1,240,47,87,0.54,24,47,0.511,23,40,0.575,14,18,0.778,131,45,95,0.474,33,55,0.6,12,40,0.3,20,21,0.952,122
141,ATL,2022-03-31,131,,CLE,1,240,45,91,0.495,28,52,0.538,17,39,0.436,24,28,0.857,131,39,90,0.433,32,60,0.533,7,30,0.233,22,28,0.786,107
142,POR,2022-03-28,131,,OKC,0,265,51,112,0.455,31,62,0.5,20,50,0.4,9,13,0.692,131,48,90,0.533,28,45,0.622,20,45,0.444,18,25,0.72,134
143,TOR,2022-03-26,131,,IND,1,240,51,84,0.607,36,52,0.692,15,32,0.469,14,19,0.737,131,33,79,0.418,22,43,0.512,11,36,0.306,14,20,0.7,91
144,LAL,2022-03-21,131,@,CLE,1,240,53,94,0.564,41,62,0.661,12,32,0.375,13,16,0.813,131,45,86,0.523,31,47,0.66,14,39,0.359,16,19,0.842,120
145,PHO,2022-03-15,131,@,NOP,1,240,49,90,0.544,31,56,0.554,18,34,0.529,15,15,1.0,131,43,86,0.5,31,52,0.596,12,34,0.353,17,24,0.708,115
146,ATL,2022-03-13,131,,IND,1,240,46,84,0.548,29,46,0.63,17,38,0.447,22,24,0.917,131,46,89,0.517,31,54,0.574,15,35,0.429,21,26,0.808,128
147,NYK,2022-03-07,131,@,SAC,1,240,47,92,0.511,29,50,0.58,18,42,0.429,19,23,0.826,131,39,80,0.488,28,48,0.583,11,32,0.344,26,36,0.722,115
148,DEN,2022-03-07,131,,GSW,1,240,46,84,0.548,36,52,0.692,10,32,0.313,29,41,0.707,131,45,88,0.511,28,48,0.583,17,40,0.425,17,23,0.739,124
