Rk,Team,Date,PTS,Unnamed: 4,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS.1,FG.1,FGA.1,FG%.1,2P.1,2PA.1,2P%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,PTS.2
14,DAL,12/2/2014,132,@,CHI,1,290,47,102,0.461,32,72,0.444,15,30,0.5,23,27,0.852,132,47,103,0.456,39,77,0.506,8,26,0.308,27,34,0.794,129
15,ATL,4/4/2015,131,,BRK,1,240,49,82,0.598,32,49,0.653,17,33,0.515,16,19,0.842,131,39,80,0.488,29,57,0.509,10,23,0.435,11,17,0.647,99
16,OKC,4/1/2015,131,,DAL,0,240,45,93,0.484,31,62,0.5,14,31,0.452,27,33,0.818,131,56,91,0.615,52,76,0.684,4,15,0.267,19,24,0.792,135
17,OKC,2/8/2015,131,,LAC,1,240,46,88,0.523,38,68,0.559,8,20,0.4,31,38,0.816,131,42,90,0.467,30,58,0.517,12,32,0.375,12,17,0.706,108
18,GSW,1/17/2015,131,@,HOU,1,240,50,91,0.549,41,69,0.594,9,22,0.409,22,33,0.667,131,37,88,0.42,30,65,0.462,7,23,0.304,25,34,0.735,106
19,DAL,11/15/2014,131,,MIN,1,240,52,94,0.553,44,68,0.647,8,26,0.308,19,23,0.826,131,43,86,0.5,36,69,0.522,7,17,0.412,24,29,0.828,117
20,SAC,11/5/2014,131,,DEN,1,240,42,76,0.553,34,56,0.607,8,20,0.4,39,50,0.78,131,37,82,0.451,28,54,0.519,9,28,0.321,26,31,0.839,109
21,SAS,3/25/2015,130,,OKC,1,240,51,88,0.58,38,67,0.567,13,21,0.619,15,19,0.789,130,36,90,0.4,30,72,0.417,6,18,0.333,13,14,0.929,91
22,ATL,3/9/2015,130,,SAC,1,240,53,88,0.602,33,52,0.635,20,36,0.556,4,7,0.571,130,39,81,0.481,31,61,0.508,8,20,0.4,19,20,0.95,105
23,POR,11/12/2014,130,@,DEN,1,240,45,88,0.511,29,55,0.527,16,33,0.485,24,29,0.828,130,39,90,0.433,31,67,0.463,8,23,0.348,27,33,0.818,113
24,BRK,3/20/2015,129,,MIL,1,315,46,107,0.43,35,82,0.427,11,25,0.44,26,34,0.765,129,49,129,0.38,41,113,0.363,8,16,0.5,21,29,0.724,127
25,DAL,3/13/2015,129,,LAC,1,240,51,84,0.607,35,56,0.625,16,28,0.571,11,16,0.688,129,41,82,0.5,29,50,0.58,12,32,0.375,5,12,0.417,99
26,CLE,1/23/2015,129,,CHO,1,240,46,89,0.517,31,61,0.508,15,28,0.536,22,28,0.786,129,36,89,0.404,34,73,0.466,2,16,0.125,16,24,0.667,90
27,NYK,12/27/2014,129,@,SAC,0,265,48,97,0.495,42,77,0.545,6,20,0.3,27,32,0.844,129,49,89,0.551,41,73,0.562,8,16,0.5,29,33,0.879,135
28,CHI,12/22/2014,129,,TOR,1,240,40,74,0.541,34,62,0.548,6,12,0.5,43,47,0.915,129,44,100,0.44,35,70,0.5,9,30,0.3,23,32,0.719,120
29,POR,12/19/2014,129,@,SAS,1,315,47,110,0.427,34,75,0.453,13,35,0.371,22,23,0.957,129,45,109,0.413,37,89,0.416,8,20,0.4,21,26,0.808,119
30,CHI,12/2/2014,129,,DAL,0,290,47,103,0.456,39,77,0.506,8,26,0.308,27,34,0.794,129,47,102,0.461,32,72,0.444,15,30,0.5,23,27,0.852,132
31,LAL,11/30/2014,129,,TOR,1,265,47,96,0.49,37,72,0.514,10,24,0.417,25,34,0.735,129,45,104,0.433,36,70,0.514,9,34,0.265,23,31,0.742,122
32,CLE,3/12/2015,128,@,SAS,1,265,44,91,0.484,30,65,0.462,14,26,0.538,26,30,0.867,128,49,87,0.563,41,61,0.672,8,26,0.308,19,27,0.704,125
33,GSW,2/4/2015,128,,DAL,1,240,45,86,0.523,26,48,0.542,19,38,0.5,19,25,0.76,128,41,98,0.418,31,68,0.456,10,30,0.333,22,28,0.786,114
34,DET,1/21/2015,128,,ORL,1,240,49,94,0.521,39,70,0.557,10,24,0.417,20,24,0.833,128,48,97,0.495,42,82,0.512,6,15,0.4,16,16,1,118
35,GSW,12/22/2014,128,,SAC,1,240,49,91,0.538,40,66,0.606,9,25,0.36,21,24,0.875,128,43,90,0.478,35,73,0.479,8,17,0.471,14,21,0.667,108
36,GSW,12/14/2014,128,@,NOP,1,265,44,86,0.512,33,62,0.532,11,24,0.458,29,35,0.829,128,47,101,0.465,39,74,0.527,8,27,0.296,20,25,0.8,122
37,OKC,3/24/2015,127,,LAL,1,240,48,86,0.558,37,65,0.569,11,21,0.524,20,23,0.87,127,44,85,0.518,35,66,0.53,9,19,0.474,20,27,0.741,117
38,MIL,3/20/2015,127,@,BRK,0,315,49,129,0.38,41,113,0.363,8,16,0.5,21,29,0.724,127,46,107,0.43,35,82,0.427,11,25,0.44,26,34,0.765,129
39,CLE,3/10/2015,127,@,DAL,1,240,44,87,0.506,29,55,0.527,15,32,0.469,24,29,0.828,127,33,81,0.407,28,61,0.459,5,20,0.25,23,33,0.697,94
40,CLE,2/20/2015,127,@,WAS,1,240,46,90,0.511,32,57,0.561,14,33,0.424,21,28,0.75,127,38,86,0.442,37,70,0.529,1,16,0.063,12,16,0.75,89
41,HOU,2/10/2015,127,@,PHO,1,240,48,95,0.505,33,58,0.569,15,37,0.405,16,23,0.696,127,41,87,0.471,29,61,0.475,12,26,0.462,24,30,0.8,118
42,TOR,1/30/2015,127,@,BRK,1,265,47,92,0.511,40,66,0.606,7,26,0.269,26,30,0.867,127,49,101,0.485,45,82,0.549,4,19,0.211,20,26,0.769,122
43,OKC,1/18/2015,127,@,ORL,1,240,48,83,0.578,39,58,0.672,9,25,0.36,22,32,0.688,127,35,88,0.398,27,65,0.415,8,23,0.348,21,27,0.778,99
44,OKC,1/16/2015,127,,GSW,1,240,51,97,0.526,41,75,0.547,10,22,0.455,15,19,0.789,127,42,92,0.457,33,68,0.485,9,24,0.375,22,28,0.786,115
45,LAC,1/3/2015,127,,PHI,1,240,46,85,0.541,31,48,0.646,15,37,0.405,20,26,0.769,127,32,79,0.405,23,54,0.426,9,25,0.36,18,26,0.692,91
46,ATL,12/17/2014,127,@,CLE,1,240,49,76,0.645,33,48,0.688,16,28,0.571,13,16,0.813,127,37,82,0.451,29,52,0.558,8,30,0.267,16,21,0.762,98
47,LAC,12/1/2014,127,,MIN,1,240,41,80,0.513,26,46,0.565,15,34,0.441,30,36,0.833,127,35,82,0.427,33,70,0.471,2,12,0.167,29,40,0.725,101
48,CLE,11/15/2014,127,,ATL,1,240,49,90,0.544,30,59,0.508,19,31,0.613,10,13,0.769,127,40,90,0.444,37,68,0.544,3,22,0.136,11,13,0.846,94
49,GSW,11/1/2014,127,,LAL,1,240,46,83,0.554,35,60,0.583,11,23,0.478,24,28,0.857,127,41,88,0.466,37,74,0.5,4,14,0.286,18,25,0.72,104
50,DEN,4/15/2015,126,@,GSW,0,240,45,83,0.542,39,65,0.6,6,18,0.333,30,36,0.833,126,47,90,0.522,34,62,0.548,13,28,0.464,26,34,0.765,133
51,LAC,4/1/2015,126,@,POR,1,240,46,86,0.535,31,58,0.534,15,28,0.536,19,24,0.792,126,45,89,0.506,32,64,0.5,13,25,0.52,19,25,0.76,122
52,LAC,2/21/2015,126,,SAC,1,240,46,95,0.484,32,60,0.533,14,35,0.4,20,28,0.714,126,30,88,0.341,26,72,0.361,4,16,0.25,35,46,0.761,99
53,GSW,1/23/2015,126,,SAC,1,240,45,94,0.479,28,54,0.519,17,40,0.425,19,22,0.864,126,34,82,0.415,30,65,0.462,4,17,0.235,29,34,0.853,101
54,GSW,1/21/2015,126,,HOU,1,240,49,98,0.5,36,69,0.522,13,29,0.448,15,18,0.833,126,37,87,0.425,24,55,0.436,13,32,0.406,26,31,0.839,113
55,CLE,1/16/2015,126,@,LAC,1,240,46,83,0.554,36,60,0.6,10,23,0.435,24,31,0.774,126,43,91,0.473,33,62,0.532,10,29,0.345,25,36,0.694,121
56,GSW,1/2/2015,126,,TOR,1,240,49,92,0.533,37,64,0.578,12,28,0.429,16,20,0.8,126,40,86,0.465,30,61,0.492,10,25,0.4,15,20,0.75,105
57,GSW,12/30/2014,126,,PHI,1,240,46,82,0.561,34,54,0.63,12,28,0.429,22,27,0.815,126,33,86,0.384,27,66,0.409,6,20,0.3,14,23,0.609,86
58,TOR,11/26/2014,126,@,ATL,1,240,42,82,0.512,28,53,0.528,14,29,0.483,28,33,0.848,126,42,82,0.512,32,58,0.552,10,24,0.417,21,24,0.875,115
59,GSW,3/14/2015,125,,NYK,1,240,45,90,0.5,26,56,0.464,19,34,0.559,16,17,0.941,125,38,96,0.396,29,71,0.408,9,25,0.36,9,16,0.563,94
60,SAS,3/12/2015,125,,CLE,0,265,49,87,0.563,41,61,0.672,8,26,0.308,19,27,0.704,125,44,91,0.484,30,65,0.462,14,26,0.538,26,30,0.867,128
61,PHO,1/4/2015,125,,TOR,1,240,48,89,0.539,40,66,0.606,8,23,0.348,21,28,0.75,125,38,83,0.458,29,57,0.509,9,26,0.346,24,29,0.828,109
62,CLE,12/23/2014,125,,MIN,1,240,44,84,0.524,32,60,0.533,12,24,0.5,25,31,0.806,125,39,88,0.443,35,75,0.467,4,13,0.308,22,29,0.759,104
63,SAS,12/22/2014,125,,LAC,1,240,49,77,0.636,36,54,0.667,13,23,0.565,14,22,0.636,125,43,86,0.5,33,62,0.532,10,24,0.417,22,29,0.759,118
64,DAL,12/7/2014,125,,MIL,1,240,49,84,0.583,37,53,0.698,12,31,0.387,15,19,0.789,125,42,84,0.5,38,69,0.551,4,15,0.267,14,17,0.824,102
65,SAC,3/3/2015,124,@,NYK,1,240,41,83,0.494,31,65,0.477,10,18,0.556,32,37,0.865,124,30,82,0.366,26,60,0.433,4,22,0.182,22,30,0.733,86
66,OKC,2/9/2015,124,@,DEN,1,240,43,80,0.538,31,56,0.554,12,24,0.5,26,35,0.743,124,42,87,0.483,33,59,0.559,9,28,0.321,21,29,0.724,114
67,ATL,2/6/2015,124,,GSW,1,240,38,77,0.494,23,50,0.46,15,27,0.556,33,37,0.892,124,47,103,0.456,35,70,0.5,12,33,0.364,10,15,0.667,116
68,PHO,12/23/2014,124,,DAL,1,240,44,97,0.454,31,64,0.484,13,33,0.394,23,32,0.719,124,41,88,0.466,32,63,0.508,9,25,0.36,24,29,0.828,115
69,TOR,11/21/2014,124,,MIL,1,240,45,86,0.523,30,61,0.492,15,25,0.6,19,24,0.792,124,27,74,0.365,21,54,0.389,6,20,0.3,22,32,0.688,82
70,GSW,4/4/2015,123,@,DAL,1,240,43,95,0.453,29,59,0.492,14,36,0.389,23,32,0.719,123,34,80,0.425,31,64,0.484,3,16,0.188,39,54,0.722,110
71,SAS,4/3/2015,123,,DEN,1,240,47,85,0.553,33,51,0.647,14,34,0.412,15,17,0.882,123,40,87,0.46,34,70,0.486,6,17,0.353,7,11,0.636,93
72,BRK,3/21/2015,123,@,IND,1,240,46,75,0.613,40,63,0.635,6,12,0.5,25,31,0.806,123,45,90,0.5,37,67,0.552,8,23,0.348,13,18,0.722,111
73,OKC,3/20/2015,123,,ATL,1,240,43,84,0.512,30,54,0.556,13,30,0.433,24,26,0.923,123,41,82,0.5,28,53,0.528,13,29,0.448,20,25,0.8,115
74,SAS,3/15/2015,123,,MIN,1,240,49,84,0.583,37,62,0.597,12,22,0.545,13,15,0.867,123,38,86,0.442,31,71,0.437,7,15,0.467,14,18,0.778,97
75,CLE,3/15/2015,123,@,ORL,1,240,45,76,0.592,27,41,0.659,18,35,0.514,15,19,0.789,123,42,88,0.477,33,69,0.478,9,19,0.474,15,27,0.556,108
76,OKC,3/4/2015,123,,PHI,1,265,44,96,0.458,37,75,0.493,7,21,0.333,28,34,0.824,123,34,96,0.354,19,61,0.311,15,35,0.429,35,44,0.795,118
77,TOR,2/6/2015,123,,LAC,1,240,40,75,0.533,27,45,0.6,13,30,0.433,30,37,0.811,123,38,78,0.487,32,55,0.582,6,23,0.261,25,31,0.806,107
78,LAL,1/29/2015,123,,CHI,1,290,50,106,0.472,47,97,0.485,3,9,0.333,20,25,0.8,123,43,104,0.413,37,79,0.468,6,25,0.24,26,32,0.813,118
79,LAC,1/22/2015,123,,BRK,1,240,49,83,0.59,38,58,0.655,11,25,0.44,14,21,0.667,123,33,88,0.375,29,67,0.433,4,21,0.19,14,25,0.56,84
80,SAS,12/6/2014,123,,MIN,1,240,47,82,0.573,40,64,0.625,7,18,0.389,22,25,0.88,123,35,83,0.422,29,67,0.433,6,16,0.375,25,32,0.781,101
81,TOR,12/3/2014,123,@,UTA,1,240,45,79,0.57,33,58,0.569,12,21,0.571,21,24,0.875,123,42,87,0.483,34,59,0.576,8,28,0.286,12,15,0.8,104
82,DAL,11/13/2014,123,,PHI,1,240,41,80,0.513,30,48,0.625,11,32,0.344,30,36,0.833,123,23,77,0.299,16,50,0.32,7,27,0.259,17,33,0.515,70
83,SAC,4/15/2015,122,@,LAL,1,240,46,84,0.548,38,67,0.567,8,17,0.471,22,41,0.537,122,36,94,0.383,29,70,0.414,7,24,0.292,20,25,0.8,99
84,DEN,4/12/2015,122,,SAC,1,240,45,82,0.549,36,56,0.643,9,26,0.346,23,30,0.767,122,38,74,0.514,33,56,0.589,5,18,0.278,30,42,0.714,111
85,POR,4/1/2015,122,,LAC,0,240,45,89,0.506,32,64,0.5,13,25,0.52,19,25,0.76,122,46,86,0.535,31,58,0.534,15,28,0.536,19,24,0.792,126
86,GSW,3/24/2015,122,@,POR,1,240,50,83,0.602,38,57,0.667,12,26,0.462,10,11,0.909,122,39,92,0.424,24,58,0.414,15,34,0.441,15,19,0.789,108
87,OKC,3/18/2015,122,,BOS,1,240,42,88,0.477,37,69,0.536,5,19,0.263,33,39,0.846,122,44,84,0.524,31,50,0.62,13,34,0.382,17,28,0.607,118
88,BRK,3/16/2015,122,@,MIN,1,240,52,90,0.578,47,77,0.61,5,13,0.385,13,17,0.765,122,41,88,0.466,32,73,0.438,9,15,0.6,15,17,0.882,106
89,BRK,1/30/2015,122,,TOR,0,265,49,101,0.485,45,82,0.549,4,19,0.211,20,26,0.769,122,47,92,0.511,40,66,0.606,7,26,0.269,26,30,0.867,127
90,GSW,1/19/2015,122,,DEN,1,240,44,81,0.543,31,54,0.574,13,27,0.481,21,27,0.778,122,30,87,0.345,23,63,0.365,7,24,0.292,12,19,0.632,79
91,MEM,1/11/2015,122,,PHO,1,290,48,100,0.48,39,79,0.494,9,21,0.429,17,24,0.708,122,42,100,0.42,34,65,0.523,8,35,0.229,18,23,0.783,110
92,NOP,12/14/2014,122,,GSW,0,265,47,101,0.465,39,74,0.527,8,27,0.296,20,25,0.8,122,44,86,0.512,33,62,0.532,11,24,0.458,29,35,0.829,128
93,TOR,11/30/2014,122,@,LAL,0,265,45,104,0.433,36,70,0.514,9,34,0.265,23,31,0.742,122,47,96,0.49,37,72,0.514,10,24,0.417,25,34,0.735,129
94,DEN,11/28/2014,122,,PHO,1,240,41,88,0.466,33,67,0.493,8,21,0.381,32,36,0.889,122,33,85,0.388,25,62,0.403,8,23,0.348,23,29,0.793,97
95,PHO,11/21/2014,122,@,PHI,1,240,44,86,0.512,31,55,0.564,13,31,0.419,21,23,0.913,122,36,78,0.462,32,55,0.582,4,23,0.174,20,33,0.606,96
96,MIL,11/19/2014,122,@,BRK,1,315,48,108,0.444,43,84,0.512,5,24,0.208,21,28,0.75,122,44,92,0.478,35,61,0.574,9,31,0.29,21,29,0.724,118
97,CLE,11/14/2014,122,@,BOS,1,240,43,85,0.506,35,62,0.565,8,23,0.348,28,37,0.757,122,48,88,0.545,42,68,0.618,6,20,0.3,19,23,0.826,121
98,CHO,11/7/2014,122,,ATL,1,290,48,97,0.495,42,76,0.553,6,21,0.286,20,27,0.741,122,43,93,0.462,30,60,0.5,13,33,0.394,20,26,0.769,119
99,HOU,4/12/2015,121,,NOP,1,240,39,73,0.534,30,49,0.612,9,24,0.375,34,48,0.708,121,44,91,0.484,33,64,0.516,11,27,0.407,15,22,0.682,114
100,MIN,3/7/2015,121,,POR,1,240,46,85,0.541,42,78,0.538,4,7,0.571,25,31,0.806,121,43,88,0.489,29,61,0.475,14,27,0.519,13,17,0.765,113
101,NYK,2/27/2015,121,@,DET,1,290,45,109,0.413,39,91,0.429,6,18,0.333,25,26,0.962,121,39,97,0.402,31,66,0.47,8,31,0.258,29,40,0.725,115
102,GSW,2/3/2015,121,@,SAC,1,240,46,91,0.505,36,68,0.529,10,23,0.435,19,26,0.731,121,35,79,0.443,28,63,0.444,7,16,0.438,19,24,0.792,96
103,LAC,1/16/2015,121,,CLE,0,240,43,91,0.473,33,62,0.532,10,29,0.345,25,36,0.694,121,46,83,0.554,36,60,0.6,10,23,0.435,24,31,0.774,126
104,ORL,1/12/2015,121,@,CHI,1,240,48,81,0.593,41,63,0.651,7,18,0.389,18,29,0.621,121,41,84,0.488,33,57,0.579,8,27,0.296,24,33,0.727,114
105,LAC,12/8/2014,121,,PHO,1,265,44,96,0.458,35,65,0.538,9,31,0.29,24,30,0.8,121,44,91,0.484,28,54,0.519,16,37,0.432,16,20,0.8,120
106,SAS,11/21/2014,121,@,MIN,1,240,46,84,0.548,33,63,0.524,13,21,0.619,16,18,0.889,121,37,90,0.411,33,77,0.429,4,13,0.308,14,22,0.636,92
107,BOS,11/14/2014,121,,CLE,0,240,48,88,0.545,42,68,0.618,6,20,0.3,19,23,0.826,121,43,85,0.506,35,62,0.565,8,23,0.348,28,37,0.757,122
108,GSW,11/5/2014,121,,LAC,1,240,43,74,0.581,28,49,0.571,15,25,0.6,20,20,1,121,38,82,0.463,31,63,0.492,7,19,0.368,21,27,0.778,104
109,BOS,10/29/2014,121,,BRK,1,240,49,88,0.557,41,66,0.621,8,22,0.364,15,23,0.652,121,39,80,0.488,32,61,0.525,7,19,0.368,20,26,0.769,105
110,DAL,4/12/2015,120,@,LAL,1,240,45,83,0.542,35,62,0.565,10,21,0.476,20,26,0.769,120,34,78,0.436,25,54,0.463,9,24,0.375,29,36,0.806,106
111,POR,3/28/2015,120,,DEN,1,240,48,85,0.565,40,67,0.597,8,18,0.444,16,18,0.889,120,43,92,0.467,34,68,0.5,9,24,0.375,19,22,0.864,114
112,HOU,3/27/2015,120,,MIN,1,240,44,83,0.53,24,39,0.615,20,44,0.455,12,17,0.706,120,37,76,0.487,31,62,0.5,6,14,0.429,30,34,0.882,110
113,LAC,3/11/2015,120,@,OKC,1,240,35,76,0.461,20,46,0.435,15,30,0.5,35,47,0.745,120,33,76,0.434,21,51,0.412,12,25,0.48,30,36,0.833,108
114,SAS,3/6/2015,120,,DEN,1,240,43,79,0.544,34,55,0.618,9,24,0.375,25,33,0.758,120,45,86,0.523,39,69,0.565,6,17,0.353,15,23,0.652,111
115,CLE,3/4/2015,120,@,TOR,1,240,40,78,0.513,25,42,0.595,15,36,0.417,25,34,0.735,120,43,79,0.544,33,58,0.569,10,21,0.476,16,17,0.941,112
116,CLE,2/8/2015,120,,LAL,1,240,45,82,0.549,27,49,0.551,18,33,0.545,12,20,0.6,120,41,100,0.41,34,77,0.442,7,23,0.304,16,19,0.842,105
117,TOR,1/31/2015,120,@,WAS,1,265,44,88,0.5,33,62,0.532,11,26,0.423,21,30,0.7,120,37,79,0.468,27,55,0.491,10,24,0.417,32,41,0.78,116
118,LAC,1/25/2015,120,@,PHO,1,240,43,87,0.494,33,64,0.516,10,23,0.435,24,36,0.667,120,34,80,0.425,24,51,0.471,10,29,0.345,22,27,0.815,100
119,ORL,1/14/2015,120,,HOU,1,240,44,90,0.489,35,64,0.547,9,26,0.346,23,26,0.885,120,42,83,0.506,33,57,0.579,9,26,0.346,20,23,0.87,113
120,ATL,1/11/2015,120,,WAS,1,240,42,89,0.472,26,58,0.448,16,31,0.516,20,24,0.833,120,36,76,0.474,31,56,0.554,5,20,0.25,12,15,0.8,89
121,LAC,1/10/2015,120,,DAL,1,240,46,88,0.523,33,57,0.579,13,31,0.419,15,21,0.714,120,38,86,0.442,26,56,0.464,12,30,0.4,12,17,0.706,100
122,HOU,1/8/2015,120,@,NYK,1,240,41,77,0.532,25,41,0.61,16,36,0.444,22,32,0.688,120,37,80,0.463,26,54,0.481,11,26,0.423,11,21,0.524,96
123,TOR,12/22/2014,120,@,CHI,0,240,44,100,0.44,35,70,0.5,9,30,0.3,23,32,0.719,120,40,74,0.541,34,62,0.548,6,12,0.5,43,47,0.915,129
124,MEM,12/13/2014,120,@,PHI,1,265,45,93,0.484,34,67,0.507,11,26,0.423,19,27,0.704,120,40,82,0.488,29,54,0.537,11,28,0.393,24,34,0.706,115
125,PHO,12/8/2014,120,@,LAC,0,265,44,91,0.484,28,54,0.519,16,37,0.432,16,20,0.8,120,44,96,0.458,35,65,0.538,9,31,0.29,24,30,0.8,121
126,LAC,12/6/2014,120,,NOP,1,240,43,78,0.551,26,46,0.565,17,32,0.531,17,24,0.708,120,38,80,0.475,30,57,0.526,8,23,0.348,16,25,0.64,100
127,MIN,11/28/2014,120,@,LAL,1,240,45,79,0.57,35,61,0.574,10,18,0.556,20,24,0.833,120,48,89,0.539,40,68,0.588,8,21,0.381,15,22,0.682,119
128,PHO,11/26/2014,120,,DEN,1,240,45,88,0.511,32,63,0.508,13,25,0.52,17,21,0.81,120,39,90,0.433,31,65,0.477,8,25,0.32,26,34,0.765,112
129,LAC,11/15/2014,120,,PHO,1,240,36,68,0.529,22,39,0.564,14,29,0.483,34,43,0.791,120,38,99,0.384,27,69,0.391,11,30,0.367,20,23,0.87,107
130,TOR,11/9/2014,120,,PHI,1,240,43,76,0.566,36,59,0.61,7,17,0.412,27,30,0.9,120,33,87,0.379,23,53,0.434,10,34,0.294,12,18,0.667,88
131,DAL,10/30/2014,120,,UTA,1,240,47,85,0.553,39,64,0.609,8,21,0.381,18,23,0.783,120,36,83,0.434,22,48,0.458,14,35,0.4,16,18,0.889,102
132,DEN,4/8/2015,119,,LAL,1,240,44,88,0.5,31,58,0.534,13,30,0.433,18,24,0.75,119,36,75,0.48,31,59,0.525,5,16,0.313,24,35,0.686,101
133,WAS,4/8/2015,119,@,PHI,1,240,47,72,0.653,39,57,0.684,8,15,0.533,17,23,0.739,119,31,89,0.348,22,62,0.355,9,27,0.333,19,27,0.704,90
134,LAC,3/29/2015,119,@,BOS,1,240,41,84,0.488,28,52,0.538,13,32,0.406,24,40,0.6,119,39,93,0.419,31,62,0.5,8,31,0.258,20,23,0.87,106
135,LAC,3/27/2015,119,@,PHI,1,240,44,82,0.537,32,53,0.604,12,29,0.414,19,31,0.613,119,36,86,0.419,25,55,0.455,11,31,0.355,15,27,0.556,98
136,DEN,3/22/2015,119,@,ORL,1,240,42,90,0.467,30,62,0.484,12,28,0.429,23,30,0.767,119,41,85,0.482,37,68,0.544,4,17,0.235,14,17,0.824,100
137,DAL,3/16/2015,119,,OKC,1,240,42,89,0.472,32,64,0.5,10,25,0.4,25,35,0.714,119,40,90,0.444,33,64,0.516,7,26,0.269,28,35,0.8,115
138,ORL,3/6/2015,119,,SAC,1,240,48,85,0.565,35,61,0.574,13,24,0.542,10,12,0.833,119,38,85,0.447,28,58,0.483,10,27,0.37,28,38,0.737,114
139,MIA,2/23/2015,119,,PHI,1,240,46,83,0.554,35,62,0.565,11,21,0.524,16,22,0.727,119,40,84,0.476,27,53,0.509,13,31,0.419,15,28,0.536,108
140,OKC,2/22/2015,119,,DEN,1,240,48,92,0.522,40,72,0.556,8,20,0.4,15,23,0.652,119,35,97,0.361,28,70,0.4,7,27,0.259,17,20,0.85,94
141,LAC,2/19/2015,119,,SAS,1,240,42,77,0.545,34,58,0.586,8,19,0.421,27,52,0.519,119,43,84,0.512,33,56,0.589,10,28,0.357,19,23,0.826,115
142,TOR,1/28/2015,119,,SAC,1,240,43,84,0.512,26,50,0.52,17,34,0.5,16,19,0.842,119,35,73,0.479,28,56,0.5,7,17,0.412,25,29,0.862,102
143,CHI,1/16/2015,119,@,BOS,1,240,48,89,0.539,35,64,0.547,13,25,0.52,10,12,0.833,119,42,85,0.494,37,69,0.536,5,16,0.313,14,16,0.875,103
144,DAL,1/2/2015,119,@,BOS,1,240,45,96,0.469,32,69,0.464,13,27,0.481,16,17,0.941,119,38,89,0.427,26,55,0.473,12,34,0.353,13,19,0.684,101
145,DET,12/26/2014,119,,IND,1,240,47,86,0.547,37,60,0.617,10,26,0.385,15,29,0.517,119,42,83,0.506,33,63,0.524,9,20,0.45,16,22,0.727,109
146,SAS,12/19/2014,119,,POR,0,315,45,109,0.413,37,89,0.416,8,20,0.4,21,26,0.808,119,47,110,0.427,34,75,0.453,13,35,0.371,22,23,0.957,129
147,NOP,12/16/2014,119,,UTA,1,240,47,79,0.595,39,63,0.619,8,16,0.5,17,18,0.944,119,45,90,0.5,40,75,0.533,5,15,0.333,16,19,0.842,111
148,NOP,12/12/2014,119,,CLE,1,240,44,79,0.557,32,51,0.627,12,28,0.429,19,25,0.76,119,44,89,0.494,36,67,0.537,8,22,0.364,18,23,0.783,114
