Rk,Team,Date,PTS,Unnamed: 4,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS.1,FG.1,FGA.1,FG%.1,2P.1,2PA.1,2P%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,PTS.2
12,BOS,2021-04-09,145,,MIN,1,265,47,87,0.54,28,45,0.622,19,42,0.452,32,34,0.941,145,47,96,0.49,32,54,0.593,15,42,0.357,27,30,0.9,136
13,BRK,2020-12-30,145,,ATL,1,240,54,100,0.54,35,59,0.593,19,41,0.463,18,23,0.783,145,47,99,0.475,29,53,0.547,18,46,0.391,29,35,0.829,141
14,NOP,2021-02-16,144,@,MEM,1,240,56,91,0.615,37,53,0.698,19,38,0.5,13,17,0.765,144,42,88,0.477,29,57,0.509,13,31,0.419,16,18,0.889,113
15,TOR,2021-01-08,144,@,SAC,1,240,53,91,0.582,33,52,0.635,20,39,0.513,18,22,0.818,144,46,81,0.568,31,47,0.66,15,34,0.441,16,28,0.571,123
16,MIL,2020-12-29,144,@,MIA,1,240,51,92,0.554,22,41,0.537,29,51,0.569,13,15,0.867,144,37,79,0.468,26,42,0.619,11,37,0.297,12,18,0.667,97
17,BOS,2021-04-30,143,,SAS,1,265,49,105,0.467,31,67,0.463,18,38,0.474,27,36,0.75,143,49,92,0.533,38,68,0.559,11,24,0.458,31,38,0.816,140
18,HOU,2021-04-29,143,,MIL,1,240,49,98,0.5,24,52,0.462,25,46,0.543,20,24,0.833,143,49,93,0.527,33,54,0.611,16,39,0.41,22,25,0.88,136
19,WAS,2021-04-26,143,,SAS,0,265,58,109,0.532,52,89,0.584,6,20,0.3,21,25,0.84,143,55,103,0.534,49,86,0.57,6,17,0.353,30,35,0.857,146
20,DAL,2021-02-12,143,,NOP,1,240,51,88,0.58,26,43,0.605,25,45,0.556,16,21,0.762,143,48,90,0.533,31,53,0.585,17,37,0.459,17,23,0.739,130
21,MIL,2021-05-13,142,@,IND,1,240,54,94,0.574,43,64,0.672,11,30,0.367,23,31,0.742,142,50,110,0.455,29,67,0.433,21,43,0.488,12,15,0.8,133
22,MIL,2021-05-07,141,,HOU,1,240,51,95,0.537,32,49,0.653,19,46,0.413,20,23,0.87,141,48,96,0.5,23,43,0.535,25,53,0.472,12,18,0.667,133
23,POR,2021-05-05,141,@,CLE,1,240,53,92,0.576,37,59,0.627,16,33,0.485,19,25,0.76,141,37,92,0.402,24,54,0.444,13,38,0.342,18,26,0.692,105
24,IND,2021-05-03,141,@,WAS,0,240,53,107,0.495,39,80,0.488,14,27,0.519,21,25,0.84,141,63,103,0.612,54,81,0.667,9,22,0.409,19,24,0.792,154
25,IND,2021-04-07,141,,MIN,1,240,55,93,0.591,41,65,0.631,14,28,0.5,17,19,0.895,141,48,91,0.527,38,63,0.603,10,28,0.357,31,40,0.775,137
26,SAC,2021-03-25,141,,GSW,1,240,53,89,0.596,34,51,0.667,19,38,0.5,16,19,0.842,141,45,88,0.511,28,56,0.5,17,32,0.531,12,12,1.0,119
27,BOS,2021-01-24,141,,CLE,1,240,52,93,0.559,38,65,0.585,14,28,0.5,23,27,0.852,141,34,85,0.4,24,52,0.462,10,33,0.303,25,34,0.735,103
28,PHI,2021-01-06,141,,WAS,1,240,50,81,0.617,32,52,0.615,18,29,0.621,23,33,0.697,141,47,94,0.5,31,57,0.544,16,37,0.432,26,35,0.743,136
29,ATL,2020-12-30,141,@,BRK,0,240,47,99,0.475,29,53,0.547,18,46,0.391,29,35,0.829,141,54,100,0.54,35,59,0.593,19,41,0.463,18,23,0.783,145
30,PHO,2021-05-15,140,@,SAS,1,240,52,94,0.553,37,61,0.607,15,33,0.455,21,22,0.955,140,39,88,0.443,35,62,0.565,4,26,0.154,21,24,0.875,103
31,POR,2021-05-10,140,,HOU,1,240,47,92,0.511,29,52,0.558,18,40,0.45,28,35,0.8,140,42,85,0.494,24,47,0.511,18,38,0.474,27,28,0.964,129
32,NOP,2021-05-01,140,@,MIN,1,265,47,92,0.511,33,56,0.589,14,36,0.389,32,46,0.696,140,48,106,0.453,33,58,0.569,15,48,0.313,25,32,0.781,136
33,SAS,2021-04-30,140,@,BOS,0,265,49,92,0.533,38,68,0.559,11,24,0.458,31,38,0.816,140,49,105,0.467,31,67,0.463,18,38,0.474,27,36,0.75,143
34,PHO,2021-04-02,140,,OKC,1,240,54,90,0.6,39,57,0.684,15,33,0.455,17,21,0.81,140,35,89,0.393,20,51,0.392,15,38,0.395,18,23,0.783,103
35,MIL,2021-03-22,140,,IND,1,240,53,94,0.564,29,55,0.527,24,39,0.615,10,15,0.667,140,45,111,0.405,33,61,0.541,12,50,0.24,11,12,0.917,113
36,NYK,2021-02-25,140,,SAC,1,240,51,87,0.586,32,51,0.627,19,36,0.528,19,21,0.905,140,42,85,0.494,30,50,0.6,12,35,0.343,25,33,0.758,121
37,MEM,2021-05-05,139,@,MIN,1,240,52,97,0.536,38,68,0.559,14,29,0.483,21,28,0.75,139,49,94,0.521,30,55,0.545,19,39,0.487,18,22,0.818,135
38,DEN,2021-04-19,139,,MEM,1,290,51,102,0.5,36,63,0.571,15,39,0.385,22,26,0.846,139,51,107,0.477,34,67,0.507,17,40,0.425,18,24,0.75,137
39,BRK,2021-04-07,139,,NOP,1,240,51,92,0.554,32,51,0.627,19,41,0.463,18,22,0.818,139,38,89,0.427,32,62,0.516,6,27,0.222,29,39,0.744,111
40,IND,2021-04-03,139,@,SAS,1,265,52,94,0.553,40,65,0.615,12,29,0.414,23,26,0.885,139,48,99,0.485,38,70,0.543,10,29,0.345,27,32,0.844,133
41,MIL,2021-02-23,139,,MIN,1,240,53,99,0.535,33,57,0.579,20,42,0.476,13,18,0.722,139,42,98,0.429,23,44,0.523,19,54,0.352,9,9,1.0,112
42,UTA,2021-02-05,138,@,CHO,1,240,48,87,0.552,22,37,0.595,26,50,0.52,16,18,0.889,138,48,104,0.462,37,69,0.536,11,35,0.314,14,17,0.824,121
43,LAC,2021-01-15,138,@,SAC,1,240,52,89,0.584,34,54,0.63,18,35,0.514,16,20,0.8,138,40,85,0.471,32,59,0.542,8,26,0.308,12,17,0.706,100
44,LAL,2020-12-25,138,,DAL,1,240,51,91,0.56,32,52,0.615,19,39,0.487,17,24,0.708,138,41,83,0.494,28,51,0.549,13,32,0.406,20,26,0.769,115
45,MIL,2020-12-25,138,,GSW,1,240,50,90,0.556,30,54,0.556,20,36,0.556,18,26,0.692,138,34,99,0.343,24,54,0.444,10,45,0.222,21,25,0.84,99
46,NYK,2021-04-21,137,,ATL,1,265,49,91,0.538,30,56,0.536,19,35,0.543,20,25,0.8,137,49,102,0.48,37,68,0.544,12,34,0.353,17,24,0.708,127
47,MEM,2021-04-19,137,@,DEN,0,290,51,107,0.477,34,67,0.507,17,40,0.425,18,24,0.75,137,51,102,0.5,36,63,0.571,15,39,0.385,22,26,0.846,139
48,MIN,2021-04-07,137,@,IND,0,240,48,91,0.527,38,63,0.603,10,28,0.357,31,40,0.775,137,55,93,0.591,41,65,0.631,14,28,0.5,17,19,0.895,141
49,UTA,2021-04-03,137,,ORL,1,240,51,92,0.554,25,37,0.676,26,55,0.473,9,12,0.75,137,32,87,0.368,30,64,0.469,2,23,0.087,25,31,0.806,91
50,IND,2021-03-19,137,@,MIA,1,240,52,89,0.584,32,53,0.604,20,36,0.556,13,19,0.684,137,41,92,0.446,32,58,0.552,9,34,0.265,19,20,0.95,110
51,LAL,2021-03-16,137,,MIN,1,240,50,87,0.575,37,61,0.607,13,26,0.5,24,28,0.857,137,47,90,0.522,36,55,0.655,11,35,0.314,16,22,0.727,121
52,TOR,2021-02-10,137,@,WAS,1,240,49,93,0.527,30,61,0.492,19,32,0.594,20,23,0.87,137,42,93,0.452,30,52,0.577,12,41,0.293,19,23,0.826,115
53,PHI,2021-01-12,137,,MIA,1,265,50,102,0.49,31,47,0.66,19,55,0.345,18,25,0.72,137,48,104,0.462,29,48,0.604,19,56,0.339,19,24,0.792,134
54,GSW,2021-01-04,137,,SAC,1,240,51,97,0.526,28,54,0.519,23,43,0.535,12,14,0.857,137,34,90,0.378,24,55,0.436,10,35,0.286,28,39,0.718,106
55,GSW,2021-01-03,137,,POR,1,240,49,88,0.557,36,54,0.667,13,34,0.382,26,34,0.765,137,41,98,0.418,27,55,0.491,14,43,0.326,26,33,0.788,122
56,MIN,2021-05-16,136,,DAL,1,240,49,90,0.544,32,50,0.64,17,40,0.425,21,25,0.84,136,44,91,0.484,28,53,0.528,16,38,0.421,17,20,0.85,121
57,GSW,2021-05-08,136,,OKC,1,240,47,81,0.58,20,27,0.741,27,54,0.5,15,18,0.833,136,38,94,0.404,29,57,0.509,9,37,0.243,12,20,0.6,97
58,MIN,2021-05-01,136,,NOP,0,265,48,106,0.453,33,58,0.569,15,48,0.313,25,32,0.781,136,47,92,0.511,33,56,0.589,14,36,0.389,32,46,0.696,140
59,MIL,2021-04-29,136,@,HOU,0,240,49,93,0.527,33,54,0.611,16,39,0.41,22,25,0.88,136,49,98,0.5,24,52,0.462,25,46,0.543,20,24,0.833,143
60,MIN,2021-04-09,136,@,BOS,0,265,47,96,0.49,32,54,0.593,15,42,0.357,27,30,0.9,136,47,87,0.54,28,45,0.622,19,42,0.452,32,34,0.941,145
61,BRK,2021-02-15,136,@,SAC,1,240,51,89,0.573,24,42,0.571,27,47,0.574,7,12,0.583,136,51,96,0.531,39,63,0.619,12,33,0.364,11,13,0.846,125
62,HOU,2021-02-01,136,@,OKC,1,240,49,102,0.48,21,50,0.42,28,52,0.538,10,11,0.909,136,39,89,0.438,26,55,0.473,13,34,0.382,15,19,0.789,106
63,WAS,2021-01-06,136,@,PHI,0,240,47,94,0.5,31,57,0.544,16,37,0.432,26,35,0.743,136,50,81,0.617,32,52,0.615,18,29,0.621,23,33,0.697,141
64,ATL,2021-05-05,135,,PHO,1,240,53,84,0.631,40,58,0.69,13,26,0.5,16,18,0.889,135,33,79,0.418,21,47,0.447,12,32,0.375,25,29,0.862,103
65,MIL,2021-05-05,135,,WAS,1,240,48,89,0.539,30,52,0.577,18,37,0.486,21,28,0.75,135,47,96,0.49,39,74,0.527,8,22,0.364,32,43,0.744,134
66,MIN,2021-05-05,135,,MEM,0,240,49,94,0.521,30,55,0.545,19,39,0.487,18,22,0.818,135,52,97,0.536,38,68,0.559,14,29,0.483,21,28,0.75,139
67,PHI,2021-05-05,135,@,HOU,1,240,50,94,0.532,35,59,0.593,15,35,0.429,20,22,0.909,135,42,93,0.452,25,48,0.521,17,45,0.378,14,18,0.778,115
68,NOP,2021-04-22,135,@,ORL,1,240,50,90,0.556,38,62,0.613,12,28,0.429,23,26,0.885,135,36,98,0.367,23,62,0.371,13,36,0.361,15,19,0.789,100
69,TOR,2021-04-10,135,@,CLE,1,240,53,86,0.616,36,54,0.667,17,32,0.531,12,14,0.857,135,39,86,0.453,24,51,0.471,15,35,0.429,22,26,0.846,115
70,TOR,2021-03-24,135,,DEN,1,240,45,89,0.506,21,41,0.512,24,48,0.5,21,23,0.913,135,41,98,0.418,27,55,0.491,14,43,0.326,15,18,0.833,111
71,NOP,2021-03-14,135,,LAC,1,240,53,81,0.654,41,55,0.745,12,26,0.462,17,21,0.81,135,42,92,0.457,27,49,0.551,15,43,0.349,16,19,0.842,115
72,MIN,2021-03-11,135,@,NOP,1,240,51,95,0.537,32,55,0.582,19,40,0.475,14,16,0.875,135,43,100,0.43,37,68,0.544,6,32,0.188,13,24,0.542,105
73,CHO,2021-03-03,135,@,MIN,1,240,51,98,0.52,34,59,0.576,17,39,0.436,16,21,0.762,135,39,96,0.406,30,56,0.536,9,40,0.225,15,18,0.833,102
74,LAC,2021-02-23,135,,WAS,1,240,54,94,0.574,35,56,0.625,19,38,0.5,8,13,0.615,135,47,88,0.534,36,68,0.529,11,20,0.55,11,16,0.688,116
75,LAL,2021-02-06,135,,DET,1,290,51,91,0.56,42,72,0.583,9,19,0.474,24,28,0.857,135,45,94,0.479,29,52,0.558,16,42,0.381,23,28,0.821,129
76,BRK,2021-01-20,135,@,CLE,0,290,48,106,0.453,33,65,0.508,15,41,0.366,24,27,0.889,135,56,109,0.514,36,69,0.522,20,40,0.5,15,21,0.714,147
77,POR,2021-01-07,135,,MIN,1,240,49,90,0.544,31,49,0.633,18,41,0.439,19,23,0.826,135,39,93,0.419,25,52,0.481,14,41,0.341,25,33,0.758,117
78,WAS,2021-05-05,134,@,MIL,0,240,47,96,0.49,39,74,0.527,8,22,0.364,32,43,0.744,134,48,89,0.539,30,52,0.577,18,37,0.486,21,28,0.75,135
79,PHO,2021-05-04,134,@,CLE,1,265,55,105,0.524,43,74,0.581,12,31,0.387,12,13,0.923,134,41,90,0.456,28,61,0.459,13,29,0.448,23,27,0.852,118
80,BRK,2021-04-20,134,@,NOP,1,240,49,89,0.551,35,52,0.673,14,37,0.378,22,28,0.786,134,51,91,0.56,39,58,0.672,12,33,0.364,15,24,0.625,129
81,MIN,2021-04-20,134,@,SAC,1,240,51,90,0.567,33,47,0.702,18,43,0.419,14,19,0.737,134,44,97,0.454,26,55,0.473,18,42,0.429,14,16,0.875,120
82,PHO,2021-04-10,134,,WAS,1,240,55,107,0.514,38,64,0.594,17,43,0.395,7,7,1.0,134,39,84,0.464,30,59,0.508,9,25,0.36,19,28,0.679,106
83,DEN,2021-04-06,134,,DET,1,240,56,94,0.596,42,63,0.667,14,31,0.452,8,9,0.889,134,44,81,0.543,29,46,0.63,15,35,0.429,16,20,0.8,119
84,ATL,2021-04-01,134,@,SAS,1,290,50,100,0.5,37,76,0.487,13,24,0.542,21,26,0.808,134,49,110,0.445,36,70,0.514,13,40,0.325,18,24,0.75,129
85,LAC,2021-03-24,134,@,SAS,1,240,49,88,0.557,32,55,0.582,17,33,0.515,19,30,0.633,134,39,85,0.459,32,63,0.508,7,22,0.318,16,19,0.842,101
86,BOS,2021-03-14,134,@,HOU,1,240,51,92,0.554,33,55,0.6,18,37,0.486,14,21,0.667,134,35,91,0.385,19,41,0.463,16,50,0.32,21,31,0.677,107
87,PHI,2021-03-14,134,,SAS,1,240,56,98,0.571,41,69,0.594,15,29,0.517,7,11,0.636,134,36,85,0.424,32,64,0.5,4,21,0.19,23,31,0.742,99
88,MIL,2021-03-11,134,,NYK,1,240,50,87,0.575,32,49,0.653,18,38,0.474,16,17,0.941,134,37,88,0.42,24,51,0.471,13,37,0.351,14,21,0.667,101
89,IND,2021-02-17,134,@,MIN,1,265,49,97,0.505,36,71,0.507,13,26,0.5,23,27,0.852,134,45,107,0.421,30,67,0.448,15,40,0.375,23,25,0.92,128
90,UTA,2021-02-15,134,,PHI,1,240,45,86,0.523,27,41,0.659,18,45,0.4,26,31,0.839,134,47,94,0.5,39,71,0.549,8,23,0.348,21,24,0.875,123
91,BRK,2021-02-13,134,@,GSW,1,240,50,93,0.538,34,54,0.63,16,39,0.41,18,20,0.9,134,44,90,0.489,35,56,0.625,9,34,0.265,20,25,0.8,117
92,DAL,2021-02-06,134,,GSW,1,240,44,96,0.458,23,49,0.469,21,47,0.447,25,30,0.833,134,46,86,0.535,26,41,0.634,20,45,0.444,20,23,0.87,132
93,IND,2021-02-02,134,,MEM,1,240,49,82,0.598,33,53,0.623,16,29,0.552,20,29,0.69,134,42,93,0.452,33,68,0.485,9,25,0.36,23,24,0.958,116
94,MIL,2021-02-01,134,,POR,1,240,53,96,0.552,32,54,0.593,21,42,0.5,7,12,0.583,134,39,104,0.375,24,62,0.387,15,42,0.357,13,13,1.0,106
95,MIA,2021-01-12,134,@,PHI,0,265,48,104,0.462,29,48,0.604,19,56,0.339,19,24,0.792,134,50,102,0.49,31,47,0.66,19,55,0.345,18,25,0.72,137
96,IND,2021-05-13,133,,MIL,0,240,50,110,0.455,29,67,0.433,21,43,0.488,12,15,0.8,133,54,94,0.574,43,64,0.672,11,30,0.367,23,31,0.742,142
97,MEM,2021-05-11,133,,DAL,1,240,51,89,0.573,35,56,0.625,16,33,0.485,15,16,0.938,133,37,88,0.42,25,50,0.5,12,38,0.316,18,19,0.947,104
98,WAS,2021-05-08,133,@,IND,1,265,49,110,0.445,40,78,0.513,9,32,0.281,26,30,0.867,133,50,104,0.481,43,75,0.573,7,29,0.241,25,30,0.833,132
99,HOU,2021-05-07,133,@,MIL,0,240,48,96,0.5,23,43,0.535,25,53,0.472,12,18,0.667,133,51,95,0.537,32,49,0.653,19,46,0.413,20,23,0.87,141
100,IND,2021-05-06,133,,ATL,1,240,54,87,0.621,46,67,0.687,8,20,0.4,17,19,0.895,133,48,94,0.511,33,57,0.579,15,37,0.405,15,18,0.833,126
101,DAL,2021-04-27,133,@,GSW,1,240,48,92,0.522,30,57,0.526,18,35,0.514,19,22,0.864,133,34,84,0.405,18,41,0.439,16,43,0.372,19,24,0.792,103
102,POR,2021-04-27,133,@,IND,1,240,50,106,0.472,30,71,0.423,20,35,0.571,13,16,0.813,133,40,86,0.465,30,56,0.536,10,30,0.333,22,28,0.786,112
103,NYK,2021-04-09,133,,MEM,1,265,45,96,0.469,31,64,0.484,14,32,0.438,29,33,0.879,133,47,94,0.5,33,64,0.516,14,30,0.467,21,34,0.618,129
104,LAC,2021-04-06,133,,POR,1,240,46,89,0.517,30,48,0.625,16,41,0.39,25,30,0.833,133,37,92,0.402,26,56,0.464,11,36,0.306,31,37,0.838,116
105,PHO,2021-04-05,133,@,HOU,1,240,44,86,0.512,26,49,0.531,18,37,0.486,27,31,0.871,133,43,79,0.544,26,46,0.565,17,33,0.515,27,33,0.818,130
106,SAS,2021-04-03,133,,IND,0,265,48,99,0.485,38,70,0.543,10,29,0.345,27,32,0.844,133,52,94,0.553,40,65,0.615,12,29,0.414,23,26,0.885,139
107,POR,2021-04-03,133,,OKC,1,240,51,104,0.49,31,58,0.534,20,46,0.435,11,14,0.786,133,30,85,0.353,22,51,0.431,8,34,0.235,17,24,0.708,85
108,MIL,2021-03-15,133,@,WAS,1,240,52,94,0.553,41,66,0.621,11,28,0.393,18,19,0.947,133,44,87,0.506,28,49,0.571,16,38,0.421,18,24,0.75,122
109,MEM,2021-02-28,133,@,HOU,1,240,50,94,0.532,40,64,0.625,10,30,0.333,23,28,0.821,133,23,83,0.277,19,38,0.5,4,45,0.089,34,41,0.829,84
110,CHI,2021-02-24,133,,MIN,1,265,55,93,0.591,45,68,0.662,10,25,0.4,13,16,0.813,133,47,104,0.452,35,66,0.53,12,38,0.316,20,21,0.952,126
111,DEN,2021-02-10,133,,CLE,1,240,51,85,0.6,35,49,0.714,16,36,0.444,15,21,0.714,133,36,94,0.383,28,57,0.491,8,37,0.216,15,20,0.75,95
112,MEM,2021-02-01,133,@,SAS,1,240,52,93,0.559,37,63,0.587,15,30,0.5,14,18,0.778,133,37,89,0.416,24,52,0.462,13,37,0.351,15,22,0.682,102
113,HOU,2021-01-23,133,@,DAL,1,240,47,86,0.547,31,49,0.633,16,37,0.432,23,29,0.793,133,37,83,0.446,32,58,0.552,5,25,0.2,29,40,0.725,108
114,CHI,2020-12-31,133,@,WAS,1,240,50,92,0.543,36,56,0.643,14,36,0.389,19,25,0.76,133,42,84,0.5,28,55,0.509,14,29,0.483,32,41,0.78,130
115,POR,2021-05-16,132,,DEN,1,240,46,87,0.529,28,44,0.636,18,43,0.419,22,26,0.846,132,44,98,0.449,30,61,0.492,14,37,0.378,14,15,0.933,116
116,IND,2021-05-08,132,,WAS,0,265,50,104,0.481,43,75,0.573,7,29,0.241,25,30,0.833,132,49,110,0.445,40,78,0.513,9,32,0.281,26,30,0.867,133
117,BOS,2021-05-05,132,@,ORL,1,240,51,96,0.531,30,51,0.588,21,45,0.467,9,12,0.75,132,33,85,0.388,27,60,0.45,6,25,0.24,24,28,0.857,96
118,MIL,2021-04-24,132,,PHI,1,240,49,95,0.516,31,55,0.564,18,40,0.45,16,24,0.667,132,31,82,0.378,24,51,0.471,7,31,0.226,25,34,0.735,94
119,IND,2021-04-14,132,@,HOU,1,240,50,94,0.532,35,58,0.603,15,36,0.417,17,22,0.773,132,48,104,0.462,38,70,0.543,10,34,0.294,18,22,0.818,124
120,IND,2021-04-11,132,@,MEM,1,240,52,99,0.525,39,62,0.629,13,37,0.351,15,17,0.882,132,53,115,0.461,47,95,0.495,6,20,0.3,13,19,0.684,125
121,DET,2021-04-05,132,@,OKC,1,240,49,95,0.516,36,67,0.537,13,28,0.464,21,24,0.875,132,41,97,0.423,36,70,0.514,5,27,0.185,21,25,0.84,108
122,SAC,2021-03-29,132,@,SAS,1,240,47,84,0.56,29,48,0.604,18,36,0.5,20,25,0.8,132,47,93,0.505,37,66,0.561,10,27,0.37,11,14,0.786,115
123,WAS,2021-03-29,132,,IND,1,240,55,99,0.556,45,80,0.563,10,19,0.526,12,18,0.667,132,44,93,0.473,32,63,0.508,12,30,0.4,24,33,0.727,124
124,MEM,2021-03-22,132,,BOS,1,265,55,110,0.5,43,75,0.573,12,35,0.343,10,15,0.667,132,47,90,0.522,30,55,0.545,17,35,0.486,15,24,0.625,126
125,DAL,2021-03-21,132,@,POR,1,240,48,86,0.558,29,49,0.592,19,37,0.514,17,20,0.85,132,34,89,0.382,25,48,0.521,9,41,0.22,15,19,0.789,92
126,BOS,2021-03-04,132,,TOR,1,240,45,74,0.608,32,45,0.711,13,29,0.448,29,40,0.725,132,45,91,0.495,24,41,0.585,21,50,0.42,14,17,0.824,125
127,BRK,2021-03-03,132,@,HOU,1,240,49,85,0.576,32,50,0.64,17,35,0.486,17,24,0.708,132,38,91,0.418,20,48,0.417,18,43,0.419,20,28,0.714,114
128,PHO,2021-02-22,132,,POR,1,240,50,99,0.505,34,66,0.515,16,33,0.485,16,18,0.889,132,37,84,0.44,25,45,0.556,12,39,0.308,14,19,0.737,100
129,UTA,2021-02-22,132,,CHO,1,240,45,85,0.529,17,30,0.567,28,55,0.509,14,17,0.824,132,41,89,0.461,30,53,0.566,11,36,0.306,17,21,0.81,110
130,PHO,2021-02-19,132,@,NOP,1,240,51,88,0.58,29,49,0.592,22,39,0.564,8,12,0.667,132,42,82,0.512,31,50,0.62,11,32,0.344,19,24,0.792,114
131,GSW,2021-02-06,132,@,DAL,0,240,46,86,0.535,26,41,0.634,20,45,0.444,20,23,0.87,132,44,96,0.458,23,49,0.469,21,47,0.447,25,30,0.833,134
132,ATL,2021-02-06,132,,TOR,1,240,42,74,0.568,23,38,0.605,19,36,0.528,29,33,0.879,132,41,97,0.423,28,59,0.475,13,38,0.342,26,34,0.765,121
133,POR,2021-02-02,132,@,WAS,1,240,44,95,0.463,23,49,0.469,21,46,0.457,23,23,1.0,132,46,83,0.554,30,43,0.698,16,40,0.4,13,17,0.765,121
134,BRK,2021-01-27,132,@,ATL,1,265,52,98,0.531,41,66,0.621,11,32,0.344,17,20,0.85,132,45,94,0.479,32,61,0.525,13,33,0.394,25,28,0.893,128
135,POR,2021-01-13,132,@,SAC,1,240,44,90,0.489,21,42,0.5,23,48,0.479,21,27,0.778,132,44,84,0.524,25,46,0.543,19,38,0.5,19,26,0.731,126
136,HOU,2021-01-08,132,,ORL,1,240,51,91,0.56,29,44,0.659,22,47,0.468,8,11,0.727,132,34,89,0.382,26,60,0.433,8,29,0.276,14,16,0.875,90
137,WAS,2021-05-06,131,@,TOR,1,265,41,94,0.436,28,64,0.438,13,30,0.433,36,43,0.837,131,47,105,0.448,33,67,0.493,14,38,0.368,21,27,0.778,129
138,IND,2021-04-25,131,@,ORL,1,240,50,91,0.549,35,59,0.593,15,32,0.469,16,18,0.889,131,40,101,0.396,30,69,0.435,10,32,0.313,22,28,0.786,112
139,LAC,2021-04-11,131,,DET,1,240,50,80,0.625,35,53,0.66,15,27,0.556,16,21,0.762,131,46,87,0.529,31,55,0.564,15,32,0.469,17,19,0.895,124
140,MEM,2021-04-07,131,@,ATL,1,240,48,89,0.539,31,49,0.633,17,40,0.425,18,21,0.857,131,45,101,0.446,35,73,0.479,10,28,0.357,13,15,0.867,113
141,WAS,2021-04-07,131,@,ORL,1,240,49,85,0.576,30,49,0.612,19,36,0.528,14,16,0.875,131,44,93,0.473,32,62,0.516,12,31,0.387,16,23,0.696,116
142,NYK,2021-03-23,131,,WAS,1,240,47,92,0.511,31,62,0.5,16,30,0.533,21,24,0.875,131,38,79,0.481,29,56,0.518,9,23,0.391,28,35,0.8,113
143,DEN,2021-03-19,131,,CHI,1,265,48,91,0.527,34,57,0.596,14,34,0.412,21,27,0.778,131,47,90,0.522,30,55,0.545,17,35,0.486,16,23,0.696,127
144,WAS,2021-03-18,131,,UTA,1,240,47,86,0.547,40,69,0.58,7,17,0.412,30,38,0.789,131,44,96,0.458,26,48,0.542,18,48,0.375,16,28,0.571,122
145,GSW,2021-03-14,131,,UTA,1,240,50,89,0.562,34,58,0.586,16,31,0.516,15,18,0.833,131,41,93,0.441,26,49,0.531,15,44,0.341,22,29,0.759,119
146,PHI,2021-03-03,131,,UTA,1,265,48,93,0.516,40,68,0.588,8,25,0.32,27,35,0.771,131,44,100,0.44,23,56,0.411,21,44,0.477,14,19,0.737,123
147,WAS,2021-02-15,131,,HOU,1,240,48,92,0.522,36,62,0.581,12,30,0.4,23,31,0.742,131,43,91,0.473,35,54,0.648,8,37,0.216,25,34,0.735,119
148,NOP,2021-01-29,131,,MIL,1,240,45,96,0.469,24,48,0.5,21,48,0.438,20,28,0.714,131,48,96,0.5,35,61,0.574,13,35,0.371,17,22,0.773,126
