Rk,Team,Date,PTS,Unnamed: 4,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS.1,FG.1,FGA.1,FG%.1,2P.1,2PA.1,2P%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,PTS.2
50,POR,2023-01-15,140,,DAL,1,240,43,85,0.506,26,41,0.634,17,44,0.386,37,42,0.881,140,41,89,0.461,27,47,0.574,14,42,0.333,27,33,0.818,123
51,NYK,2022-11-29,140,@,DET,1,240,54,96,0.563,38,61,0.623,16,35,0.457,16,21,0.762,140,42,83,0.506,29,44,0.659,13,39,0.333,13,20,0.65,110
52,BOS,2022-11-28,140,,CHO,1,240,55,93,0.591,31,41,0.756,24,52,0.462,6,7,0.857,140,42,86,0.488,31,57,0.544,11,29,0.379,10,15,0.667,105
53,CHI,2023-03-17,139,,MIN,1,290,51,94,0.543,40,70,0.571,11,24,0.458,26,30,0.867,139,46,100,0.46,28,58,0.483,18,42,0.429,21,31,0.677,131
54,IND,2023-03-16,139,@,MIL,1,240,54,97,0.557,32,51,0.627,22,46,0.478,9,15,0.6,139,47,89,0.528,36,57,0.632,11,32,0.344,18,26,0.692,123
55,MIL,2023-03-01,139,,ORL,1,240,49,94,0.521,23,38,0.605,26,56,0.464,15,19,0.789,139,43,94,0.457,34,61,0.557,9,33,0.273,22,29,0.759,117
56,BOS,2023-02-01,139,,BRK,1,240,53,92,0.576,27,38,0.711,26,54,0.481,7,10,0.7,139,36,88,0.409,27,49,0.551,9,39,0.231,15,18,0.833,96
57,ATL,2023-01-20,139,,NYK,1,240,56,100,0.56,43,66,0.652,13,34,0.382,14,16,0.875,139,49,83,0.59,36,53,0.679,13,30,0.433,13,17,0.765,124
58,SAC,2023-01-13,139,,HOU,1,240,47,86,0.547,27,46,0.587,20,40,0.5,25,29,0.862,139,43,91,0.473,31,54,0.574,12,37,0.324,16,25,0.64,114
59,BRK,2023-01-02,139,,SAS,1,240,58,93,0.624,47,73,0.644,11,20,0.55,12,15,0.8,139,42,97,0.433,34,66,0.515,8,31,0.258,11,18,0.611,103
60,BOS,2022-12-25,139,,MIL,1,240,50,85,0.588,31,46,0.674,19,39,0.487,20,25,0.8,139,42,84,0.5,29,48,0.604,13,36,0.361,21,27,0.778,118
61,UTA,2022-12-02,139,,IND,1,240,46,83,0.554,31,49,0.633,15,34,0.441,32,37,0.865,139,40,92,0.435,28,58,0.483,12,34,0.353,27,33,0.818,119
62,UTA,2022-11-07,139,,LAL,1,240,53,95,0.558,37,57,0.649,16,38,0.421,17,22,0.773,139,40,82,0.488,31,58,0.534,9,24,0.375,27,30,0.9,116
63,TOR,2022-10-31,139,,ATL,1,240,46,92,0.5,32,58,0.552,14,34,0.412,33,40,0.825,139,39,84,0.464,28,55,0.509,11,29,0.379,20,25,0.8,109
64,SAS,2023-04-09,138,@,DAL,1,240,51,104,0.49,36,66,0.545,15,38,0.395,21,30,0.7,138,46,108,0.426,29,55,0.527,17,53,0.321,8,16,0.5,117
65,NYK,2023-04-05,138,@,IND,1,240,52,100,0.52,34,54,0.63,18,46,0.391,16,25,0.64,138,45,87,0.517,30,57,0.526,15,30,0.5,24,30,0.8,129
66,NOP,2023-04-05,138,,MEM,1,265,44,88,0.5,23,49,0.469,21,39,0.538,29,39,0.744,138,50,104,0.481,38,68,0.559,12,36,0.333,19,25,0.76,131
67,SAC,2023-03-31,138,@,POR,1,240,54,88,0.614,35,49,0.714,19,39,0.487,11,15,0.733,138,40,85,0.471,21,47,0.447,19,38,0.5,15,23,0.652,114
68,MIA,2023-03-15,138,,MEM,1,240,49,82,0.598,36,53,0.679,13,29,0.448,27,33,0.818,138,46,91,0.505,28,45,0.622,18,46,0.391,9,14,0.643,119
69,MIN,2023-03-04,138,@,SAC,1,240,48,80,0.6,28,41,0.683,20,39,0.513,22,31,0.71,138,49,89,0.551,35,62,0.565,14,27,0.519,22,30,0.733,134
70,IND,2023-02-23,138,,BOS,0,265,49,94,0.521,27,45,0.6,22,49,0.449,18,22,0.818,138,51,99,0.515,33,60,0.55,18,39,0.462,22,26,0.846,142
71,ATL,2023-02-13,138,@,CHO,0,240,53,108,0.491,42,80,0.525,11,28,0.393,21,21,1.0,138,53,84,0.631,33,47,0.702,20,37,0.541,18,23,0.783,144
72,OKC,2023-02-10,138,@,POR,1,240,47,83,0.566,35,59,0.593,12,24,0.5,32,35,0.914,138,42,76,0.553,26,36,0.722,16,40,0.4,29,31,0.935,129
73,DET,2023-02-10,138,,SAS,1,290,46,107,0.43,39,70,0.557,7,37,0.189,39,49,0.796,138,45,107,0.421,31,65,0.477,14,42,0.333,27,34,0.794,131
74,LAC,2023-01-26,138,,SAS,1,240,52,89,0.584,34,51,0.667,18,38,0.474,16,21,0.762,138,37,82,0.451,29,58,0.5,8,24,0.333,18,28,0.643,100
75,WAS,2023-01-21,138,,ORL,1,240,51,95,0.537,33,61,0.541,18,34,0.529,18,25,0.72,138,42,90,0.467,28,56,0.5,14,34,0.412,20,24,0.833,118
76,CHO,2023-01-06,138,@,MIL,1,240,53,102,0.52,33,54,0.611,20,48,0.417,12,19,0.632,138,37,84,0.44,17,36,0.472,20,48,0.417,15,24,0.625,109
77,SAS,2022-11-26,138,,LAL,0,240,53,105,0.505,35,68,0.515,18,37,0.486,14,20,0.7,138,47,81,0.58,30,48,0.625,17,33,0.515,32,37,0.865,143
78,MEM,2023-04-07,137,@,MIL,1,240,53,93,0.57,33,51,0.647,20,42,0.476,11,15,0.733,137,42,92,0.457,21,43,0.488,21,49,0.429,9,11,0.818,114
79,CHO,2023-03-28,137,@,OKC,1,240,52,94,0.553,38,59,0.644,14,35,0.4,19,30,0.633,137,50,96,0.521,39,66,0.591,11,30,0.367,23,29,0.793,134
80,NYK,2023-03-27,137,,HOU,1,240,50,86,0.581,33,47,0.702,17,39,0.436,20,28,0.714,137,42,87,0.483,35,61,0.574,7,26,0.269,24,29,0.828,115
81,BOS,2023-03-26,137,,SAS,1,240,52,91,0.571,34,47,0.723,18,44,0.409,15,21,0.714,137,36,97,0.371,28,61,0.459,8,36,0.222,13,18,0.722,93
82,DAL,2023-03-15,137,@,SAS,1,265,44,86,0.512,27,53,0.509,17,33,0.515,32,37,0.865,137,49,107,0.458,34,73,0.466,15,34,0.441,15,26,0.577,128
83,OKC,2023-03-07,137,,GSW,1,240,50,94,0.532,33,57,0.579,17,37,0.459,20,24,0.833,137,47,89,0.528,27,38,0.711,20,51,0.392,14,16,0.875,128
84,PHI,2023-02-03,137,@,SAS,1,240,46,87,0.529,33,60,0.55,13,27,0.481,32,41,0.78,137,52,89,0.584,45,68,0.662,7,21,0.333,14,15,0.933,125
85,ATL,2023-01-25,137,@,OKC,1,240,50,84,0.595,39,55,0.709,11,29,0.379,26,33,0.788,137,53,102,0.52,38,68,0.559,15,34,0.441,11,16,0.688,132
86,PHI,2023-01-25,137,,BRK,1,240,42,82,0.512,24,44,0.545,18,38,0.474,35,36,0.972,137,49,76,0.645,35,50,0.7,14,26,0.538,21,27,0.778,133
87,SAC,2022-11-30,137,,IND,1,240,48,95,0.505,32,52,0.615,16,43,0.372,25,29,0.862,137,40,100,0.4,28,63,0.444,12,37,0.324,22,30,0.733,114
88,GSW,2022-11-27,137,@,MIN,1,240,50,87,0.575,30,40,0.75,20,47,0.426,17,20,0.85,137,39,88,0.443,25,53,0.472,14,35,0.4,22,29,0.759,114
89,SAC,2022-11-20,137,,DET,1,240,47,85,0.553,35,50,0.7,12,35,0.343,31,35,0.886,137,47,89,0.528,32,60,0.533,15,29,0.517,20,23,0.87,129
90,DAL,2022-10-22,137,,MEM,1,240,45,90,0.5,28,51,0.549,17,39,0.436,30,36,0.833,137,34,79,0.43,25,46,0.543,9,33,0.273,19,24,0.792,96
91,SAS,2022-10-21,137,@,IND,1,240,44,81,0.543,27,50,0.54,17,31,0.548,32,44,0.727,137,51,104,0.49,40,69,0.58,11,35,0.314,21,22,0.955,134
92,NYK,2023-04-09,136,,IND,0,240,52,108,0.481,37,68,0.544,15,40,0.375,17,22,0.773,136,46,89,0.517,27,55,0.491,19,34,0.559,30,38,0.789,141
93,LAC,2023-04-08,136,,POR,1,240,49,93,0.527,37,58,0.638,12,35,0.343,26,30,0.867,136,47,89,0.528,33,57,0.579,14,32,0.438,17,23,0.739,125
94,PHI,2023-04-07,136,@,ATL,1,265,51,102,0.5,40,80,0.5,11,22,0.5,23,29,0.793,136,51,92,0.554,41,59,0.695,10,33,0.303,19,28,0.679,131
95,GSW,2023-04-04,136,,OKC,1,240,47,95,0.495,27,48,0.563,20,47,0.426,22,30,0.733,136,44,93,0.473,33,61,0.541,11,32,0.344,26,35,0.743,125
96,IND,2023-03-29,136,,MIL,0,240,53,101,0.525,39,71,0.549,14,30,0.467,16,22,0.727,136,58,93,0.624,48,68,0.706,10,25,0.4,23,30,0.767,149
97,WAS,2023-03-24,136,,SAS,1,240,51,85,0.6,36,55,0.655,15,30,0.5,19,26,0.731,136,51,101,0.505,38,63,0.603,13,38,0.342,9,15,0.6,124
98,MIN,2023-03-13,136,@,ATL,1,240,54,92,0.587,42,64,0.656,12,28,0.429,16,23,0.696,136,44,97,0.454,40,75,0.533,4,22,0.182,23,28,0.821,115
99,ATL,2023-02-24,136,,CLE,1,240,50,85,0.588,35,57,0.614,15,28,0.536,21,23,0.913,136,40,88,0.455,27,53,0.509,13,35,0.371,26,29,0.897,119
100,NOP,2023-02-05,136,,SAC,1,240,48,85,0.565,34,59,0.576,14,26,0.538,26,34,0.765,136,35,82,0.427,24,40,0.6,11,42,0.262,23,27,0.852,104
101,MEM,2023-01-16,136,,PHO,1,240,52,98,0.531,36,61,0.59,16,37,0.432,16,20,0.8,136,39,89,0.438,29,56,0.518,10,33,0.303,18,19,0.947,106
102,POR,2023-01-14,136,,DAL,1,240,49,88,0.557,32,47,0.681,17,41,0.415,21,22,0.955,136,43,82,0.524,21,36,0.583,22,46,0.478,11,19,0.579,119
103,SAC,2023-01-09,136,,ORL,1,240,52,97,0.536,29,51,0.569,23,46,0.5,9,12,0.75,136,41,90,0.456,27,46,0.587,14,44,0.318,15,20,0.75,111
104,LAL,2023-01-07,136,@,SAC,1,240,50,82,0.61,41,61,0.672,9,21,0.429,27,33,0.818,136,45,86,0.523,31,54,0.574,14,32,0.438,30,37,0.811,134
105,BRK,2022-12-10,136,@,IND,1,240,52,100,0.52,43,72,0.597,9,28,0.321,23,32,0.719,136,47,85,0.553,26,41,0.634,21,44,0.477,18,24,0.75,133
106,MIL,2022-11-09,136,@,OKC,1,290,50,106,0.472,33,70,0.471,17,36,0.472,19,22,0.864,136,50,111,0.45,32,66,0.485,18,45,0.4,14,19,0.737,132
107,ATL,2022-10-28,136,@,DET,1,240,55,97,0.567,43,68,0.632,12,29,0.414,14,18,0.778,136,37,86,0.43,30,54,0.556,7,32,0.219,31,38,0.816,112
108,LAL,2023-04-04,135,@,UTA,1,265,48,96,0.5,36,62,0.581,12,34,0.353,27,35,0.771,135,47,90,0.522,32,57,0.561,15,33,0.455,24,31,0.774,133
109,SAC,2023-03-24,135,,PHO,1,240,47,89,0.528,34,50,0.68,13,39,0.333,28,32,0.875,135,48,89,0.539,39,60,0.65,9,29,0.31,22,29,0.759,127
110,LAC,2023-03-05,135,,MEM,1,240,45,85,0.529,33,56,0.589,12,29,0.414,33,35,0.943,135,50,92,0.543,32,58,0.552,18,34,0.529,11,15,0.733,129
111,GSW,2023-02-13,135,,WAS,1,240,52,89,0.584,32,49,0.653,20,40,0.5,11,15,0.733,135,48,80,0.6,36,52,0.692,12,28,0.429,18,21,0.857,126
112,MIL,2023-01-29,135,,NOP,1,240,53,96,0.552,36,53,0.679,17,43,0.395,12,20,0.6,135,41,93,0.441,28,59,0.475,13,34,0.382,15,21,0.714,110
113,SAC,2023-01-11,135,,HOU,1,240,45,94,0.479,26,46,0.565,19,48,0.396,26,31,0.839,135,44,96,0.458,28,55,0.509,16,41,0.39,11,17,0.647,115
114,MEM,2023-01-11,135,,SAS,1,240,52,101,0.515,38,79,0.481,14,22,0.636,17,25,0.68,135,50,107,0.467,39,73,0.534,11,34,0.324,18,23,0.783,129
115,DET,2023-01-11,135,,MIN,1,240,48,80,0.6,31,48,0.646,17,32,0.531,22,28,0.786,135,43,88,0.489,27,55,0.491,16,33,0.485,16,21,0.762,118
116,POR,2023-01-02,135,,DET,1,240,48,84,0.571,34,53,0.642,14,31,0.452,25,35,0.714,135,34,82,0.415,28,64,0.438,6,18,0.333,32,41,0.78,106
117,IND,2022-12-29,135,,CLE,1,240,48,85,0.565,29,54,0.537,19,31,0.613,20,21,0.952,135,50,96,0.521,38,68,0.559,12,28,0.429,14,20,0.7,126
118,ORL,2022-12-14,135,,ATL,1,240,47,93,0.505,31,57,0.544,16,36,0.444,25,30,0.833,135,44,88,0.5,32,53,0.604,12,35,0.343,24,27,0.889,124
119,OKC,2022-12-03,135,@,MIN,1,240,48,93,0.516,37,67,0.552,11,26,0.423,28,35,0.8,135,47,89,0.528,37,59,0.627,10,30,0.333,24,30,0.8,128
120,NYK,2022-11-13,135,,OKC,0,240,48,97,0.495,38,66,0.576,10,31,0.323,29,33,0.879,135,55,88,0.625,38,57,0.667,17,31,0.548,18,20,0.9,145
121,POR,2022-10-24,135,,DEN,1,240,48,83,0.578,32,48,0.667,16,35,0.457,23,31,0.742,135,45,91,0.495,33,60,0.55,12,31,0.387,8,14,0.571,110
122,PHI,2023-04-09,134,@,BRK,1,240,53,101,0.525,39,69,0.565,14,32,0.438,14,19,0.737,134,35,83,0.422,23,51,0.451,12,32,0.375,23,28,0.821,105
123,ATL,2023-04-05,134,,WAS,1,240,43,84,0.512,30,54,0.556,13,30,0.433,35,40,0.875,134,45,94,0.479,39,66,0.591,6,28,0.214,20,26,0.769,116
124,LAL,2023-04-02,134,@,HOU,1,240,52,93,0.559,43,63,0.683,9,30,0.3,21,28,0.75,134,44,102,0.431,31,68,0.456,13,34,0.382,8,10,0.8,109
125,SAC,2023-04-02,134,,SAS,0,265,49,103,0.476,38,59,0.644,11,44,0.25,25,32,0.781,134,52,98,0.531,39,64,0.609,13,34,0.382,25,29,0.862,142
126,OKC,2023-03-28,134,,CHO,0,240,50,96,0.521,39,66,0.591,11,30,0.367,23,29,0.793,134,52,94,0.553,38,59,0.644,14,35,0.4,19,30,0.633,137
127,NYK,2023-03-20,134,,MIN,0,240,48,85,0.565,34,57,0.596,14,28,0.5,24,28,0.857,134,51,83,0.614,37,59,0.627,14,24,0.583,24,32,0.75,140
128,LAC,2023-03-15,134,,GSW,1,240,46,96,0.479,30,62,0.484,16,34,0.471,26,32,0.813,134,49,88,0.557,32,52,0.615,17,36,0.472,11,15,0.733,126
129,BOS,2023-03-11,134,@,ATL,1,240,52,95,0.547,32,53,0.604,20,42,0.476,10,12,0.833,134,50,100,0.5,40,66,0.606,10,34,0.294,15,16,0.938,125
130,IND,2023-03-09,134,,HOU,1,265,48,100,0.48,30,55,0.545,18,45,0.4,20,21,0.952,134,49,107,0.458,43,90,0.478,6,17,0.353,21,29,0.724,125
131,MIL,2023-03-07,134,@,ORL,1,240,46,78,0.59,36,50,0.72,10,28,0.357,32,34,0.941,134,50,100,0.5,41,70,0.586,9,30,0.3,14,19,0.737,123
132,SAC,2023-03-04,134,,MIN,0,240,49,89,0.551,35,62,0.565,14,27,0.519,22,30,0.733,134,48,80,0.6,28,41,0.683,20,39,0.513,22,31,0.71,138
133,DEN,2023-02-26,134,,LAC,1,265,49,96,0.51,36,57,0.632,13,39,0.333,23,31,0.742,134,44,90,0.489,33,56,0.589,11,34,0.324,25,30,0.833,124
134,LAC,2023-02-14,134,,GSW,1,240,49,92,0.533,32,56,0.571,17,36,0.472,19,22,0.864,134,45,83,0.542,30,49,0.612,15,34,0.441,19,27,0.704,124
135,LAC,2023-02-04,134,@,NYK,1,265,44,92,0.478,28,55,0.509,16,37,0.432,30,35,0.857,134,45,94,0.479,27,54,0.5,18,40,0.45,20,26,0.769,128
136,DEN,2023-02-02,134,,GSW,1,240,51,90,0.567,35,55,0.636,16,35,0.457,16,21,0.762,134,43,85,0.506,24,47,0.511,19,38,0.5,12,19,0.632,117
137,POR,2023-01-25,134,,UTA,1,240,51,89,0.573,34,53,0.642,17,36,0.472,15,18,0.833,134,47,90,0.522,27,49,0.551,20,41,0.488,10,15,0.667,124
138,DEN,2023-01-20,134,,IND,1,240,51,83,0.614,37,55,0.673,14,28,0.5,18,26,0.692,134,37,84,0.44,29,52,0.558,8,32,0.25,29,37,0.784,111
139,SAC,2023-01-07,134,,LAL,0,240,45,86,0.523,31,54,0.574,14,32,0.438,30,37,0.811,134,50,82,0.61,41,61,0.672,9,21,0.429,27,33,0.818,136
140,CHI,2023-01-02,134,@,CLE,0,265,47,95,0.495,37,62,0.597,10,33,0.303,30,34,0.882,134,48,92,0.522,32,46,0.696,16,46,0.348,33,45,0.733,145
141,CHO,2022-12-23,134,@,LAL,1,240,52,94,0.553,36,53,0.679,16,41,0.39,14,18,0.778,134,48,92,0.522,29,48,0.604,19,44,0.432,15,22,0.682,130
142,SAC,2022-12-21,134,,LAL,1,240,48,95,0.505,31,48,0.646,17,47,0.362,21,28,0.75,134,42,84,0.5,31,60,0.517,11,24,0.458,25,30,0.833,120
143,CHO,2022-12-14,134,,DET,0,265,47,114,0.412,30,63,0.476,17,51,0.333,23,29,0.793,134,48,93,0.516,30,53,0.566,18,40,0.45,27,36,0.75,141
144,BOS,2022-11-30,134,,MIA,1,240,46,83,0.554,24,38,0.632,22,45,0.489,20,23,0.87,134,47,90,0.522,29,50,0.58,18,40,0.45,9,9,1.0,121
145,UTA,2022-11-18,134,,PHO,1,240,51,91,0.56,35,60,0.583,16,31,0.516,16,24,0.667,134,49,94,0.521,40,64,0.625,9,30,0.3,26,28,0.929,133
146,HOU,2022-11-07,134,@,ORL,1,240,46,87,0.529,22,39,0.564,24,48,0.5,18,25,0.72,134,45,82,0.549,33,57,0.579,12,25,0.48,25,31,0.806,127
147,NYK,2022-10-26,134,,CHO,1,265,52,97,0.536,41,67,0.612,11,30,0.367,19,22,0.864,134,49,99,0.495,36,68,0.529,13,31,0.419,20,30,0.667,131
148,MIN,2022-10-26,134,,SAS,1,240,52,80,0.65,32,46,0.696,20,34,0.588,10,16,0.625,134,43,95,0.453,27,59,0.458,16,36,0.444,20,22,0.909,122
