,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.PHILADELPHIA_76ERS,Outcome.LOSS,240,39,85,13,30,16,21,13,26,11,14,2,16,24,107
0,Team.GOLDEN_STATE_WARRIORS,Outcome.WIN,240,44,79,14,32,17,19,8,34,32,6,6,16,20,119
