,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.ORLANDO_MAGIC,Outcome.LOSS,240,38,81,9,34,21,29,9,31,21,8,4,11,14,106
0,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,240,42,90,15,41,8,13,9,34,30,9,7,13,21,107
