,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,240,41,90,12,37,10,17,6,40,30,6,2,14,21,104
0,Team.MIAMI_HEAT,Outcome.WIN,240,43,87,12,38,18,23,5,40,29,8,2,10,20,116
