,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.DENVER_NUGGETS,Outcome.WIN,240,43,88,8,22,19,28,13,37,29,9,11,13,16,113
0,Team.WASHINGTON_WIZARDS,Outcome.LOSS,240,39,91,8,27,18,22,12,28,31,6,9,13,23,104
