,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.LOS_ANGELES_LAKERS,Outcome.LOSS,240,45,91,13,35,16,26,4,31,26,10,6,12,13,119
0,Team.HOUSTON_ROCKETS,Outcome.WIN,240,52,98,12,36,19,25,14,42,36,10,2,15,19,135
