,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.INDIANA_PACERS,Outcome.LOSS,240,41,94,14,31,14,23,14,26,28,9,4,11,20,110
0,Team.PHOENIX_SUNS,Outcome.WIN,240,47,82,8,25,15,18,6,38,25,7,5,16,24,117
