,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.PHOENIX_SUNS,Outcome.WIN,240,49,79,14,28,24,32,9,33,35,5,6,15,12,136
0,Team.BROOKLYN_NETS,Outcome.LOSS,240,47,94,16,39,10,13,8,19,28,11,1,11,24,120
