,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.PHOENIX_SUNS,Outcome.WIN,240,54,88,11,25,21,26,9,33,33,13,6,17,12,140
0,Team.WASHINGTON_WIZARDS,Outcome.LOSS,240,47,96,7,32,11,17,13,22,32,11,4,18,19,112
