,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.HOUSTON_ROCKETS,Outcome.LOSS,240,42,102,11,36,18,28,22,34,20,9,4,9,25,113
0,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,240,39,79,15,35,28,41,8,38,27,8,11,11,20,121
