,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.DALLAS_MAVERICKS,Outcome.WIN,240,42,87,17,43,17,23,8,36,28,6,4,9,16,118
0,Team.PHILADELPHIA_76ERS,Outcome.LOSS,240,40,93,8,29,14,20,16,35,20,8,5,11,21,102
