,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,240,39,85,11,31,14,15,15,27,29,6,3,13,16,103
0,Team.DENVER_NUGGETS,Outcome.WIN,240,42,86,12,28,16,19,14,28,26,8,6,8,11,112
