,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.PHILADELPHIA_76ERS,Outcome.WIN,240,48,88,11,26,16,19,11,31,25,5,4,10,22,123
0,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,240,44,92,13,37,20,25,15,28,33,6,8,10,17,121
