,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.WASHINGTON_WIZARDS,Outcome.LOSS,240,44,106,7,32,9,15,12,40,27,9,7,15,25,104
0,Team.DALLAS_MAVERICKS,Outcome.WIN,240,43,96,9,36,17,26,12,44,27,7,12,16,18,112
