,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.MIAMI_HEAT,Outcome.WIN,240,38,88,7,31,27,35,14,45,24,4,1,12,18,110
0,Team.WASHINGTON_WIZARDS,Outcome.LOSS,240,37,90,11,42,17,21,6,37,28,5,4,8,25,102
