,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.ATLANTA_HAWKS,Outcome.WIN,240,42,81,16,36,27,33,9,31,31,4,9,13,19,127
0,Team.PHILADELPHIA_76ERS,Outcome.LOSS,240,42,98,15,45,22,29,18,31,24,7,6,9,24,121
