,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.TORONTO_RAPTORS,Outcome.WIN,240,43,83,14,29,18,20,9,29,34,10,4,19,20,118
0,Team.CHICAGO_BULLS,Outcome.LOSS,240,38,75,11,32,20,27,6,27,21,9,9,17,16,107
