,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.MIAMI_HEAT,Outcome.LOSS,240,41,88,14,37,13,16,8,30,26,6,4,8,18,109
0,Team.NEW_YORK_KNICKS,Outcome.WIN,240,45,87,17,33,18,26,11,35,25,6,3,7,15,125
