,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,240,39,84,13,33,30,34,12,29,24,8,9,12,18,121
0,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,240,39,87,11,29,20,25,12,32,26,5,1,16,29,109
