,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.LOS_ANGELES_CLIPPERS,Outcome.WIN,240,52,89,21,35,24,31,8,28,32,8,5,7,19,149
0,Team.ATLANTA_HAWKS,Outcome.LOSS,240,51,95,20,39,22,27,13,26,35,5,4,11,22,144
