,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.GOLDEN_STATE_WARRIORS,Outcome.LOSS,265,50,112,18,56,16,20,14,43,26,4,7,14,23,134
0,Team.ATLANTA_HAWKS,Outcome.WIN,265,55,114,14,43,17,22,16,41,27,5,4,8,20,141
