,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.CHARLOTTE_HORNETS,Outcome.WIN,240,50,88,14,37,14,18,7,28,30,8,4,10,20,128
0,Team.MINNESOTA_TIMBERWOLVES,Outcome.LOSS,240,44,84,18,41,19,25,6,30,34,4,1,13,15,125
