,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.CLEVELAND_CAVALIERS,Outcome.WIN,240,46,97,13,44,12,13,10,41,31,6,4,9,19,117
0,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,240,36,98,12,40,17,21,14,40,23,6,6,11,13,101
