,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.GOLDEN_STATE_WARRIORS,Outcome.WIN,240,47,94,16,38,17,22,12,40,30,7,8,12,21,127
0,Team.PHILADELPHIA_76ERS,Outcome.LOSS,240,41,98,8,32,14,14,11,29,21,7,8,14,16,104
