,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.HOUSTON_ROCKETS,Outcome.LOSS,240,38,85,15,38,13,16,12,36,22,5,3,21,20,104
0,Team.TORONTO_RAPTORS,Outcome.WIN,240,40,95,10,33,17,19,16,25,24,14,8,11,17,107
