,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,240,38,90,10,37,14,19,8,29,23,11,3,13,20,100
0,Team.SAN_ANTONIO_SPURS,Outcome.WIN,240,42,92,10,34,22,26,17,42,30,12,5,17,11,116
