,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.MEMPHIS_GRIZZLIES,Outcome.LOSS,240,43,92,16,44,4,8,9,23,33,12,5,12,13,106
0,Team.CHARLOTTE_HORNETS,Outcome.WIN,240,47,82,16,31,5,7,5,38,30,8,4,19,9,115
