,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.BOSTON_CELTICS,Outcome.WIN,240,43,98,17,47,13,18,16,39,31,10,12,16,17,116
0,Team.HOUSTON_ROCKETS,Outcome.LOSS,240,41,94,10,35,15,22,11,38,26,9,3,15,17,107
