,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.CLEVELAND_CAVALIERS,Outcome.LOSS,240,46,91,13,38,11,15,6,33,26,5,2,12,18,116
0,Team.MILWAUKEE_BUCKS,Outcome.WIN,240,45,90,11,29,25,28,10,36,24,9,3,11,16,126
