,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.MIAMI_HEAT,Outcome.LOSS,240,30,80,12,37,15,18,12,24,22,9,1,14,22,87
0,Team.ORLANDO_MAGIC,Outcome.WIN,240,37,78,9,28,22,28,12,32,21,5,5,14,16,105
