,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.PHOENIX_SUNS,Outcome.WIN,240,46,94,14,40,12,17,10,37,30,8,8,7,16,118
0,Team.MIAMI_HEAT,Outcome.LOSS,240,33,84,14,36,25,25,8,36,20,5,5,11,18,105
