,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.MILWAUKEE_BUCKS,Outcome.LOSS,240,42,90,11,44,15,20,11,33,24,10,5,13,22,110
0,Team.MEMPHIS_GRIZZLIES,Outcome.WIN,240,44,83,13,26,12,19,7,33,30,9,3,16,16,113
