,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.ORLANDO_MAGIC,Outcome.LOSS,240,35,80,10,35,15,21,8,31,25,7,3,18,17,95
0,Team.MIAMI_HEAT,Outcome.WIN,240,47,87,13,36,14,18,11,34,31,10,3,13,19,121
