,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.SACRAMENTO_KINGS,Outcome.LOSS,240,43,93,17,44,7,12,10,30,28,5,1,12,18,110
0,Team.CLEVELAND_CAVALIERS,Outcome.WIN,240,51,88,23,41,11,17,5,40,36,10,5,8,15,136
