,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.WASHINGTON_WIZARDS,Outcome.LOSS,240,44,92,21,45,17,20,15,27,35,7,3,19,22,126
0,Team.NEW_ORLEANS_PELICANS,Outcome.WIN,240,50,89,10,32,23,29,8,31,36,14,6,10,21,133
