,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.ATLANTA_HAWKS,Outcome.LOSS,240,43,102,13,41,18,20,13,36,24,8,2,9,13,117
0,Team.BOSTON_CELTICS,Outcome.WIN,240,49,93,17,49,10,11,6,39,33,6,9,14,16,125
