,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.ORLANDO_MAGIC,Outcome.WIN,240,39,85,9,25,21,26,10,32,24,11,4,13,17,108
0,Team.MINNESOTA_TIMBERWOLVES,Outcome.LOSS,240,38,82,12,38,18,20,6,32,24,8,5,17,20,106
