,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.OKLAHOMA_CITY_THUNDER,Outcome.LOSS,240,38,98,17,47,18,21,12,28,23,5,4,10,23,111
0,Team.DALLAS_MAVERICKS,Outcome.WIN,240,53,91,15,38,25,33,11,43,30,8,3,12,23,146
