,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.CHICAGO_BULLS,Outcome.WIN,240,45,87,11,29,16,22,11,33,28,4,7,9,13,117
0,Team.CHARLOTTE_HORNETS,Outcome.LOSS,240,40,90,16,46,14,17,9,31,25,4,6,9,18,110
