,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.MINNESOTA_TIMBERWOLVES,Outcome.WIN,240,40,83,14,29,13,15,9,36,21,7,2,13,19,107
0,Team.OKLAHOMA_CITY_THUNDER,Outcome.LOSS,240,35,79,14,35,17,22,8,30,21,5,7,12,17,101
