,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,240,42,90,9,29,17,20,10,25,24,7,5,12,21,110
0,Team.LOS_ANGELES_LAKERS,Outcome.WIN,240,47,86,13,33,27,29,10,35,28,9,6,12,18,134
