,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.LOS_ANGELES_CLIPPERS,Outcome.WIN,240,47,100,12,30,19,22,18,34,25,9,7,8,16,125
0,Team.WASHINGTON_WIZARDS,Outcome.LOSS,240,45,97,9,29,10,15,12,33,19,4,10,13,19,109
