,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.SAN_ANTONIO_SPURS,Outcome.LOSS,240,36,100,10,40,11,15,13,31,29,8,7,11,9,93
0,Team.DALLAS_MAVERICKS,Outcome.WIN,240,49,92,11,30,7,10,8,47,28,6,10,15,14,116
