,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.ORLANDO_MAGIC,Outcome.LOSS,240,45,88,18,38,21,28,12,23,27,7,1,11,33,129
0,Team.DALLAS_MAVERICKS,Outcome.WIN,240,43,69,13,27,32,43,3,32,27,6,2,15,24,131
