,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.UTAH_JAZZ,Outcome.LOSS,240,41,94,12,35,21,31,19,33,28,7,7,15,14,115
0,Team.PHOENIX_SUNS,Outcome.WIN,240,52,88,14,29,11,16,5,32,37,10,7,12,22,129
