,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.CLEVELAND_CAVALIERS,Outcome.WIN,240,38,92,14,36,22,31,15,36,20,7,8,13,22,112
0,Team.MILWAUKEE_BUCKS,Outcome.LOSS,240,35,87,13,34,17,24,12,39,21,6,4,18,24,100
