,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.INDIANA_PACERS,Outcome.LOSS,240,42,83,8,30,10,16,2,30,31,9,3,11,11,102
0,Team.CHARLOTTE_HORNETS,Outcome.WIN,240,44,82,10,34,13,16,5,41,27,5,3,16,17,111
