,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.MIAMI_HEAT,Outcome.WIN,240,45,87,19,40,14,18,7,40,34,10,3,14,13,123
0,Team.MILWAUKEE_BUCKS,Outcome.LOSS,240,37,83,13,39,10,11,5,33,24,8,4,18,12,97
