,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.DETROIT_PISTONS,Outcome.WIN,265,45,93,16,27,22,31,16,29,26,3,7,16,23,128
0,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,265,41,89,11,30,29,33,11,27,29,9,7,15,27,122
