,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.PHILADELPHIA_76ERS,Outcome.WIN,240,48,100,8,27,15,23,13,35,28,8,4,11,18,119
0,Team.WASHINGTON_WIZARDS,Outcome.LOSS,240,42,86,13,35,16,21,7,32,28,7,8,15,23,113
