,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.PORTLAND_TRAIL_BLAZERS,Outcome.LOSS,240,37,80,10,28,24,30,13,24,14,7,4,8,16,108
0,Team.DENVER_NUGGETS,Outcome.WIN,240,46,91,12,36,16,17,16,32,34,3,6,11,20,120
