,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.DETROIT_PISTONS,Outcome.LOSS,240,38,99,10,37,14,22,16,32,26,14,5,19,32,100
0,Team.PHOENIX_SUNS,Outcome.WIN,240,35,77,10,31,36,44,9,45,28,15,11,23,20,116
