,team,outcome,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
0,Team.LOS_ANGELES_LAKERS,Outcome.WIN,240,38,94,19,36,19,26,15,37,30,11,2,7,8,114
0,Team.BOSTON_CELTICS,Outcome.LOSS,240,41,97,16,48,7,7,14,40,30,4,12,15,19,105
